Выборы Президента Российской Федерации																						
																						
Наименование Избирательной комиссии:    Нурлатская городская																						
																						
Итоги голосования 																						
																						
		Сумма	УИК №2352	УИК №2353	УИК №2354	УИК №2355	УИК №2356	УИК №2357	УИК №2358	УИК №2359	УИК №2360	УИК №2361	УИК №2362	УИК №2363	УИК №2364	УИК №2365	УИК №2366					
1	"Число избирателей, внесенных в список"	23664	1809	2104	1959	1750	704	2868	2321	2854	2083	2351	1216	178	554	546	367					
2	Число полученных избирательных бюллетеней	23255	1807	2104	1964	1744	704	2838	2325	2574	2075	2252	1211	200	544	544	369					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	22338	1703	2034	1853	1673	697	2755	2182	2484	1975	2228	1176	178	517	532	351					
5	"Число избирательных бюллетеней, выданных вне помещения"	511	50	36	69	42	7	10	50	90	60	22	28	0	22	9	16					
6	Число погашенных избирательных бюллетеней	406	54	34	42	29	0	73	93	0	40	2	7	22	5	3	2					
7	Число избирательных бюллетеней в переносных ящиках	511	50	36	69	42	7	10	50	90	60	22	28	0	22	9	16					
8	Число бюллетеней в стационарных ящиках для голосования	22338	1703	2034	1853	1673	697	2755	2182	2484	1975	2228	1176	178	517	532	351					
9	Число недействительных избирательных бюллетеней	9	0	0	4	0	0	0	2	0	3	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	22840	1753	2070	1918	1715	704	2765	2230	2574	2032	2250	1204	178	539	541	367					
11	Число полученных открепительных  удостоверений	499	40	45	40	40	15	60	50	60	45	50	25	0	10	10	9					
12	Число выданных открепительных удостоверений	194	9	15	15	10	2	37	32	19	19	18	16	0	0	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	56	0	4	2	4	4	14	6	9	4	4	1	0	2	2	0					
14	Число неиспользованных открепительных удостоверений	305	31	30	25	30	13	23	18	41	26	32	9	0	10	10	7					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																						
18	. Глазьев Сергей Юрьевич	41	0	4	12	6	0	1	6	0	10	0	0	0	0	2	0					
		0.18%	0.00%	0.19%	0.62%	0.35%	0.00%	0.04%	0.27%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%					
19	. Малышкин Олег Александрович	23	0	3	6	8	0	1	4	0	0	0	0	0	0	1	0					
		0.10%	0.00%	0.14%	0.31%	0.47%	0.00%	0.04%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%					
20	. Миронов Сергей Михайлович	104	0	6	6	5	2	8	2	54	2	7	5	0	5	2	0					
		0.46%	0.00%	0.29%	0.31%	0.29%	0.28%	0.29%	0.09%	2.10%	0.10%	0.31%	0.42%	0.00%	0.93%	0.37%	0.00%					
21	. Путин Владимир Владимирович	22366	1717	2034	1860	1664	702	2730	2169	2477	1990	2216	1194	178	534	534	367					
		97.89%	97.95%	98.26%	96.77%	97.03%	99.72%	98.73%	97.18%	96.23%	97.79%	98.49%	99.17%	100.00%	99.07%	98.71%	100.00%					
22	. Хакамада Ирина Муцуовна	79	0	2	15	17	0	8	30	0	5	0	2	0	0	0	0					
		0.35%	0.00%	0.10%	0.78%	0.99%	0.00%	0.29%	1.34%	0.00%	0.25%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%					
23	. Харитонов Николай Михайлович	193	36	15	16	15	0	17	14	43	21	11	3	0	0	2	0					
		0.84%	2.05%	0.72%	0.83%	0.87%	0.00%	0.61%	0.63%	1.67%	1.03%	0.49%	0.25%	0.00%	0.00%	0.37%	0.00%					
																						
24	Против всех	34	0	6	3	0	0	0	5	0	4	16	0	0	0	0	0					
		0.15%	0.00%	0.29%	0.16%	0.00%	0.00%	0.00%	0.22%	0.00%	0.20%	0.71%	0.00%	0.00%	0.00%	0.00%	0.00%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
