Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Зиминская городская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	24574	1095	945	1106	1083	1051	1162	1043	1147	1256	1266	1352	1346	1239	1293	1285	1059	1117	1042	1120	1303	1264									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	23450	1000	900	1100	1000	1000	1100	1000	1100	1200	1200	1300	1300	1200	1200	1200	1000	1100	1000	1100	1250	1200									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	7037	376	273	446	376	294	373	375	295	287	263	458	309	324	280	346	338	333	302	243	426	320									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	347	13	4	21	9	18	7	12	11	10	10	16	16	9	48	18	51	8	12	15	12	27									
6	Число погашенных избирательных бюллетеней	16066	611	623	633	615	688	720	613	794	903	927	826	975	867	872	836	611	759	686	842	812	853									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	347	13	4	21	9	18	7	12	11	10	10	16	16	9	48	18	51	8	12	15	12	27									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	7037	376	273	446	376	294	373	375	295	287	263	458	309	324	280	346	338	333	302	243	426	320									
9	Число недействительных избирательных бюллетеней	233	27	14	20	8	4	10	12	5	11	8	10	6	11	9	6	16	7	22	7	12	8									
10	Число действительных избирательных бюллетеней	7151	362	263	447	377	308	370	375	301	286	265	464	319	322	319	358	373	334	292	251	426	339									
