Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																										
Дата голосования: 04.12.2011																																										
																																										
Наименование Избирательной комиссии:    Советская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171					
1	"Число избирателей, внесенных в список избирателей"	51587	1097	425	2204	196	2843	2474	1992	2115	1729	1210	1734	1740	1799	1299	1369	2221	1472	2265	1722	318	374	628	2113	1446	617	2852	1298	547	1510	1658	2212	2560	157	521	870					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	51633	1100	400	2200	183	2800	2500	2000	2100	1700	1200	1700	1750	1800	1300	1350	2250	1450	2250	1750	300	350	950	2100	1450	600	2850	1300	550	1500	1650	2200	2550	150	500	850					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	18794	462	177	892	77	984	900	680	815	695	505	628	624	600	390	513	858	489	762	597	130	91	628	744	387	270	1047	642	172	501	491	753	735	66	160	329					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2648	54	49	155	3	246	56	88	82	113	38	47	42	79	99	74	215	73	93	69	8	8	0	68	107	38	280	88	39	61	66	78	63	7	39	23					
6	Число погашенных избирательных бюллетеней	30191	584	174	1153	103	1570	1544	1232	1203	892	657	1025	1084	1121	811	763	1177	888	1395	1084	162	251	322	1288	956	292	1523	570	339	938	1093	1369	1752	77	301	498					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2645	54	49	155	3	246	56	88	82	113	38	47	42	79	99	74	215	73	93	69	8	8	0	68	106	38	278	88	39	61	66	78	63	7	39	23					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18793	462	177	892	77	984	900	680	815	695	505	628	624	600	390	513	858	489	762	597	130	91	628	744	387	270	1047	642	172	501	491	753	735	66	160	328					
9	Число недействительных избирательных бюллетеней	455	17	11	11	2	30	24	14	25	21	12	10	10	15	12	11	22	8	16	10	5	5	12	16	10	8	30	12	10	20	10	5	20	4	1	6					
10	Число действительных избирательных бюллетеней	20983	499	215	1036	78	1200	932	754	872	787	531	665	656	664	477	576	1051	554	839	656	133	94	616	796	483	300	1295	718	201	542	547	826	778	69	198	345					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	365	10	5	20	2	15	15	10	15	10	10	10	10	10	5	5	15	10	15	15	2	8	12	15	10	5	25	10	5	10	10	15	20	1	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	187	7	0	6	0	10	13	7	13	5	6	6	1	9	1	4	11	5	11	7	0	3	4	11	4	4	12	7	1	2	4	7	2	0	1	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	122	3	4	7	3	3	0	7	4	5	2	12	2	7	1	2	5	2	5	1	3	2	7	6	2	3	3	3	1	4	1	5	3	2	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	178	3	5	14	2	5	2	3	2	5	4	4	9	1	4	1	4	5	4	8	2	5	8	4	6	1	13	3	4	8	6	8	18	1	4	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2966	69	14	140	8	128	141	131	144	117	62	89	97	94	76	89	159	119	107	109	19	4	34	98	78	49	167	65	24	76	111	144	117	11	36	40					
		13.84%	13.37%	6.19%	13.37%	10.00%	10.41%	14.75%	17.06%	16.05%	14.48%	11.42%	13.19%	14.56%	13.84%	15.54%	15.16%	14.82%	21.17%	12.51%	16.37%	13.77%	4.04%	5.41%	12.07%	15.82%	15.91%	12.60%	8.90%	11.37%	13.52%	19.93%	17.33%	14.66%	15.07%	18.09%	11.40%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3809	82	36	198	20	241	146	121	133	138	86	118	178	126	71	119	168	82	189	119	23	12	174	139	76	53	219	155	27	120	64	131	131	9	29	76					
		17.77%	15.89%	15.93%	18.91%	25.00%	19.59%	15.27%	15.76%	14.83%	17.08%	15.84%	17.48%	26.73%	18.56%	14.52%	20.27%	15.66%	14.59%	22.11%	17.87%	16.67%	12.12%	27.71%	17.12%	15.42%	17.21%	16.53%	21.23%	12.80%	21.35%	11.49%	15.76%	16.42%	12.33%	14.57%	21.65%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	194	4	7	10	0	17	10	4	9	8	7	7	4	7	2	9	12	6	4	6	0	1	6	9	4	2	5	2	1	6	4	9	7	0	1	4					
		0.90%	0.78%	3.10%	0.96%	0.00%	1.38%	1.05%	0.52%	1.00%	0.99%	1.29%	1.04%	0.60%	1.03%	0.41%	1.53%	1.12%	1.07%	0.47%	0.90%	0.00%	1.01%	0.96%	1.11%	0.81%	0.65%	0.38%	0.27%	0.47%	1.07%	0.72%	1.08%	0.88%	0.00%	0.50%	1.14%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4485	96	24	206	16	199	227	162	199	163	155	155	145	136	128	118	207	118	189	138	15	8	59	223	119	74	285	142	33	134	119	179	185	5	43	81					
		20.92%	18.60%	10.62%	19.68%	20.00%	16.18%	23.74%	21.09%	22.19%	20.17%	28.55%	22.96%	21.77%	20.03%	26.18%	20.10%	19.29%	20.99%	22.11%	20.72%	10.87%	8.08%	9.39%	27.46%	24.14%	24.03%	21.51%	19.45%	15.64%	23.84%	21.36%	21.54%	23.18%	6.85%	21.61%	23.08%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	281	2	0	7	2	15	13	26	15	13	20	14	13	8	5	10	12	6	13	8	0	0	2	8	2	4	15	2	5	3	10	10	10	0	3	5					
