Выборы Президента Российской Федерации																																											
Дата голосования: 02.03.2008																																											
																																											
"Наименование Избирательной комиссии:    Оренбург, Центральная"																																											
																																											
Сводная таблица результатов выборов																																											
																																											
	Число участковых избирательных комиссий	36																																									
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	36																																									
																																											
		Сумма	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118					
1	"Число избирателей, включенных в списки избирателей"	76465	1357	1848	2313	388	1609	2505	2345	1699	2074	1718	2224	2658	2239	2072	2205	2687	3042	2124	2548	2165	2180	2350	1981	2917	2065	2669	2425	1639	1873	1991	1690	2283	2831	2490	2039	1222					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	72000	1300	1700	2300	350	1600	2400	2400	1600	1800	1500	2000	2400	2400	2000	1600	2500	2800	1900	2300	2100	2000	2300	1800	2700	2200	2500	2500	1500	1800	1800	1600	2100	2600	2300	2150	1200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	38421	585	684	1008	277	806	1373	1083	918	903	964	890	1408	1050	909	1468	1266	1280	832	1911	818	1034	1305	1008	1439	1126	1171	1498	771	1108	1067	949	1093	1247	1215	1158	799					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	3420	44	87	272	28	119	97	68	172	79	66	295	135	70	87	23	51	46	233	99	95	55	83	60	52	150	228	98	86	79	35	50	41	73	40	65	59					
6	Число погашенных избирательных бюллетеней	30159	671	929	1020	45	675	930	1249	510	818	470	815	857	1280	1004	109	1183	1474	835	290	1187	911	912	732	1209	924	1101	904	643	613	698	601	966	1280	1045	927	342					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3420	44	87	272	28	119	97	68	172	79	66	295	135	70	87	23	51	46	233	99	95	55	83	60	52	150	228	98	86	79	35	50	41	73	40	65	59					
8	Число бюллетеней в стационарных ящиках для голосования	38416	585	684	1008	277	806	1373	1083	918	903	964	886	1408	1050	909	1468	1266	1280	832	1911	818	1034	1305	1007	1439	1126	1171	1498	771	1108	1067	949	1093	1247	1215	1158	799					
9	Число недействительных избирательных бюллетеней	569	3	4	17	4	16	14	11	20	17	21	16	21	29	10	33	25	15	8	14	13	11	31	15	7	17	10	18	13	14	17	19	20	17	19	21	9					
10	Число действительных избирательных бюллетеней	41267	626	767	1263	301	909	1456	1140	1070	965	1009	1165	1522	1091	986	1458	1292	1311	1057	1996	900	1078	1357	1052	1484	1259	1389	1578	844	1173	1085	980	1114	1303	1236	1202	849					
11	Число полученных открепительных  удостоверений	814	13	15	25	2	20	15	15	22	17	15	15	30	15	20	90	18	20	20	25	20	25	25	15	34	15	45	25	15	20	20	20	20	35	20	38	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	720	11	12	25	2	20	14	15	17	17	12	13	23	14	17	72	16	19	17	19	19	25	25	15	34	15	32	25	15	17	19	10	15	34	18	38	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1127	18	16	10	8	13	45	16	29	13	22	39	36	13	8	395	114	20	11	23	16	14	16	26	27	15	17	20	13	22	5	15	5	19	16	27	5					
14	Число неиспользованных открепительных удостоверений	94	2	3	0	0	0	1	0	5	0	3	2	7	1	3	18	2	1	3	6	1	0	0	0	0	0	13	0	0	3	1	10	5	1	2	0	1					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	29	0	1	1	1	2	0	1	2	0	0	2	1	3	0	0	0	1	1	1	1	1	2	1	2	1	1	0	0	0	0	2	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																											
18	Богданов Андрей Владимирович	580	8	11	14	4	3	22	21	22	15	14	11	30	12	17	39	23	10	17	15	5	22	14	16	26	12	16	29	8	21	18	17	17	15	15	12	9					
		1.39%	1.27%	1.43%	1.09%	1.31%	0.32%	1.50%	1.82%	2.02%	1.53%	1.36%	0.93%	1.94%	1.07%	1.71%	2.62%	1.75%	0.75%	1.60%	0.75%	0.55%	2.02%	1.01%	1.50%	1.74%	0.94%	1.14%	1.82%	0.93%	1.77%	1.63%	1.70%	1.50%	1.14%	1.20%	0.98%	1.05%					
19	Жириновский Владимир Вольфович	4719	83	106	149	40	150	127	136	121	110	76	135	172	158	85	192	162	179	158	129	116	110	185	96	158	145	158	197	120	132	108	130	109	135	134	131	87					
		11.28%	13.20%	13.75%	11.64%	13.11%	16.22%	8.64%	11.82%	11.10%	11.20%	7.38%	11.43%	11.15%	14.11%	8.53%	12.88%	12.30%	13.50%	14.84%	6.42%	12.71%	10.10%	13.33%	8.99%	10.60%	11.36%	11.29%	12.34%	14.00%	11.12%	9.80%	13.01%	9.61%	10.23%	10.68%	10.71%	10.14%					
20	Зюганов Геннадий Андреевич	10193	176	190	302	61	230	272	267	293	280	256	300	213	295	293	217	302	320	304	297	212	306	373	301	395	295	339	416	185	314	314	252	328	345	388	347	215					
