Выборы Президента Российской Федерации																																																																													
Дата голосования: 04.03.2012																																																																													
																																																																													
Наименование Избирательной комиссии:    Тогучинская 																																																																													
																																																																													
Сводная таблица итогов голосования																																																																													
																																																																													
	Число участковых избирательных комиссий	66																																																																											
	Число участковых избирательных комиссий, приступивших к передаче сведений	66																																																																											
																																																																													
		Сумма	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089									
1	Число избирателей, включенных в список избирателей	46280	221	1875	2135	2114	1444	1780	1829	1536	2274	118	842	650	148	900	191	399	2520	2346	2052	849	411	199	206	755	261	136	689	237	220	548	239	218	133	743	411	875	139	872	537	710	736	541	222	97	599	154	222	755	463	708	348	864	587	462	112	98	593	233	44	258	696	102	104	386	415	1719									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	44140	220	1780	2060	2000	1380	1680	1720	1440	2150	140	800	640	140	880	180	370	2350	2270	1900	820	400	190	190	730	260	130	660	230	200	540	230	210	120	710	390	830	130	840	510	690	710	530	190	90	580	140	190	740	440	670	320	810	550	460	100	90	580	230	40	260	660	100	100	370	400	1680									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	25899	137	1057	1216	1383	858	1024	1003	818	1339	19	529	405	70	448	99	207	1442	1451	1170	467	227	102	135	444	152	85	353	112	138	319	94	107	31	413	203	418	83	490	231	373	439	314	149	59	295	86	129	435	262	397	173	422	253	289	56	61	355	136	27	163	372	55	55	201	257	807									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2994	18	78	93	102	111	91	69	103	93	99	16	20	9	95	29	20	102	98	101	41	21	11	3	53	28	11	52	45	18	40	58	51	65	36	31	210	13	84	60	45	49	30	15	8	20	5	9	42	25	9	21	39	45	36	7	10	24	21	12	12	35	4	13	25	23	132									
6	Число погашенных избирательных бюллетеней	15247	65	645	751	515	411	565	648	519	718	22	255	215	61	337	52	143	806	721	629	312	152	77	52	233	80	34	255	73	44	181	78	52	24	261	156	202	34	266	219	272	222	186	26	23	265	49	52	263	153	264	126	349	252	135	37	19	201	73	1	85	253	41	32	144	120	741									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2993	18	78	93	102	111	91	69	103	93	99	16	20	9	95	29	20	102	98	101	41	21	11	3	53	28	11	52	45	18	40	58	51	65	36	31	210	13	84	60	45	49	30	15	8	20	5	9	42	25	9	21	39	45	36	7	10	24	21	12	12	35	4	13	24	23	132									
8	Число бюллетеней в стационарных ящиках для голосования	25893	137	1057	1216	1383	858	1024	1003	817	1339	19	529	405	70	447	99	207	1440	1451	1170	467	227	102	135	444	152	85	353	112	138	319	94	107	31	413	203	418	83	490	231	373	439	314	149	59	295	86	129	435	262	397	173	422	253	289	56	61	355	136	27	163	372	55	55	201	257	805									
9	Число недействительных избирательных бюллетеней	375	2	22	14	15	15	15	11	9	33	0	13	7	0	5	2	2	23	29	16	5	5	2	1	6	2	1	4	3	2	2	0	2	1	7	9	7	0	6	1	7	4	4	1	0	3	0	2	5	4	3	2	5	4	2	0	0	3	4	0	1	8	0	0	1	4	9									
10	Число действительных избирательных бюллетеней	28511	153	1113	1295	1470	954	1100	1061	911	1399	118	532	418	79	537	126	225	1519	1520	1255	503	243	111	137	491	178	95	401	154	154	357	152	156	95	442	225	621	96	568	290	411	484	340	163	67	312	91	136	472	283	403	192	456	294	323	63	71	376	153	39	174	399	59	68	224	276	928									
11	Число полученных открепительных  удостоверений	986	12	26	43	32	15	15	25	21	30	0	20	15	2	40	11	15	20	26	29	10	9	2	0	10	7	5	45	2	5	22	7	6	5	15	18	30	5	18	10	21	35	10	10	9	10	6	2	37	15	12	3	15	7	19	2	0	18	10	2	10	17	12	8	10	10	48									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	911	12	26	43	31	15	15	25	19	30	0	20	15	2	32	8	15	16	26	25	8	8	1	0	10	7	5	45	2	4	22	7	6	3	15	11	30	2	18	2	17	30	10	10	2	10	5	2	37	14	12	3	15	7	13	0	0	18	8	2	10	17	12	8	10	10	48									
