Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																				
Дата голосования: 07.12.2003 0:00:00																																				
																																				
Наименование Избирательной комиссии:    Октябрьская																																				
																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																				
																																				
		Сумма	УИК №1287	УИК №1288	УИК №1289	УИК №1290	УИК №1291	УИК №1292	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315					
1	"Число избирателей, внесенных в списки"	18289	1359	1343	1262	505	511	376	647	191	1028	212	164	645	200	456	114	285	791	1409	2266	1683	520	258	122	173	146	571	773	147	132					
2	"Число бюллетеней, полученных участковыми комиссиями"	17990	1350	1350	1250	550	550	400	650	200	1050	250	200	650	200	500	120	300	760	1250	2000	1500	500	250	130	180	160	600	750	200	140					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9357	718	525	576	256	314	246	334	124	478	142	90	335	111	243	59	166	355	758	1136	761	272	171	79	115	66	253	439	140	95					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	451	28	55	20	21	14	0	32	4	21	3	1	18	0	8	2	11	53	53	42	12	12	1	2	4	0	26	1	7	0					
6	Число погашенных бюллетеней	8180	604	770	654	273	222	154	284	72	551	105	109	297	89	249	59	123	352	439	820	727	216	78	49	61	94	321	310	53	45					
7	Число бюллетеней в переносных ящиках для голосования	451	28	55	20	21	14	0	32	4	21	3	1	18	0	8	2	11	53	53	42	12	12	1	2	4	0	26	1	7	0					
8	Число бюллетеней в стационарных ящиках для голосования	9323	718	523	550	256	314	246	334	124	478	142	90	335	111	243	59	166	355	758	1134	757	272	171	79	115	66	253	439	140	95					
9	Число недействительных бюллетеней	339	19	30	18	23	5	7	7	3	8	10	5	13	3	4	0	22	24	23	37	19	18	5	2	2	5	4	16	5	2					
10	Число действительных бюллетеней	9435	727	548	552	254	323	239	359	125	491	135	86	340	108	247	61	155	384	788	1139	750	266	167	79	117	61	275	424	142	93					
