Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																												
Дата голосования: 02.12.2007																																												
																																												
Наименование Избирательной комиссии:    Селенгинская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576					
1	"Число избирателей, внесенных в списки избирателей"	29518	2486	1750	1939	1458	1630	1431	2576	1163	1462	628	134	1871	207	86	484	79	1720	147	177	1328	145	489	107	110	484	76	2075	230	135	541	107	64	317	748	246	678	210					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	29020	2486	1555	1694	1366	1509	1275	2891	1032	1207	628	120	1888	200	68	462	99	1673	138	161	1538	136	440	109	112	517	79	2041	215	142	763	134	62	410	731	221	708	210					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	17153	1519	783	1007	839	977	742	1442	484	773	628	98	1026	122	61	257	75	917	83	65	930	97	326	82	92	441	43	977	152	82	485	103	45	294	452	152	304	198					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	933	35	24	40	36	47	26	27	32	40	0	3	132	24	4	17	4	46	12	35	52	7	22	0	1	29	22	50	10	15	56	4	10	22	17	8	12	12					
6	Число погашенных избирательных бюллетеней	10934	932	748	647	491	485	507	1422	516	394	0	19	730	54	3	188	20	710	43	61	556	32	92	27	19	47	14	1014	53	45	222	27	7	94	262	61	392	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	933	35	24	40	36	47	26	27	32	40	0	3	132	24	4	17	4	46	12	35	52	7	22	0	1	29	22	50	10	15	56	4	10	22	17	8	12	12					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17149	1519	783	1007	839	977	742	1442	484	773	628	98	1026	122	61	257	75	916	83	65	930	97	326	82	92	441	43	977	152	82	485	103	45	294	449	152	304	198					
9	Число недействительных избирательных бюллетеней	433	11	5	16	29	13	13	25	15	19	13	4	45	4	2	3	1	24	6	0	37	6	11	0	8	11	1	15	3	4	32	4	4	2	29	4	12	2					
10	Число действительных избирательных бюллетеней	17649	1543	802	1031	846	1011	755	1444	501	794	615	97	1113	142	63	271	78	938	89	100	945	98	337	82	85	459	64	1012	159	93	509	103	51	314	437	156	304	208					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1098	50	50	50	50	50	50	50	50	50	60	10	30	10	10	30	10	50	10	10	50	10	30	10	10	30	10	50	10	10	30	10	10	30	50	10	30	28					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	327	27	9	12	8	13	8	23	4	11	0	0	26	1	0	0	0	20	2	2	10	1	6	1	1	9	0	24	2	0	14	10	9	27	15	2	26	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	209	27	5	13	4	1	15	17	5	1	4	6	10	0	2	4	2	6	2	4	8	3	3	2	2	7	2	7	9	5	8	3	1	7	4	1	6	3					
14	Число погашенных неиспользованных открепительных удостоверений	771	23	41	38	42	37	42	27	46	39	60	10	4	9	10	30	10	30	8	8	40	9	24	9	9	21	10	26	8	10	16	0	1	3	35	8	4	24					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
