Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																												
Дата голосования: 04.12.2011																																												
																																												
Наименование Избирательной комиссии:    Селенгинская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577					
1	"Число избирателей, внесенных в список избирателей"	29575	1579	1829	1697	1895	1459	2840	1053	1523	612	143	1637	198	91	486	105	1703	105	121	1328	109	249	114	141	591	64	1744	257	91	606	133	55	396	801	230	475	260	2855					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	27931	1427	1598	1475	1759	1313	2544	917	1362	587	139	1616	191	92	482	105	1690	104	120	1310	99	487	111	135	592	64	1783	196	93	596	135	55	401	794	226	477	288	2568					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	14441	682	712	590	720	745	1109	375	525	567	74	755	152	65	275	98	704	38	64	722	84	234	76	125	425	42	776	152	66	376	107	51	240	679	147	398	243	1248					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1119	27	36	137	73	30	19	36	54	20	6	65	16	10	17	0	46	63	29	43	7	15	5	9	23	18	53	19	18	41	19	4	18	15	13	35	17	63					
6	Число погашенных избирательных бюллетеней	12371	718	850	748	966	538	1416	506	783	0	59	796	23	17	190	7	940	3	27	545	8	238	30	1	144	4	954	25	9	179	9	0	143	100	66	44	28	1257					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1119	27	36	137	73	30	19	36	54	20	6	65	16	10	17	0	46	63	29	43	7	15	5	9	23	18	53	19	18	41	19	4	18	15	13	35	17	63					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14411	682	712	590	720	715	1109	375	525	567	74	755	152	65	275	98	704	38	64	722	84	234	76	125	425	42	776	152	66	376	107	51	240	679	147	398	243	1248					
9	Число недействительных избирательных бюллетеней	246	24	10	4	9	6	16	6	9	4	2	16	3	0	2	0	21	0	1	21	1	6	2	0	15	0	8	1	20	7	1	0	6	3	1	5	0	16					
10	Число действительных избирательных бюллетеней	15284	685	738	723	784	739	1112	405	570	583	78	804	165	75	290	98	729	101	92	744	90	243	79	134	433	60	821	170	64	410	125	55	252	691	159	428	260	1295					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	895	9	34	20	20	34	40	29	20	60	10	40	10	10	20	10	40	10	10	48	23	25	10	10	20	10	55	18	25	80	10	10	10	30	10	30	20	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	588	9	18	12	12	19	25	8	6	26	2	40	3	1	6	0	25	1	1	45	23	25	9	3	4	0	50	18	25	80	10	5	10	10	1	30	10	16					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	251	17	17	14	2	16	22	24	6	3	2	8	1	2	1	1	2	0	0	4	7	8	4	3	3	2	6	5	2	8	12	5	4	7	3	2	3	25					
