Выборы Президента Российской Федерации																																							
																																							
Наименование Избирательной комиссии:    Сокольская																																							
																																							
Итоги голосования 																																							
																																							
		Сумма	УИК №2197	УИК №2198	УИК №2199	УИК №2200	УИК №2201	УИК №2202	УИК №2203	УИК №2204	УИК №2205	УИК №2206	УИК №2207	УИК №2208	УИК №2209	УИК №2210	УИК №2211	УИК №2212	УИК №2213	УИК №2214	УИК №2215	УИК №2216	УИК №2217	УИК №2218	УИК №2219	УИК №2220	УИК №2221	УИК №2222	УИК №2223	УИК №2224	УИК №2225	УИК №2226	УИК №2227	УИК №2228					
1	"Число избирателей, внесенных в список"	11868	1210	1268	1201	1459	460	340	149	312	116	127	167	349	362	79	124	119	227	185	44	272	248	359	234	347	97	349	186	339	280	252	361	246					
2	Число полученных избирательных бюллетеней	11837	1176	1200	1191	1400	487	348	155	320	118	127	172	345	386	84	120	118	221	184	42	274	266	360	235	368	102	353	188	332	283	253	373	256					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	7152	877	709	656	870	222	173	85	186	71	86	134	220	214	28	87	81	150	130	33	131	125	258	108	209	38	167	124	176	227	218	205	154					
5	"Число избирательных бюллетеней, выданных вне помещения"	2006	30	91	62	156	175	99	41	102	36	17	15	67	73	37	15	17	46	27	4	87	79	89	92	67	42	112	23	105	27	20	106	47					
6	Число погашенных избирательных бюллетеней	2679	269	400	473	374	90	76	29	32	11	24	23	58	99	19	18	20	25	27	5	56	62	13	35	92	22	74	41	51	29	15	62	55					
7	Число избирательных бюллетеней в переносных ящиках	2006	30	91	62	156	175	99	41	102	36	17	15	67	73	37	15	17	46	27	4	87	79	89	92	67	42	112	23	105	27	20	106	47					
8	Число бюллетеней в стационарных ящиках для голосования	7152	877	709	656	870	222	173	85	186	71	86	134	220	214	28	87	81	150	130	33	131	125	258	108	209	38	167	124	176	227	218	205	154					
9	Число недействительных избирательных бюллетеней	55	10	3	6	6	1	0	0	2	0	2	0	1	2	0	1	1	2	1	0	0	0	2	2	0	0	3	1	4	1	1	3	0					
10	Число действительных избирательных бюллетеней	9103	897	797	712	1020	396	272	126	286	107	101	149	286	285	65	101	97	194	156	37	218	204	345	198	276	80	276	146	277	253	237	308	201					
11	Число полученных открепительных  удостоверений	496	34	25	30	35	25	14	10	14	7	7	7	14	20	5	7	9	14	10	5	14	22	20	12	20	6	20	10	20	20	10	20	10					
12	Число выданных открепительных удостоверений	232	16	12	9	20	25	8	6	13	2	1	3	4	18	1	0	0	8	1	0	5	17	9	1	14	3	10	1	1	4	1	9	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	112	20	12	13	6	2	4	0	0	2	2	1	2	2	2	2	0	4	1	1	3	0	5	1	4	2	5	0	6	3	2	1	4					
14	Число неиспользованных открепительных удостоверений	264	18	13	21	15	0	6	4	1	5	6	4	10	2	4	7	9	6	9	5	9	5	11	11	6	3	10	9	19	16	9	11	0					
15	"Число открепительных удостоверений, выданных в ТИК"	4	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																							
18	. Глазьев Сергей Юрьевич	274	26	28	27	37	17	6	3	8	0	1	7	8	9	2	2	1	6	2	0	1	7	16	2	4	0	3	4	12	7	12	7	9					
		2.99%	2.87%	3.50%	3.76%	3.61%	4.28%	2.21%	2.38%	2.78%	0.00%	0.97%	4.70%	2.79%	3.14%	3.08%	1.96%	1.02%	3.06%	1.27%	0.00%	0.46%	3.43%	4.61%	1.00%	1.45%	0.00%	1.08%	2.72%	4.27%	2.76%	5.04%	2.25%	4.48%					
19	. Малышкин Олег Александрович	233	28	17	15	26	10	7	1	5	5	1	4	7	6	0	2	5	5	4	0	1	4	13	3	4	5	9	7	6	7	13	7	6					
		2.54%	3.09%	2.12%	2.09%	2.53%	2.52%	2.57%	0.79%	1.74%	4.67%	0.97%	2.68%	2.44%	2.09%	0.00%	1.96%	5.10%	2.55%	2.55%	0.00%	0.46%	1.96%	3.75%	1.50%	1.45%	6.25%	3.23%	4.76%	2.14%	2.76%	5.46%	2.25%	2.99%					
20	. Миронов Сергей Михайлович	73	6	8	4	9	1	3	0	0	0	0	4	3	3	0	1	2	1	3	0	1	2	2	3	3	1	3	1	3	2	1	1	2					
		0.80%	0.66%	1.00%	0.56%	0.88%	0.25%	1.10%	0.00%	0.00%	0.00%	0.00%	2.68%	1.05%	1.05%	0.00%	0.98%	2.04%	0.51%	1.91%	0.00%	0.46%	0.98%	0.58%	1.50%	1.09%	1.25%	1.08%	0.68%	1.07%	0.79%	0.42%	0.32%	1.00%					
21	. Путин Владимир Владимирович	6933	663	595	525	784	312	216	96	239	96	95	117	235	239	47	80	80	145	125	19	177	141	277	157	215	61	191	111	195	154	166	257	123					
		75.70%	73.10%	74.38%	73.12%	76.41%	78.59%	79.41%	76.19%	82.99%	89.72%	92.23%	78.52%	81.88%	83.28%	72.31%	78.43%	81.63%	73.98%	79.62%	51.35%	81.19%	69.12%	79.83%	78.50%	77.90%	76.25%	68.46%	75.51%	69.40%	60.63%	69.75%	82.64%	61.19%					
22	. Хакамада Ирина Муцуовна	148	17	20	6	19	5	1	0	5	2	1	3	4	3	0	2	1	9	2	0	2	1	3	2	6	0	13	1	3	12	1	3	1					
		1.62%	1.87%	2.50%	0.84%	1.85%	1.26%	0.37%	0.00%	1.74%	1.87%	0.97%	2.01%	1.39%	1.05%	0.00%	1.96%	1.02%	4.59%	1.27%	0.00%	0.92%	0.49%	0.86%	1.00%	2.17%	0.00%	4.66%	0.68%	1.07%	4.72%	0.42%	0.96%	0.50%					
23	. Харитонов Николай Михайлович	1233	125	106	102	124	46	34	20	26	3	3	14	26	21	16	11	8	23	17	17	32	41	27	29	41	11	51	21	50	65	38	31	54					
		13.46%	13.78%	13.25%	14.21%	12.09%	11.59%	12.50%	15.87%	9.03%	2.80%	2.91%	9.40%	9.06%	7.32%	24.62%	10.78%	8.16%	11.73%	10.83%	45.95%	14.68%	20.10%	7.78%	14.50%	14.86%	13.75%	18.28%	14.29%	17.79%	25.59%	15.97%	9.97%	26.87%					
																																							
24	Против всех	209	32	23	33	21	5	5	6	3	1	0	0	3	4	0	3	0	5	3	1	4	8	7	2	3	2	6	1	8	6	6	2	6					
		2.28%	3.53%	2.88%	4.60%	2.05%	1.26%	1.84%	4.76%	1.04%	0.93%	0.00%	0.00%	1.05%	1.39%	0.00%	2.94%	0.00%	2.55%	1.91%	2.70%	1.83%	3.92%	2.02%	1.00%	1.09%	2.50%	2.15%	0.68%	2.85%	2.36%	2.52%	0.64%	2.99%					
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
