Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																							
Дата голосования: 04.12.2011																																							
																																							
Наименование Избирательной комиссии:    Шегарская																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777					
1	"Число избирателей, внесенных в список избирателей"	15782	446	207	394	272	517	202	973	446	134	596	253	610	904	455	101	400	93	278	100	526	271	98	516	782	836	904	489	1104	728	989	546	612					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15150	450	200	390	270	500	200	900	400	137	500	250	600	900	450	100	350	96	250	100	500	250	97	500	800	800	900	450	1000	700	950	560	600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8161	258	156	198	258	300	97	483	316	78	317	88	324	583	221	60	192	30	111	15	196	102	49	239	404	430	424	254	503	439	472	310	254					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	702	23	17	10	9	51	29	24	25	8	16	20	34	18	46	7	29	2	32	29	45	20	7	49	15	15	22	14	12	17	27	3	27					
6	Число погашенных избирательных бюллетеней	6287	169	27	182	3	149	74	393	59	51	167	142	242	299	183	33	129	64	107	56	259	128	41	212	381	355	454	182	485	244	451	247	319					
7	Число избирательных бюллетеней в переносных ящиках для голосования	702	23	17	10	9	51	29	24	25	8	16	20	34	18	46	7	29	2	32	29	45	20	7	49	15	15	22	14	12	17	27	3	27					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8161	258	156	198	258	300	97	483	316	78	317	88	324	583	221	60	192	30	111	15	196	102	49	239	404	430	424	254	503	439	472	310	254					
9	Число недействительных избирательных бюллетеней	129	0	0	2	11	4	1	25	1	0	5	2	6	11	0	1	2	0	1	0	4	5	0	3	11	4	3	3	5	4	7	5	3					
10	Число действительных избирательных бюллетеней	8734	281	173	206	256	347	125	482	340	86	328	106	352	590	267	66	219	32	142	44	237	117	56	285	408	441	443	265	510	452	492	308	278					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	455	15	10	5	5	10	15	20	20	10	10	5	20	10	10	5	10	5	10	5	20	10	5	20	20	30	20	20	30	20	20	20	20					
