Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																
Дата голосования: 04.12.2011																																																
																																																
Наименование Избирательной комиссии:    Моркинская районная																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439					
1	"Число избирателей, внесенных в список избирателей"	24636	1879	2018	1212	1577	1503	564	281	296	375	291	243	335	415	284	454	840	374	185	372	215	535	348	244	374	999	324	257	1055	100	619	477	567	415	768	399	365	717	474	341	866	679					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	26660	1950	2130	1230	1690	1640	620	310	330	400	310	270	400	480	310	510	890	420	200	400	240	570	340	260	400	1070	350	300	1190	100	680	510	630	450	790	440	410	800	510	370	990	770					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	15794	1175	1504	659	986	909	263	135	164	244	164	163	234	261	185	237	612	224	111	250	144	326	221	157	249	605	241	205	710	79	427	227	366	282	498	167	297	523	293	196	633	468					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2287	40	38	83	51	45	101	75	49	47	50	28	31	62	16	67	68	31	22	64	26	63	24	41	68	106	35	19	77	3	73	128	90	49	78	77	35	110	44	35	50	88					
6	Число погашенных избирательных бюллетеней	8579	735	588	488	653	686	256	100	117	109	96	79	135	157	109	206	210	165	67	86	70	181	95	62	83	359	74	76	403	18	180	155	174	119	214	196	78	167	173	139	307	214					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2284	40	38	83	51	44	101	75	49	47	50	28	31	62	16	67	68	31	22	64	26	63	24	41	68	106	35	19	77	3	73	128	90	49	76	77	35	110	44	35	50	88					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15794	1175	1504	659	986	909	263	135	164	244	164	163	234	261	185	237	612	224	111	250	144	326	221	157	249	605	241	205	710	79	427	227	366	282	498	167	297	523	293	196	633	468					
9	Число недействительных избирательных бюллетеней	240	14	14	4	12	11	4	3	0	4	7	2	2	12	1	1	7	5	0	3	4	4	3	3	5	11	0	1	13	0	11	4	1	3	30	1	9	4	3	2	9	13					
10	Число действительных избирательных бюллетеней	17838	1201	1528	738	1025	942	360	207	213	287	207	189	263	311	200	303	673	250	133	311	166	385	242	195	312	700	276	223	774	82	489	351	455	328	544	243	323	629	334	229	674	543					
