Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																												
Дата голосования: 07.12.2003 0:00:00																																												
																																												
Наименование Избирательной комиссии:    Бессоновская																																												
																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																												
																																												
		Сумма	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313					
1	"Число избирателей, внесенных в списки"	33294	347	1015	1390	1308	1111	1224	1070	1354	712	346	1372	448	873	876	791	768	858	925	747	1061	1380	515	529	687	902	425	184	301	1498	1000	644	896	302	2119	2092	616	608					
2	"Число бюллетеней, полученных участковыми комиссиями"	33200	340	1030	1400	1300	1100	1230	1070	1340	700	340	1380	440	870	870	780	750	850	930	740	1060	1390	510	520	690	910	420	180	300	1500	990	640	890	300	2130	2100	610	600					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	14274	178	400	530	529	480	455	402	421	276	62	691	227	290	390	321	313	283	378	331	261	933	434	253	331	346	191	127	243	673	451	242	409	157	1000	677	272	317					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1698	51	84	61	25	20	54	50	102	30	108	33	46	53	31	38	18	82	22	38	99	11	0	30	38	48	43	29	0	49	170	36	24	45	20	35	39	36					
6	Число погашенных бюллетеней	17228	111	546	809	746	600	721	618	817	394	170	656	167	527	449	421	419	485	530	371	700	446	76	237	321	516	186	24	57	778	369	362	457	98	1110	1388	299	247					
7	Число бюллетеней в переносных ящиках для голосования	1698	51	84	61	25	20	54	50	102	30	108	33	46	53	31	38	18	82	22	38	99	11	0	30	38	48	43	29	0	49	170	36	24	45	20	35	39	36					
8	Число бюллетеней в стационарных ящиках для голосования	14269	178	400	530	529	480	455	402	421	276	62	691	227	290	390	321	313	283	377	330	261	933	434	253	331	346	191	127	243	673	451	242	409	157	998	676	272	317					
9	Число недействительных бюллетеней	515	8	7	9	14	16	13	10	12	7	0	23	15	14	11	2	11	28	14	4	7	117	28	0	8	10	15	9	2	9	7	10	5	19	13	21	1	16					
10	Число действительных бюллетеней	15452	221	477	582	540	484	496	442	511	299	170	701	258	329	410	357	320	337	385	364	353	827	406	283	361	384	219	147	241	713	614	268	428	183	1005	690	310	337					
