Выборы Президента Российской Федерации																																		
																																		
Наименование Избирательной комиссии:    Боградская																																		
																																		
Итоги голосования 																																		
																																		
		Сумма	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262					
1	"Число избирателей, внесенных в список"	11256	618	91	996	189	83	108	996	85	214	464	122	825	107	204	148	526	116	1651	1159	597	111	31	592	153	78	426	566					
2	Число полученных избирательных бюллетеней	12660	680	97	1085	211	89	123	1095	91	240	485	145	908	118	220	163	686	124	1810	1295	657	118	30	696	179	100	595	620					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	7033	355	77	633	139	78	100	676	73	120	279	71	541	97	156	99	339	63	945	602	289	73	22	361	103	63	317	362					
5	"Число избирательных бюллетеней, выданных вне помещения"	949	70	3	48	6	0	0	77	10	53	66	20	21	4	6	11	53	10	114	80	61	5	0	41	13	4	69	104					
6	Число погашенных избирательных бюллетеней	4678	255	17	404	66	11	23	342	8	67	140	54	346	17	58	53	294	51	751	613	307	40	8	294	63	33	209	154					
7	Число избирательных бюллетеней в переносных ящиках	949	70	3	48	6	0	0	77	10	53	66	20	21	4	6	11	53	10	114	80	61	5	0	41	13	4	69	104					
8	Число бюллетеней в стационарных ящиках для голосования	7033	355	77	633	139	78	100	676	73	120	279	71	541	97	156	99	339	63	945	602	289	73	22	361	103	63	317	362					
9	Число недействительных избирательных бюллетеней	83	5	2	4	2	1	3	7	0	6	3	0	11	0	0	2	0	0	8	7	2	5	0	4	0	0	6	5					
10	Число действительных избирательных бюллетеней	7899	420	78	677	143	77	97	746	83	167	342	91	551	101	162	108	392	73	1051	675	348	73	22	398	116	67	380	461					
11	Число полученных открепительных  удостоверений	318	20	2	27	5	2	3	28	2	6	12	4	23	3	5	5	17	3	45	32	17	3	1	17	4	2	14	16					
12	Число выданных открепительных удостоверений	68	2	0	3	3	0	3	3	2	1	0	0	2	0	0	0	6	0	19	4	2	1	0	5	3	0	4	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	46	1	0	4	0	1	1	3	1	1	0	1	2	1	0	2	2	0	4	1	2	4	1	4	3	1	0	6					
14	Число неиспользованных открепительных удостоверений	250	18	2	24	2	2	0	25	0	5	12	4	21	3	5	5	11	3	26	28	15	2	1	12	1	2	10	11					
15	"Число открепительных удостоверений, выданных в ТИК"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																		
18	. Глазьев Сергей Юрьевич	247	14	2	16	3	1	1	21	0	5	10	5	16	2	7	0	14	1	44	39	20	0	0	9	4	0	7	6					
		3.09%	3.29%	2.50%	2.35%	2.07%	1.28%	1.00%	2.79%	0.00%	2.89%	2.90%	5.49%	2.85%	1.98%	4.32%	0.00%	3.57%	1.37%	4.15%	5.72%	5.71%	0.00%	0.00%	2.24%	3.45%	0.00%	1.81%	1.29%					
19	. Малышкин Олег Александрович	278	8	9	25	9	0	7	45	2	2	10	0	12	4	11	1	4	4	34	19	11	8	1	17	6	5	17	7					
		3.48%	1.88%	11.25%	3.67%	6.21%	0.00%	7.00%	5.98%	2.41%	1.16%	2.90%	0.00%	2.14%	3.96%	6.79%	0.91%	1.02%	5.48%	3.21%	2.79%	3.14%	10.26%	4.55%	4.23%	5.17%	7.46%	4.40%	1.50%					
20	. Миронов Сергей Михайлович	72	4	2	4	2	2	0	5	0	0	1	1	3	2	2	3	9	0	14	6	1	0	0	2	0	0	3	6					
		0.90%	0.94%	2.50%	0.59%	1.38%	2.56%	0.00%	0.66%	0.00%	0.00%	0.29%	1.10%	0.53%	1.98%	1.23%	2.73%	2.30%	0.00%	1.32%	0.88%	0.29%	0.00%	0.00%	0.50%	0.00%	0.00%	0.78%	1.29%					
21	. Путин Владимир Владимирович	5329	297	41	449	101	50	85	496	67	104	227	69	386	89	114	94	288	45	687	445	208	44	16	213	64	41	236	373					
		66.76%	69.88%	51.25%	65.93%	69.66%	64.10%	85.00%	65.87%	80.72%	60.12%	65.80%	75.82%	68.68%	88.12%	70.37%	85.45%	73.47%	61.64%	64.87%	65.25%	59.43%	56.41%	72.73%	52.99%	55.17%	61.19%	61.14%	80.04%					
22	. Хакамада Ирина Муцуовна	128	9	1	10	3	3	0	14	2	6	3	0	15	0	1	3	7	1	15	9	6	0	0	12	3	1	2	2					
		1.60%	2.12%	1.25%	1.47%	2.07%	3.85%	0.00%	1.86%	2.41%	3.47%	0.87%	0.00%	2.67%	0.00%	0.62%	2.73%	1.79%	1.37%	1.42%	1.32%	1.71%	0.00%	0.00%	2.99%	2.59%	1.49%	0.52%	0.43%					
23	. Харитонов Николай Михайлович	1707	75	23	159	24	20	2	147	12	47	88	15	107	3	26	6	61	20	235	147	100	17	5	143	39	18	111	57					
		21.39%	17.65%	28.75%	23.35%	16.55%	25.64%	2.00%	19.52%	14.46%	27.17%	25.51%	16.48%	19.04%	2.97%	16.05%	5.45%	15.56%	27.40%	22.19%	21.55%	28.57%	21.79%	22.73%	35.57%	33.62%	26.87%	28.76%	12.23%					
																																		
24	Против всех	138	13	0	14	1	1	2	18	0	3	3	1	12	1	1	1	9	2	22	10	2	4	0	2	0	2	4	10					
		1.73%	3.06%	0.00%	2.06%	0.69%	1.28%	2.00%	2.39%	0.00%	1.73%	0.87%	1.10%	2.14%	0.99%	0.62%	0.91%	2.30%	2.74%	2.08%	1.47%	0.57%	5.13%	0.00%	0.50%	0.00%	2.99%	1.04%	2.15%					
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
