Выборы Президента Российской Федерации																																									
																																									
Наименование Избирательной комиссии:    Уярская																																									
																																									
Итоги голосования 																																									
																																									
		Сумма	УИК №2045	УИК №2046	УИК №2047	УИК №2048	УИК №2049	УИК №2050	УИК №2051	УИК №2052	УИК №2053	УИК №2054	УИК №2055	УИК №2056	УИК №2057	УИК №2058	УИК №2059	УИК №2060	УИК №2061	УИК №2062	УИК №2063	УИК №2064	УИК №2065	УИК №2066	УИК №2067	УИК №2068	УИК №2069	УИК №2070	УИК №2071	УИК №2072	УИК №2073	УИК №2074	УИК №2075	УИК №2076	УИК №2077	УИК №2078					
1	"Число избирателей, внесенных в список"	16707	960	995	820	921	983	889	1008	1057	447	534	635	729	194	773	619	82	150	95	134	677	98	263	552	77	175	292	143	543	124	180	778	300	136	344					
2	Число полученных избирательных бюллетеней	15990	960	960	800	890	970	860	970	1000	440	530	630	710	200	740	530	75	140	100	120	585	100	240	530	80	150	280	130	520	120	160	720	290	130	330					
3	"Число избирательных бюллетеней, выданных  досрочно"	8	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	8725	486	474	397	466	528	432	514	447	167	254	301	388	97	420	298	60	86	55	87	367	55	138	331	52	103	177	110	319	76	115	464	190	84	187					
5	"Число избирательных бюллетеней, выданных вне помещения"	665	24	48	16	14	23	26	16	47	27	18	29	15	11	34	30	8	19	21	8	31	28	31	17	0	9	14	6	19	14	11	12	14	0	25					
6	Число погашенных избирательных бюллетеней	6592	450	438	387	410	419	402	440	506	246	258	300	307	92	278	202	7	35	24	25	187	17	71	182	28	38	89	14	182	30	34	244	86	46	118					
7	Число избирательных бюллетеней в переносных ящиках	673	24	48	16	14	23	26	16	47	27	18	29	15	11	42	30	8	19	21	8	31	28	31	17	0	9	14	6	19	14	11	12	14	0	25					
8	Число бюллетеней в стационарных ящиках для голосования	8725	486	474	397	466	528	432	514	447	167	254	301	388	97	420	298	60	86	55	87	367	55	138	331	52	103	177	110	319	76	115	464	190	84	187					
9	Число недействительных избирательных бюллетеней	95	4	3	4	6	4	1	2	8	0	5	4	1	0	3	4	0	3	1	3	2	0	1	2	4	5	4	0	6	0	0	6	3	1	5					
10	Число действительных избирательных бюллетеней	9303	506	519	409	474	547	457	528	486	194	267	326	402	108	459	324	68	102	75	92	396	83	168	346	48	107	187	116	332	90	126	470	201	83	207					
11	Число полученных открепительных  удостоверений	221	11	11	9	10	11	10	12	10	6	6	7	8	4	9	6	4	4	4	4	7	3	5	6	4	4	5	4	6	4	4	9	5	4	5					
12	Число выданных открепительных удостоверений	43	9	6	0	1	6	1	3	2	1	0	0	1	0	2	1	0	0	0	0	0	0	0	1	0	0	0	3	2	0	2	2	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	59	0	5	0	2	4	2	1	2	0	1	0	1	0	8	1	0	1	1	3	3	0	0	4	0	1	3	2	1	0	2	7	2	1	1					
14	Число неиспользованных открепительных удостоверений	178	2	5	9	9	5	9	9	8	5	6	7	7	4	7	5	4	4	4	4	7	3	5	5	4	4	5	1	4	4	2	7	5	4	5					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																									
18	. Глазьев Сергей Юрьевич	1435	124	90	70	78	102	63	94	80	28	55	64	66	17	62	43	19	11	6	12	37	7	12	64	14	7	20	7	66	9	10	43	19	7	29					
		15.27%	24.31%	17.24%	16.95%	16.25%	18.51%	13.76%	17.74%	16.19%	14.43%	20.22%	19.39%	16.38%	15.74%	13.42%	13.11%	27.94%	10.48%	7.89%	12.63%	9.30%	8.43%	7.10%	18.39%	26.92%	6.25%	10.47%	6.03%	19.53%	10.00%	7.94%	9.03%	9.31%	8.33%	13.68%					
