Выборы Президента Российской Федерации																																							
																																							
Наименование Избирательной комиссии:    Железногорская																																							
																																							
Итоги голосования 																																							
																																							
		Сумма	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444					
1	"Число избирателей, внесенных в список"	14701	1782	174	186	347	784	268	297	300	606	169	338	87	449	103	1199	1192	310	906	381	774	130	61	287	88	486	95	275	1669	235	165	301	257					
2	Число полученных избирательных бюллетеней	13179	1611	158	167	309	703	234	269	269	542	151	308	76	409	87	1079	1074	283	817	343	692	115	54	255	79	431	84	246	1489	205	146	266	228					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	7293	988	48	81	168	324	140	143	158	309	120	196	56	218	43	546	529	146	408	181	391	61	31	122	29	229	46	128	966	137	91	145	115					
5	"Число избирательных бюллетеней, выданных вне помещения"	1612	17	61	40	82	129	70	74	28	79	23	44	9	80	37	59	69	101	79	40	54	17	14	49	21	85	27	53	28	22	26	55	40					
6	Число погашенных избирательных бюллетеней	4274	606	49	46	59	250	24	52	83	154	8	68	11	111	7	474	476	36	330	122	247	37	9	84	29	117	11	65	495	46	29	66	73					
7	Число избирательных бюллетеней в переносных ящиках	1612	17	61	40	82	129	70	74	28	79	23	44	9	80	37	59	69	101	79	40	54	17	14	49	21	85	27	53	28	22	26	55	40					
8	Число бюллетеней в стационарных ящиках для голосования	7293	988	48	81	168	324	140	143	158	309	120	196	56	218	43	546	529	146	408	181	391	61	31	122	29	229	46	128	966	137	91	145	115					
9	Число недействительных избирательных бюллетеней	107	9	0	0	3	3	1	3	4	3	2	4	3	2	1	12	4	1	7	3	7	0	0	2	0	7	1	3	10	4	4	1	3					
10	Число действительных избирательных бюллетеней	8798	996	109	121	247	450	209	214	182	385	141	236	62	296	79	593	594	246	480	218	438	78	45	169	50	307	72	178	984	155	113	199	152					
11	Число полученных открепительных  удостоверений	175	10	5	5	5	5	5	5	5	5	5	5	5	10	5	5	5	5	5	5	5	5	5	5	5	5	5	5	10	5	5	5	5					
12	Число выданных открепительных удостоверений	49	7	0	0	1	0	1	2	0	2	0	5	0	8	0	1	1	2	5	0	4	0	0	1	1	0	0	0	8	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	103	3	1	4	3	3	2	3	3	8	2	2	4	1	6	4	4	1	3	3	4	5	1	5	1	8	1	2	1	5	3	3	4					
14	Число неиспользованных открепительных удостоверений	126	3	5	5	4	5	4	3	5	3	5	0	5	2	5	4	4	3	0	5	1	5	5	4	4	5	5	5	2	5	5	5	5					
15	"Число открепительных удостоверений, выданных в ТИК"	15	1	1	0	0	0	0	0	1	2	0	0	0	0	0	1	0	1	1	0	4	0	0	0	0	1	0	1	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																							
18	. Глазьев Сергей Юрьевич	199	46	0	0	8	9	2	6	2	8	0	1	1	12	1	22	9	6	5	3	5	0	1	2	0	3	1	4	36	4	0	1	1					
		2.23%	4.58%	0.00%	0.00%	3.20%	1.99%	0.95%	2.76%	1.08%	2.06%	0.00%	0.42%	1.54%	4.03%	1.25%	3.64%	1.51%	2.43%	1.03%	1.36%	1.12%	0.00%	2.22%	1.17%	0.00%	0.96%	1.37%	2.21%	3.62%	2.52%	0.00%	0.50%	0.65%					
19	. Малышкин Олег Александрович	192	17	0	5	8	10	3	7	2	7	2	2	0	8	1	15	11	10	15	3	13	0	0	4	0	2	3	6	32	2	0	2	2					
		2.16%	1.69%	0.00%	4.13%	3.20%	2.21%	1.43%	3.23%	1.08%	1.80%	1.40%	0.83%	0.00%	2.68%	1.25%	2.48%	1.84%	4.05%	3.08%	1.36%	2.92%	0.00%	0.00%	2.34%	0.00%	0.64%	4.11%	3.31%	3.22%	1.26%	0.00%	1.00%	1.29%					
20	. Миронов Сергей Михайлович	67	12	0	3	1	3	1	1	1	2	0	0	0	2	0	5	3	1	6	2	3	0	0	1	0	2	0	2	11	1	1	2	1					
		0.75%	1.19%	0.00%	2.48%	0.40%	0.66%	0.48%	0.46%	0.54%	0.52%	0.00%	0.00%	0.00%	0.67%	0.00%	0.83%	0.50%	0.40%	1.23%	0.90%	0.67%	0.00%	0.00%	0.58%	0.00%	0.64%	0.00%	1.10%	1.11%	0.63%	0.85%	1.00%	0.65%					
21	. Путин Владимир Владимирович	5460	597	67	72	157	226	108	151	96	226	74	200	44	153	54	425	424	179	268	116	250	34	19	94	35	198	45	127	627	103	96	105	90					
		61.31%	59.40%	61.47%	59.50%	62.80%	49.89%	51.43%	69.59%	51.61%	58.25%	51.75%	83.33%	67.69%	51.34%	67.50%	70.25%	70.90%	72.47%	55.03%	52.49%	56.18%	43.59%	42.22%	54.97%	70.00%	63.06%	61.64%	70.17%	63.08%	64.78%	82.05%	52.50%	58.06%					
22	. Хакамада Ирина Муцуовна	140	16	2	2	2	13	3	1	1	0	2	0	2	7	2	2	6	8	14	9	8	1	1	2	0	8	1	1	10	6	2	6	2					
		1.57%	1.59%	1.83%	1.65%	0.80%	2.87%	1.43%	0.46%	0.54%	0.00%	1.40%	0.00%	3.08%	2.35%	2.50%	0.33%	1.00%	3.24%	2.87%	4.07%	1.80%	1.28%	2.22%	1.17%	0.00%	2.55%	1.37%	0.55%	1.01%	3.77%	1.71%	3.00%	1.29%					
23	. Харитонов Николай Михайлович	2577	277	37	37	68	178	92	46	79	134	62	30	15	111	20	114	135	41	158	82	152	43	24	64	15	89	22	38	226	39	13	80	56					
		28.94%	27.56%	33.94%	30.58%	27.20%	39.29%	43.81%	21.20%	42.47%	34.54%	43.36%	12.50%	23.08%	37.25%	25.00%	18.84%	22.58%	16.60%	32.44%	37.10%	34.16%	55.13%	53.33%	37.43%	30.00%	28.34%	30.14%	20.99%	22.74%	24.53%	11.11%	40.00%	36.13%					
																																							
24	Против всех	163	31	3	2	3	11	0	2	1	8	1	3	0	3	1	10	6	1	14	3	7	0	0	2	0	5	0	0	42	0	1	3	0					
		1.83%	3.08%	2.75%	1.65%	1.20%	2.43%	0.00%	0.92%	0.54%	2.06%	0.70%	1.25%	0.00%	1.01%	1.25%	1.65%	1.00%	0.40%	2.87%	1.36%	1.57%	0.00%	0.00%	1.17%	0.00%	1.59%	0.00%	0.00%	4.23%	0.00%	0.85%	1.50%	0.00%					
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
