Выборы Президента Российской Федерации																																								
																																								
Наименование Избирательной комиссии:    Можгинская																																								
																																								
Итоги голосования 																																								
																																								
		Сумма	УИК №2601	УИК №2602	УИК №2603	УИК №2604	УИК №2605	УИК №2606	УИК №2607	УИК №2608	УИК №2609	УИК №2610	УИК №2611	УИК №2612	УИК №2613	УИК №2614	УИК №2615	УИК №2616	УИК №2617	УИК №2618	УИК №2619	УИК №2620	УИК №2621	УИК №2622	УИК №2623	УИК №2624	УИК №2625	УИК №2626	УИК №2627	УИК №2628	УИК №2629	УИК №2630	УИК №2631	УИК №2632	УИК №2633					
1	"Число избирателей, внесенных в список"	19495	376	283	1010	1296	787	369	195	540	939	398	692	356	710	581	415	227	664	757	214	271	703	688	244	665	490	376	508	1962	337	642	524	338	938					
2	Число полученных избирательных бюллетеней	18750	360	280	910	1270	770	350	180	520	910	360	650	330	700	550	390	220	640	715	200	250	670	660	250	650	490	360	500	1930	340	620	505	300	920					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	15049	322	210	561	967	567	285	154	488	707	344	546	316	551	478	355	210	496	574	192	233	517	554	226	449	422	299	434	1427	295	500	431	292	647					
5	"Число избирательных бюллетеней, выданных вне помещения"	2021	28	59	228	144	97	50	26	21	127	8	9	10	50	66	17	9	97	131	3	16	29	30	8	114	50	59	49	205	27	86	63	7	98					
6	Число погашенных избирательных бюллетеней	1680	10	11	121	159	106	15	0	11	76	8	95	4	99	6	18	1	47	10	5	1	124	76	16	87	18	2	17	298	18	34	11	1	175					
7	Число избирательных бюллетеней в переносных ящиках	2021	28	59	228	144	97	50	26	21	127	8	9	10	50	66	17	9	97	131	3	16	29	30	8	114	50	59	49	205	27	86	63	7	98					
8	Число бюллетеней в стационарных ящиках для голосования	15046	322	210	561	965	567	285	154	488	707	344	546	316	551	478	355	210	496	574	192	233	517	554	226	449	422	299	434	1426	295	500	431	292	647					
9	Число недействительных избирательных бюллетеней	174	3	4	9	8	7	4	0	1	16	0	5	1	1	4	6	2	10	14	4	6	10	7	1	5	1	3	3	17	0	6	6	0	10					
10	Число действительных избирательных бюллетеней	16893	347	265	780	1101	657	331	180	508	818	352	550	325	600	540	366	217	583	691	191	243	536	577	233	558	471	355	480	1614	322	580	488	299	735					
11	Число полученных открепительных  удостоверений	270	2	6	13	28	12	5	1	6	8	3	3	3	5	15	10	6	3	13	3	1	8	11	13	8	13	2	11	24	1	3	5	5	20					
12	Число выданных открепительных удостоверений	269	2	6	13	28	12	5	1	6	8	3	3	3	5	15	9	6	3	13	3	1	8	11	13	8	13	2	11	24	1	3	5	5	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	253	2	2	6	28	2	4	1	1	10	3	1	4	6	7	9	3	4	6	2	3	7	19	3	6	26	6	4	12	3	6	7	31	19					
14	Число неиспользованных открепительных удостоверений	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																								
18	. Глазьев Сергей Юрьевич	280	3	2	13	23	30	4	4	13	10	9	5	3	9	12	7	4	5	6	1	3	8	10	2	12	3	2	11	17	8	15	4	5	17					
		1.64%	0.86%	0.74%	1.65%	2.07%	4.52%	1.19%	2.22%	2.55%	1.20%	2.56%	0.90%	0.92%	1.50%	2.21%	1.88%	1.83%	0.84%	0.85%	0.51%	1.20%	1.47%	1.71%	0.85%	2.13%	0.64%	0.56%	2.28%	1.04%	2.48%	2.56%	0.81%	1.67%	2.28%					
19	. Малышкин Олег Александрович	440	7	3	15	29	17	8	12	6	21	6	22	14	8	11	14	5	20	13	6	14	10	16	7	24	13	7	14	35	13	15	7	10	18					
		2.58%	2.00%	1.12%	1.90%	2.61%	2.56%	2.39%	6.67%	1.18%	2.52%	1.70%	3.96%	4.29%	1.33%	2.02%	3.76%	2.28%	3.37%	1.84%	3.08%	5.62%	1.83%	2.74%	2.99%	4.26%	2.75%	1.96%	2.90%	2.15%	4.04%	2.56%	1.42%	3.34%	2.42%					
20	. Миронов Сергей Михайлович	106	2	0	2	6	6	3	1	3	4	5	1	0	3	3	5	2	4	4	0	3	5	6	5	1	0	2	3	13	2	4	0	2	6					
		0.62%	0.57%	0.00%	0.25%	0.54%	0.90%	0.90%	0.56%	0.59%	0.48%	1.42%	0.18%	0.00%	0.50%	0.55%	1.34%	0.91%	0.67%	0.57%	0.00%	1.20%	0.92%	1.03%	2.14%	0.18%	0.00%	0.56%	0.62%	0.80%	0.62%	0.68%	0.00%	0.67%	0.81%					
21	. Путин Владимир Владимирович	14105	309	246	648	929	478	290	149	410	716	299	476	281	492	432	306	180	455	615	154	195	427	481	202	457	422	317	393	1331	275	473	439	242	586					
		82.64%	88.29%	91.45%	82.13%	83.77%	71.99%	86.57%	82.78%	80.55%	85.85%	84.94%	85.77%	86.20%	81.86%	79.41%	82.26%	82.19%	76.73%	87.23%	78.97%	78.31%	78.21%	82.36%	86.32%	81.17%	89.41%	88.55%	81.37%	81.61%	85.40%	80.72%	88.87%	80.94%	78.66%					
22	. Хакамада Ирина Муцуовна	305	4	0	13	18	25	5	1	5	14	8	6	4	12	5	15	5	13	10	1	7	9	11	3	17	8	5	10	28	3	4	6	6	24					
		1.79%	1.14%	0.00%	1.65%	1.62%	3.77%	1.49%	0.56%	0.98%	1.68%	2.27%	1.08%	1.23%	2.00%	0.92%	4.03%	2.28%	2.19%	1.42%	0.51%	2.81%	1.65%	1.88%	1.28%	3.02%	1.69%	1.40%	2.07%	1.72%	0.93%	0.68%	1.21%	2.01%	3.22%					
23	. Харитонов Николай Михайлович	1380	14	12	78	83	83	17	8	68	44	17	34	22	65	68	18	15	78	35	25	19	65	46	6	42	17	13	37	162	20	59	27	23	60					
		8.09%	4.00%	4.46%	9.89%	7.48%	12.50%	5.07%	4.44%	13.36%	5.28%	4.83%	6.13%	6.75%	10.82%	12.50%	4.84%	6.85%	13.15%	4.96%	12.82%	7.63%	11.90%	7.88%	2.56%	7.46%	3.60%	3.63%	7.66%	9.93%	6.21%	10.07%	5.47%	7.69%	8.05%					
																																								
24	Против всех	277	8	2	11	13	18	4	5	3	9	8	6	1	11	9	1	6	8	8	4	2	12	7	8	5	8	9	12	28	1	10	5	11	24					
		1.62%	2.29%	0.74%	1.39%	1.17%	2.71%	1.19%	2.78%	0.59%	1.08%	2.27%	1.08%	0.31%	1.83%	1.65%	0.27%	2.74%	1.35%	1.13%	2.05%	0.80%	2.20%	1.20%	3.42%	0.89%	1.69%	2.51%	2.48%	1.72%	0.31%	1.71%	1.01%	3.68%	3.22%					
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
