Выборы Президента Российской Федерации																																													
Дата голосования: 04.03.2012																																													
																																													
Наименование Избирательной комиссии:    Можгинская																																													
																																													
Сводная таблица итогов голосования																																													
																																													
	Число участковых избирательных комиссий	34																																											
	Число участковых избирательных комиссий, приступивших к передаче сведений	34																																											
																																													
		Сумма	УИК №2601	УИК №2602	УИК №2603	УИК №2604	УИК №2605	УИК №2606	УИК №2607	УИК №2608	УИК №2609	УИК №2610	УИК №2611	УИК №2612	УИК №2613	УИК №2614	УИК №2615	УИК №2616	УИК №2617	УИК №2618	УИК №2619	УИК №2620	УИК №2621	УИК №2622	УИК №2623	УИК №2624	УИК №2625	УИК №2626	УИК №2627	УИК №2628	УИК №2629	УИК №2630	УИК №2631	УИК №2632	УИК №2633	УИК №2634									
1	Число избирателей, включенных в список избирателей	21514	265	459	1197	1498	290	828	208	1021	357	1025	588	771	455	434	836	463	240	629	693	785	806	321	239	683	375	334	446	528	428	602	566	720	2054	370									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	21510	280	480	1200	1500	300	850	220	990	350	1050	600	770	460	430	830	460	240	640	700	780	790	320	240	670	390	330	440	420	440	600	600	700	2070	370									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	14068	176	297	540	936	200	557	151	547	234	621	427	552	310	329	487	325	186	459	458	492	548	217	161	461	258	185	255	384	314	389	412	530	1407	263									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1558	48	25	139	107	17	36	7	150	12	95	42	32	25	14	31	9	8	22	47	93	26	12	13	22	31	54	76	32	19	38	62	59	137	18									
6	Число погашенных избирательных бюллетеней	5884	56	158	521	457	83	257	62	293	104	334	131	186	125	87	312	126	46	159	195	195	216	91	66	187	101	91	109	4	107	173	126	111	526	89									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1558	48	25	139	107	17	36	7	150	12	95	42	32	25	14	31	9	8	22	47	93	26	12	13	22	31	54	76	32	19	38	62	59	137	18									
8	Число бюллетеней в стационарных ящиках для голосования	14067	176	297	540	936	200	557	151	546	234	621	427	552	310	329	487	325	186	459	458	492	548	217	161	461	258	185	255	384	314	389	412	530	1407	263									
9	Число недействительных избирательных бюллетеней	158	4	4	5	6	4	3	1	14	9	7	1	2	5	5	6	4	3	4	8	2	11	1	1	3	0	3	7	2	5	6	5	4	10	3									
