Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																															
Дата голосования: 04.12.2011																																															
																																															
Наименование Избирательной комиссии:    Калининская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983					
1	"Число избирателей, внесенных в список избирателей"	29265	997	1228	1079	1843	980	1227	1848	1838	1002	1955	1003	122	595	490	141	401	243	369	437	290	707	341	396	296	567	292	265	871	577	495	328	476	1429	454	671	563	631	807	486	525					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	29300	750	1160	1070	1900	800	1270	1880	1880	1040	2000	1000	130	600	500	130	400	240	380	450	280	730	350	410	300	580	290	270	890	580	500	330	490	1450	460	680	570	780	800	490	490					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	20092	456	573	624	1262	609	745	1215	1331	601	1660	733	71	426	258	107	343	172	315	260	143	535	209	283	181	426	231	200	645	468	409	152	379	1048	398	528	432	592	578	181	313					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2029	50	36	111	205	87	42	61	96	29	40	46	51	50	50	2	20	39	25	67	38	52	22	33	33	31	20	6	13	38	15	30	48	101	25	87	81	39	70	95	45					
6	Число погашенных избирательных бюллетеней	7179	244	551	335	433	104	483	604	453	410	300	221	8	124	192	21	37	29	40	123	99	143	119	94	86	123	39	64	232	74	76	148	63	301	37	65	57	149	152	214	132					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2029	50	36	111	205	87	42	61	96	29	40	46	51	50	50	2	20	39	25	67	38	52	22	33	33	31	20	6	13	38	15	30	48	101	25	87	81	39	70	95	45					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	20091	456	573	624	1262	609	744	1215	1331	601	1660	733	71	426	258	107	343	172	315	260	143	535	209	283	181	426	231	200	645	468	409	152	379	1048	398	528	432	592	578	181	313					
9	Число недействительных избирательных бюллетеней	404	8	10	10	16	15	9	158	18	18	2	0	0	12	4	0	13	0	2	1	0	3	0	0	0	0	0	1	42	8	0	1	3	6	0	1	0	3	6	30	4					
10	Число действительных избирательных бюллетеней	21716	498	599	725	1451	681	777	1118	1409	612	1698	779	122	464	304	109	350	211	338	326	181	584	231	316	214	457	251	205	616	498	424	181	424	1143	423	614	513	628	642	246	354					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	665	10	21	18	51	32	35	41	49	29	50	18	0	5	7	5	20	7	8	10	3	28	10	10	4	15	10	7	15	15	10	5	10	25	15	21	9	10	7	5	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	613	8	19	18	51	32	35	41	49	28	50	18	0	5	7	1	19	7	8	10	0	23	10	10	1	15	7	3	11	8	10	2	10	22	12	21	8	10	5	4	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	290	18	67	11	6	2	12	10	12	13	8	4	62	2	3	1	2	2	1	1	5	4	1	0	0	4	1	2	2	2	5	1	4	1	1	6	1	6	1	4	2					
14	Число погашенных неиспользованных открепительных удостоверений	52	2	2	0	0	0	0	0	0	1	0	0	0	0	0	4	1	0	0	0	3	5	0	0	3	0	3	4	4	7	0	3	0	3	3	0	1	0	2	1	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	35	2	3	4	2	0	1	2	4	1	3	3	0	0	0	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	2	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
