Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																
Дата голосования: 07.12.2003 0:00:00																																
																																
Наименование Избирательной комиссии:    Донецкая																																
																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																
																																
		Сумма	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №2606	УИК №2607	УИК №2608	УИК №2609					
1	"Число избирателей, внесенных в списки"	40788	1402	1199	1396	2465	2617	1203	1092	1616	2290	2309	1233	2096	1293	1515	1300	1632	1102	1068	2005	1527	1103	2178	1975	1954	1218					
2	"Число бюллетеней, полученных участковыми комиссиями"	40704	1420	1209	1425	2451	2619	1023	1098	1606	2295	2315	1237	2109	1309	1536	1278	1611	1086	1066	2044	1513	1139	2136	1982	1968	1229					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	18045	653	377	588	1171	1244	352	448	660	871	1039	673	877	777	708	495	727	494	479	998	655	455	1001	850	995	458					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	3415	135	275	248	58	56	339	134	174	275	168	78	81	45	76	112	125	82	56	86	130	142	197	60	91	192					
6	Число погашенных бюллетеней	19244	632	557	589	1222	1319	332	516	772	1149	1108	486	1151	487	752	671	759	510	531	960	728	542	938	1072	882	579					
7	Число бюллетеней в переносных ящиках для голосования	3415	135	275	248	58	56	339	134	174	275	168	78	81	45	76	112	125	82	56	86	130	142	197	60	91	192					
8	Число бюллетеней в стационарных ящиках для голосования	18046	653	377	588	1171	1244	352	448	660	871	1039	673	877	777	708	495	727	494	479	998	655	455	1001	851	995	458					
9	Число недействительных бюллетеней	194	8	7	13	9	11	3	2	8	3	8	8	1	11	8	5	7	7	4	25	8	9	6	10	7	6					
10	Число действительных бюллетеней	21267	780	645	823	1220	1289	688	580	826	1143	1199	743	957	811	776	602	845	569	531	1059	777	588	1192	901	1079	644					
