Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																									
Дата голосования: 07.12.2003 0:00:00																																									
																																									
Наименование Избирательной комиссии:    Менделеевская																																									
																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																									
																																									
		Сумма	УИК №1943	УИК №1944	УИК №1945	УИК №1946	УИК №1947	УИК №1948	УИК №1949	УИК №1950	УИК №1951	УИК №1952	УИК №1953	УИК №1954	УИК №1955	УИК №1956	УИК №1957	УИК №1958	УИК №1959	УИК №1960	УИК №1961	УИК №1962	УИК №1963	УИК №1964	УИК №1965	УИК №1966	УИК №1967	УИК №1968	УИК №1969	УИК №1970	УИК №1971	УИК №1972	УИК №1973	УИК №1974	УИК №1975	УИК №1976					
1	"Число избирателей, внесенных в списки"	20837	849	1687	1485	757	832	1149	829	984	1284	1445	1177	1036	170	163	201	234	427	286	124	327	261	472	291	130	293	455	275	554	617	201	398	156	497	791					
2	"Число бюллетеней, полученных участковыми комиссиями"	20437	830	1600	1530	750	790	1100	800	965	1150	1400	1150	1000	160	163	210	280	405	280	124	341	260	473	291	131	300	456	270	552	603	205	418	154	506	790					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	16777	647	1307	1151	595	629	931	692	762	956	1206	1015	858	145	142	155	195	331	241	113	297	230	400	274	117	263	282	246	426	530	190	329	143	494	485					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	946	24	21	67	12	19	29	15	38	23	28	15	19	10	6	22	39	23	37	9	30	17	72	17	13	30	129	6	14	52	9	69	11	3	18					
6	Число погашенных бюллетеней	2714	159	272	312	143	142	140	93	165	171	166	120	123	5	15	33	46	51	2	2	14	13	1	0	1	7	45	18	112	21	6	20	0	9	287					
7	Число бюллетеней в переносных ящиках для голосования	946	24	21	67	12	19	29	15	38	23	28	15	19	10	6	22	39	23	37	9	30	17	72	17	13	30	129	6	14	52	9	69	11	3	18					
8	Число бюллетеней в стационарных ящиках для голосования	16777	647	1307	1151	595	629	931	692	762	956	1206	1015	858	145	142	155	195	331	241	113	297	230	400	274	117	263	282	246	426	530	190	329	143	494	485					
9	Число недействительных бюллетеней	487	11	49	19	17	3	0	0	108	45	49	4	78	0	4	5	10	5	10	5	0	2	1	0	0	2	2	2	21	0	0	28	0	2	5					
10	Число действительных бюллетеней	17236	660	1279	1199	590	645	960	707	692	934	1185	1026	799	155	144	172	224	349	268	117	327	245	471	291	130	291	409	250	419	582	199	370	154	495	498					
