Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																			
Дата голосования: 02.12.2007																																			
																																			
Наименование Избирательной комиссии:    Усть-Вымская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384					
1	"Число избирателей, внесенных в списки избирателей"	25036	798	467	600	192	1477	2056	2504	1505	517	130	476	2877	144	256	681	537	136	109	279	234	148	150	1500	1592	2609	1450	1266	346					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	23760	750	450	600	160	1600	2000	2300	1500	500	120	450	2700	140	250	600	500	120	100	280	220	150	150	1300	1500	2500	1300	1200	320					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	16514	445	322	405	123	855	1320	1763	973	314	99	321	1936	80	192	487	385	85	81	201	164	108	94	1003	1161	1577	931	839	250					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1432	75	43	41	25	88	79	39	59	42	11	43	204	33	17	71	41	14	11	25	36	25	22	47	46	121	69	43	62					
6	Число погашенных избирательных бюллетеней	5814	230	85	154	12	657	601	498	468	144	10	86	560	27	41	42	74	21	8	54	20	17	34	250	293	802	300	318	8					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1432	75	43	41	25	88	79	39	59	42	11	43	204	33	17	71	41	14	11	25	36	25	22	47	46	121	69	43	62					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16514	445	322	405	123	855	1320	1763	973	314	99	321	1936	80	192	487	385	85	81	201	164	108	94	1003	1161	1577	931	839	250					
9	Число недействительных избирательных бюллетеней	117	1	3	2	1	6	8	11	14	0	0	3	19	1	2	4	5	1	1	2	3	1	1	0	5	7	9	6	1					
10	Число действительных избирательных бюллетеней	17829	519	362	444	147	937	1391	1791	1018	356	110	361	2121	112	207	554	421	98	91	224	197	132	115	1050	1202	1691	991	876	311					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	375	10	15	10	2	26	21	27	15	10	5	5	41	5	5	28	10	3	5	10	5	5	5	15	25	25	15	17	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	375	10	15	10	2	26	21	27	15	10	5	5	41	5	5	28	10	3	5	10	5	5	5	15	25	25	15	17	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	206	4	4	7	2	7	23	33	10	3	6	3	22	6	1	6	5	1	0	0	4	3	2	8	13	22	0	8	3					
