Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																
Дата голосования: 02.12.2007																																
																																
Наименование Избирательной комиссии:    Кушвинская городская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №2079	УИК №2080	УИК №2081	УИК №2082	УИК №2083	УИК №2084	УИК №2085	УИК №2086	УИК №2087	УИК №2088	УИК №2089	УИК №2090	УИК №2091	УИК №2092	УИК №2093	УИК №2094	УИК №2095	УИК №2096	УИК №2097	УИК №2098	УИК №2099	УИК №2100	УИК №2101	УИК №2102	УИК №2103					
1	"Число избирателей, внесенных в списки избирателей"	39128	1900	1873	691	1815	1797	1787	1772	1815	71	1630	1888	1797	1044	1872	676	677	1996	1994	963	1931	1863	1839	1840	1759	1838					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	38380	1800	1850	650	1800	1800	1750	1750	1800	80	1600	1850	1750	1000	1850	650	650	1950	2000	950	1900	1800	1800	1800	1750	1800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	23535	1008	1132	323	1244	1187	1154	1135	1143	44	1095	972	1191	599	1062	376	367	1209	979	452	1162	1261	1134	1212	1035	1059					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1059	125	59	46	31	29	47	21	41	20	49	70	17	29	35	11	45	53	46	63	32	27	25	25	32	81					
6	Число погашенных избирательных бюллетеней	13703	667	659	281	525	584	549	594	616	16	456	808	542	372	753	263	238	688	975	352	706	512	641	563	683	660					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1142	125	59	46	31	29	47	21	41	20	49	70	17	29	35	11	45	53	46	146	32	27	25	25	32	81					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	23533	1008	1132	323	1244	1187	1154	1135	1143	44	1095	972	1191	599	1062	376	367	1209	979	452	1162	1261	1134	1210	1035	1059					
9	Число недействительных избирательных бюллетеней	350	10	17	11	30	13	23	11	18	3	10	14	20	10	8	5	5	21	12	6	12	20	14	21	19	17					
10	Число действительных избирательных бюллетеней	24325	1123	1174	358	1245	1203	1178	1145	1166	61	1134	1028	1188	618	1089	382	407	1241	1013	592	1182	1268	1145	1214	1048	1123					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	396	19	12	4	22	24	18	18	18	1	17	12	18	10	18	7	7	19	28	11	24	18	18	27	18	8					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	395	19	12	4	22	24	18	18	18	0	17	12	18	10	18	7	7	19	28	11	24	18	18	27	18	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	330	14	15	1	12	8	12	11	15	1	6	17	18	13	10	17	6	10	9	13	8	43	16	23	12	20					
14	Число погашенных неиспользованных открепительных удостоверений	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
