Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																											
Дата голосования: 07.12.2003 0:00:00																																											
																																											
Наименование Избирательной комиссии:    Район Щукино																																											
																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																											
																																											
		Сумма	УИК №2864	УИК №2865	УИК №2866	УИК №2867	УИК №2868	УИК №2869	УИК №2870	УИК №2871	УИК №2872	УИК №2873	УИК №2874	УИК №2875	УИК №2876	УИК №2877	УИК №2878	УИК №2879	УИК №2880	УИК №2881	УИК №2882	УИК №2883	УИК №2884	УИК №2885	УИК №2886	УИК №2887	УИК №2888	УИК №2889	УИК №2890	УИК №2891	УИК №3203	УИК №3204	УИК №3205	УИК №3206	УИК №3207	УИК №3208	УИК №3209	УИК №3210					
1	"Число избирателей, внесенных в списки"	68302	2524	2393	2552	2619	2779	2468	2465	2229	2635	2082	2327	2216	2473	2131	2196	2637	2521	2254	2677	2843	2401	2167	1813	1480	1660	2532	2506	2192	685	682	395	95	137	382	120	34					
2	"Число бюллетеней, полученных участковыми комиссиями"	65400	2400	2300	2400	2400	2500	2300	2200	2200	2250	2000	2100	2200	2400	2100	2100	2500	2500	2200	2500	2600	2300	2200	1700	1400	1500	2400	2400	2000	650	900	500	400	300	400	100	100					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	39907	1414	1363	1287	1358	1616	1438	1572	1402	2210	1113	1415	1256	1425	1341	1292	1609	1510	1316	1477	1690	1353	1324	936	806	998	1392	1346	1058	0	591	314	95	137	331	88	34					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1515	33	35	44	33	36	29	39	39	18	24	44	27	40	29	33	44	54	36	32	14	14	47	41	19	14	42	39	42	574	0	0	0	0	0	0	0					
6	Число погашенных бюллетеней	23978	953	902	1069	1009	848	833	589	759	22	863	641	917	935	730	775	847	936	848	991	896	933	829	723	575	488	966	1015	900	76	309	186	305	163	69	12	66					
7	Число бюллетеней в переносных ящиках для голосования	1513	33	35	44	33	36	29	39	39	18	24	44	27	40	29	33	44	54	36	32	14	14	47	41	19	14	42	39	42	572	0	0	0	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	39760	1414	1358	1279	1352	1616	1438	1559	1397	2210	1113	1413	1244	1385	1330	1292	1607	1499	1309	1476	1687	1343	1322	936	806	997	1388	1345	1058	0	591	314	95	137	328	88	34					
9	Число недействительных бюллетеней	428	7	17	17	20	28	24	10	10	9	0	15	16	4	12	28	19	17	13	11	13	20	22	13	8	10	23	7	8	6	17	0	2	1	0	0	1					
10	Число действительных бюллетеней	40845	1440	1376	1306	1365	1624	1443	1588	1426	2219	1137	1442	1255	1421	1347	1297	1632	1536	1332	1497	1688	1337	1347	964	817	1001	1407	1377	1092	566	574	314	93	136	328	88	33					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1520	50	50	50	70	50	50	50	80	100	50	50	50	50	50	50	70	50	50	50	50	50	50	50	50	50	50	50	50	0	0	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	864	46	26	22	44	39	23	37	60	54	31	38	30	19	36	35	43	29	21	32	24	24	34	13	14	15	33	20	22	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1168	16	28	12	15	18	11	22	24	58	23	23	13	24	11	16	31	18	17	19	22	14	68	19	16	20	9	8	30	47	56	47	19	49	328	11	6					
14	Число погашенных открепительных удостоверений	656	4	24	28	26	11	27	13	20	46	19	12	20	31	14	15	27	21	29	18	26	26	16	37	36	35	17	30	28	0	0	0	0	0	0	0	0					
15	Число открепительных удостоверений выданных ТИК	20	2	3	2	0	2	0	0	0	2	0	1	0	1	0	1	2	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																											
