Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																					
Дата голосования: 07.12.2003 0:00:00																																					
																																					
Наименование Избирательной комиссии:    Терновская																																					
																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																					
																																					
		Сумма	УИК №3701	УИК №3702	УИК №3703	УИК №3704	УИК №3705	УИК №3706	УИК №3707	УИК №3708	УИК №3709	УИК №3710	УИК №3711	УИК №3712	УИК №3713	УИК №3714	УИК №3715	УИК №3716	УИК №3717	УИК №3718	УИК №3719	УИК №3720	УИК №3721	УИК №3722	УИК №3723	УИК №3724	УИК №3725	УИК №3726	УИК №3727	УИК №3728	УИК №3729	УИК №3730					
1	"Число избирателей, внесенных в списки"	20049	659	725	390	229	1232	1516	170	423	264	148	1256	951	1219	221	1085	686	290	382	143	708	277	880	383	459	247	2294	1613	969	90	140					
2	"Число бюллетеней, полученных участковыми комиссиями"	20033	650	725	391	230	1240	1510	181	400	268	146	1255	950	1200	211	1085	680	280	377	143	710	278	875	385	461	350	2260	1580	970	100	142					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9516	342	367	259	89	611	680	114	245	165	107	422	452	563	112	426	264	186	239	100	424	166	432	186	214	184	1055	697	292	49	74					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	987	36	28	13	6	18	53	9	9	23	3	77	58	54	48	100	80	37	51	15	47	18	24	22	4	63	23	20	17	11	20					
6	Число погашенных бюллетеней	9530	272	330	119	135	611	777	58	146	80	36	756	440	583	51	559	336	57	87	28	239	94	419	177	243	103	1182	863	661	40	48					
7	Число бюллетеней в переносных ящиках для голосования	987	36	28	13	6	18	53	9	9	23	3	77	58	54	48	100	80	37	51	15	47	18	24	22	4	63	23	20	17	11	20					
8	Число бюллетеней в стационарных ящиках для голосования	9516	342	367	259	89	611	680	114	245	165	107	422	452	563	112	426	264	186	239	100	424	166	432	186	214	184	1055	697	292	49	74					
9	Число недействительных бюллетеней	299	10	14	8	4	30	15	3	8	7	1	19	10	20	2	20	16	8	7	1	9	10	15	1	3	10	21	11	14	0	2					
10	Число действительных бюллетеней	10204	368	381	264	91	599	718	120	246	181	109	480	500	597	158	506	328	215	283	114	462	174	441	207	215	237	1057	706	295	60	92					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	100	4	4	2	2	5	5	1	2	2	1	5	4	5	1	5	4	1	1	1	4	1	5	4	4	1	10	8	5	1	2					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	1	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	16	0	2	2	0	0	1	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	3	0	0	2	1					
14	Число погашенных открепительных удостоверений	93	4	3	2	2	5	5	1	2	2	1	5	4	5	1	5	4	1	1	1	4	1	4	4	4	1	6	7	5	1	2					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
18	"1. ""ЕДИНЕНИЕ"""	180	4	12	1	5	5	6	5	4	3	1	6	8	9	2	8	11	2	5	2	17	1	9	12	10	3	8	15	3	1	2					
		1.71%	1.05%	3.03%	0.36%	5.26%	0.79%	0.81%	4.06%	1.57%	1.59%	0.90%	1.20%	1.56%	1.45%	1.25%	1.52%	3.19%	0.89%	1.72%	1.73%	3.60%	0.54%	1.97%	5.76%	4.58%	1.21%	0.74%	2.09%	0.97%	1.66%	2.12%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	61	0	2	2	2	6	8	0	2	1	2	1	0	3	2	3	0	1	1	0	3	0	2	4	2	2	6	5	1	0	0					
		0.58%	0.0%	0.50%	0.73%	2.10%	0.95%	1.09%	0.0%	0.78%	0.53%	1.81%	0.20%	0.0%	0.48%	1.25%	0.57%	0.0%	0.44%	0.34%	0.0%	0.63%	0.0%	0.43%	1.92%	0.91%	0.80%	0.55%	0.69%	0.32%	0.0%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	172	1	7	4	2	8	18	2	4	0	2	15	13	19	1	12	10	1	3	1	3	3	7	1	3	9	13	6	4	0	0					
		1.63%	0.26%	1.77%	1.47%	2.10%	1.27%	2.45%	1.62%	1.57%	0.0%	1.81%	3.00%	2.54%	3.07%	0.62%	2.28%	2.90%	0.44%	1.03%	0.86%	0.63%	1.63%	1.53%	0.48%	1.37%	3.64%	1.20%	0.83%	1.29%	0.0%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	51	0	2	2	0	3	3	1	1	0	1	3	0	5	1	5	2	0	2	0	3	1	0	1	0	1	7	4	1	0	2					
		0.48%	0.0%	0.50%	0.73%	0.0%	0.47%	0.40%	0.81%	0.39%	0.0%	0.90%	0.60%	0.0%	0.81%	0.62%	0.95%	0.58%	0.0%	0.68%	0.0%	0.63%	0.54%	0.0%	0.48%	0.0%	0.40%	0.64%	0.55%	0.32%	0.0%	2.12%					
22	"5. ""За Русь Святую"""	99	1	10	4	2	3	4	0	6	3	0	12	12	4	1	1	3	1	7	4	8	2	3	0	3	1	3	0	0	1	0					
		0.94%	0.26%	2.53%	1.47%	2.10%	0.47%	0.54%	0.0%	2.36%	1.59%	0.0%	2.40%	2.35%	0.64%	0.62%	0.19%	0.87%	0.44%	2.41%	3.47%	1.69%	1.08%	0.65%	0.0%	1.37%	0.40%	0.27%	0.0%	0.0%	1.66%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	40	2	0	1	0	2	7	1	1	1	0	1	3	5	2	0	1	0	0	0	2	2	1	0	1	1	3	2	1	0	0					
		0.38%	0.52%	0.0%	0.36%	0.0%	0.31%	0.95%	0.81%	0.39%	0.53%	0.0%	0.20%	0.58%	0.81%	1.25%	0.0%	0.29%	0.0%	0.0%	0.0%	0.42%	1.08%	0.21%	0.0%	0.45%	0.40%	0.27%	0.27%	0.32%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	36	0	0	4	0	0	4	0	0	1	0	0	2	1	1	2	1	0	0	0	0	0	1	0	0	1	12	5	1	0	0					
		0.34%	0.0%	0.0%	1.47%	0.0%	0.0%	0.54%	0.0%	0.0%	0.53%	0.0%	0.0%	0.39%	0.16%	0.62%	0.38%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.40%	1.11%	0.69%	0.32%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	15	0	3	0	0	1	0	0	0	0	0	0	1	2	0	0	2	0	1	0	1	2	0	0	0	1	1	0	0	0	0					
		0.14%	0.0%	0.75%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.32%	0.0%	0.0%	0.58%	0.0%	0.34%	0.0%	0.21%	1.08%	0.0%	0.0%	0.0%	0.40%	0.09%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	14	3	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	3	1	1	1	0	0	1					
