Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																				
Дата голосования: 07.12.2003 0:00:00																																				
																																				
"Наименование Избирательной комиссии:    Хабаровск, Краснофлотская"																																				
																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																				
																																				
		Сумма	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183					
1	"Число избирателей, внесенных в списки"	69051	926	1671	2352	1824	2432	2176	2605	2441	2736	2858	2782	2871	1408	2706	2446	2832	2139	2612	415	2999	2257	2770	2566	2723	2413	2277	2901	2945	2968					
2	"Число бюллетеней, полученных участковыми комиссиями"	67536	900	2000	2200	2000	2400	2136	2600	2400	2700	2800	2600	2800	1400	2600	2400	2800	2000	2500	500	3000	2100	2700	2500	2700	2100	2000	2800	3000	2900					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	25776	170	891	1084	936	1071	867	868	651	1102	1034	857	1200	412	908	1070	1238	861	1033	103	932	764	1139	672	1128	869	825	884	1111	1096					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1483	50	0	58	120	43	45	18	37	56	29	34	18	76	35	8	15	33	26	296	56	49	31	73	31	80	86	10	12	58					
6	Число погашенных бюллетеней	40277	680	1109	1058	944	1286	1224	1714	1712	1542	1737	1709	1582	912	1657	1322	1547	1106	1441	101	2012	1287	1530	1755	1541	1151	1089	1906	1877	1746					
7	Число бюллетеней в переносных ящиках для голосования	1483	50	0	58	120	43	45	18	37	56	29	34	18	76	35	8	15	33	26	296	56	49	31	73	31	80	86	10	12	58					
8	Число бюллетеней в стационарных ящиках для голосования	25662	169	891	1080	936	1070	867	868	651	1102	1034	857	1199	410	908	1070	1237	861	933	103	932	764	1139	672	1126	869	823	884	1111	1096					
9	Число недействительных бюллетеней	231	3	1	6	4	9	20	4	1	8	12	8	0	9	11	10	12	9	13	9	12	0	12	2	0	6	20	8	13	9					
10	Число действительных бюллетеней	26914	216	890	1132	1052	1104	892	882	687	1150	1051	883	1217	477	932	1068	1240	885	946	390	976	813	1158	743	1157	943	889	886	1110	1145					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1592	50	168	73	100	51	50	50	50	50	50	50	50	50	50	50	50	50	50	0	50	50	50	50	50	50	50	50	50	50					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	530	3	140	38	58	17	14	26	12	7	15	15	24	8	9	4	14	9	13	0	10	9	9	4	16	15	7	12	16	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	271	7	15	21	13	10	11	8	11	6	10	12	11	7	16	12	11	14	9	0	4	9	12	5	5	4	11	3	10	4					
14	Число погашенных открепительных удостоверений	1062	47	28	35	42	34	36	24	38	43	35	35	26	42	41	46	36	41	37	0	40	41	41	46	34	35	43	38	34	44					
15	Число открепительных удостоверений выданных ТИК	8	0	0	0	0	0	2	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
18	"1. ""ЕДИНЕНИЕ"""	243	5	5	9	14	9	6	2	6	11	6	12	9	6	10	13	8	5	12	6	7	12	7	8	8	10	13	4	9	11					
		0.89%	2.28%	0.56%	0.79%	1.32%	0.80%	0.65%	0.22%	0.87%	0.94%	0.56%	1.34%	0.73%	1.23%	1.06%	1.20%	0.63%	0.55%	1.25%	1.50%	0.70%	1.47%	0.59%	1.07%	0.69%	1.05%	1.43%	0.44%	0.80%	0.95%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1181	4	60	45	71	32	41	52	56	46	44	29	68	11	57	66	66	30	48	10	21	31	39	33	32	31	35	24	41	58					
		4.35%	1.82%	6.73%	3.95%	6.72%	2.87%	4.49%	5.86%	8.13%	3.97%	4.13%	3.25%	5.58%	2.26%	6.04%	6.12%	5.27%	3.35%	5.00%	2.50%	2.12%	3.81%	3.33%	4.42%	2.76%	3.26%	3.85%	2.68%	3.65%	5.02%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	822	8	9	22	29	35	36	25	14	41	20	28	39	18	15	33	28	29	28	32	44	30	37	22	41	32	27	19	46	35					
		3.02%	3.65%	1.01%	1.93%	2.74%	3.14%	3.94%	2.82%	2.03%	3.54%	1.88%	3.14%	3.20%	3.70%	1.59%	3.06%	2.23%	3.24%	2.91%	8.02%	4.45%	3.69%	3.16%	2.95%	3.54%	3.37%	2.97%	2.12%	4.09%	3.03%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1860	17	34	108	83	73	86	44	39	86	92	76	73	22	55	92	94	75	101	22	53	55	71	47	77	54	38	57	60	76					
		6.85%	7.76%	3.81%	9.49%	7.85%	6.55%	9.42%	4.96%	5.66%	7.42%	8.65%	8.52%	5.99%	4.52%	5.83%	8.53%	7.50%	8.38%	10.53%	5.51%	5.36%	6.76%	6.06%	6.30%	6.65%	5.69%	4.18%	6.37%	5.34%	6.58%					
22	"5. ""За Русь Святую"""	133	1	0	1	2	3	2	1	0	4	6	6	6	6	4	7	10	9	2	4	11	5	8	3	11	3	5	4	5	4					
		0.48%	0.45%	0.0%	0.08%	0.18%	0.26%	0.21%	0.11%	0.0%	0.34%	0.56%	0.67%	0.49%	1.23%	0.42%	0.64%	0.79%	1.00%	0.20%	1.00%	1.11%	0.61%	0.68%	0.40%	0.95%	0.31%	0.55%	0.44%	0.44%	0.34%					
23	"6. ""Объединенная Российская партия ""Русь"""	69	0	3	4	2	3	1	3	5	2	0	3	5	2	1	3	2	2	3	3	0	3	2	1	3	1	3	3	1	5					
