Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																													
Дата голосования: 02.12.2007																																													
																																													
Наименование Избирательной комиссии:    Территориальная избирательная комиссия Касторенского района																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529					
1	"Число избирателей, внесенных в списки избирателей"	17801	918	1709	964	731	1226	1060	1554	228	313	589	256	211	95	416	372	204	265	212	274	439	575	408	417	245	120	355	181	464	235	152	99	833	305	208	306	570	161	131					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	16167	800	1510	850	660	1090	960	1376	210	280	560	240	200	87	390	370	200	240	200	260	410	520	370	390	220	118	330	160	420	210	150	108	750	284	190	280	510	140	124					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9521	491	958	474	259	596	479	832	109	184	309	121	127	42	208	237	106	152	137	167	285	248	293	190	126	75	259	115	269	144	102	53	459	191	101	174	270	106	73					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2119	76	64	47	135	104	101	67	51	22	66	32	37	33	79	90	32	43	40	27	66	107	62	69	30	16	30	21	56	18	34	23	143	56	24	51	136	16	15					
6	Число погашенных избирательных бюллетеней	4527	233	488	329	266	390	380	477	50	74	185	87	36	12	103	43	62	45	23	66	59	165	15	131	64	27	41	24	95	48	14	32	148	37	65	55	104	18	36					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2119	76	64	47	135	104	101	67	51	22	66	32	37	33	79	90	32	43	40	27	66	107	62	69	30	16	30	21	56	18	34	23	143	56	24	51	136	16	15					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9521	491	958	474	259	596	479	832	109	184	309	121	127	42	208	237	106	152	137	167	285	248	293	190	126	75	259	115	269	144	102	53	459	191	101	174	270	106	73					
9	Число недействительных избирательных бюллетеней	97	0	3	2	3	2	9	8	2	3	5	3	4	1	4	2	2	4	1	4	2	2	1	2	5	0	1	0	3	1	1	2	1	1	0	5	5	1	2					
10	Число действительных избирательных бюллетеней	11543	567	1019	519	391	698	571	891	158	203	370	150	160	74	283	325	136	191	176	190	349	353	354	257	151	91	288	136	322	161	135	74	601	246	125	220	401	121	86					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	350	18	41	7	8	5	7	16	5	5	20	8	17	0	16	27	5	8	4	13	15	10	5	7	1	0	15	3	10	3	13	3	5	8	4	10	5	0	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	322	16	36	7	4	4	6	13	5	3	20	6	17	0	16	27	5	8	4	13	15	10	5	6	1	0	15	3	10	3	13	3	3	8	4	7	5	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	100	7	15	2	3	5	7	8	2	0	1	2	1	2	3	3	1	1	2	1	0	1	1	1	5	0	3	3	1	1	4	2	1	0	1	2	5	2	1					
14	Число погашенных неиспользованных открепительных удостоверений	28	2	5	0	4	1	1	3	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	3	0	0	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																													
18	1.Политическая партия «Аграрная партия России»	269	7	18	21	9	9	9	9	1	3	29	1	1	2	13	5	3	2	3	9	14	5	7	6	6	1	3	5	8	2	1	0	19	7	0	8	14	7	2					
		2.31%	1.23%	1.76%	4.03%	2.28%	1.29%	1.55%	1.00%	0.63%	1.46%	7.73%	0.65%	0.61%	2.67%	4.53%	1.53%	2.17%	1.03%	1.69%	4.64%	3.99%	1.41%	1.97%	2.32%	3.85%	1.10%	1.04%	3.68%	2.46%	1.23%	0.74%	0.00%	3.16%	2.83%	0.00%	3.56%	3.45%	5.74%	2.27%					
19	2.Всероссийская политическая партия «Гражданская Сила»	51	2	1	8	1	6	2	2	0	1	0	0	1	1	1	0	0	2	0	2	0	2	0	1	0	0	2	2	3	3	0	0	0	1	2	3	1	0	1					
		0.44%	0.35%	0.10%	1.54%	0.25%	0.86%	0.34%	0.22%	0.00%	0.49%	0.00%	0.00%	0.61%	1.33%	0.35%	0.00%	0.00%	1.03%	0.00%	1.03%	0.00%	0.56%	0.00%	0.39%	0.00%	0.00%	0.69%	1.47%	0.92%	1.85%	0.00%	0.00%	0.00%	0.40%	1.60%	1.33%	0.25%	0.00%	1.14%					
20	3.Политическая партия «Демократическая партия России»	16	0	1	4	0	1	2	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0					
		0.14%	0.00%	0.10%	0.77%	0.00%	0.14%	0.34%	0.11%	0.00%	0.49%	0.27%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	0.31%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1223	52	128	37	36	97	65	100	3	21	56	31	25	9	29	20	15	30	5	14	28	31	25	46	24	5	17	21	27	14	10	8	58	32	12	17	39	11	25					
		10.51%	9.17%	12.52%	7.10%	9.14%	13.86%	11.21%	11.12%	1.88%	10.19%	14.93%	20.26%	15.24%	12.00%	10.10%	6.12%	10.87%	15.38%	2.82%	7.22%	7.98%	8.73%	7.04%	17.76%	15.38%	5.49%	5.88%	15.44%	8.31%	8.64%	7.35%	10.53%	9.63%	12.96%	9.60%	7.56%	9.61%	9.02%	28.41%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	24	2	3	4	2	0	1	2	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	2	0	1					
		0.21%	0.35%	0.29%	0.77%	0.51%	0.00%	0.17%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.72%	0.51%	0.00%	0.00%	0.28%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.44%	0.49%	0.00%	1.14%					
23	6.Политическая партия «Партия социальной справедливости»	16	3	1	3	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0					
		0.14%	0.53%	0.10%	0.58%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	1.32%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
