Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																								
Дата голосования: 02.12.2007																								
																								
Наименование Избирательной комиссии:    Курьинская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033					
1	"Число избирателей, внесенных в списки избирателей"	9695	86	140	1076	79	315	82	168	798	827	178	496	467	826	132	2186	1131	708					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	9350	86	137	1065	80	320	75	160	790	850	170	490	460	832	120	2000	1000	715					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6285	66	98	669	66	181	46	119	480	528	135	301	341	540	92	1423	757	443					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	453	10	6	58	3	4	3	6	49	21	7	23	24	27	4	73	66	69					
6	Число погашенных избирательных бюллетеней	2612	10	33	338	11	135	26	35	261	301	28	166	95	265	24	504	177	203					
7	Число избирательных бюллетеней в переносных ящиках для голосования	453	10	6	58	3	4	3	6	49	21	7	23	24	27	4	73	66	69					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6285	66	98	669	66	181	46	119	480	528	135	301	341	540	92	1423	757	443					
9	Число недействительных избирательных бюллетеней	62	0	2	10	1	1	0	0	2	3	3	3	5	6	0	11	9	6					
10	Число действительных избирательных бюллетеней	6676	76	102	717	68	184	49	125	527	546	139	321	360	561	96	1485	814	506					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	99	2	2	10	2	5	2	2	2	8	2	4	4	6	2	30	10	6					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	75	0	0	10	0	4	0	0	1	8	2	0	1	4	0	30	9	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	46	5	1	5	0	1	2	1	1	9	2	1	3	2	1	6	6	0					
14	Число погашенных неиспользованных открепительных удостоверений	24	2	2	0	2	1	2	2	1	0	0	4	3	2	2	0	1	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
