Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																										
Дата голосования: 07.12.2003 0:00:00																																																										
																																																										
Наименование Избирательной комиссии:    Погарская																																																										
																																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																										
																																																										
		Сумма	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830					
1	"Число избирателей, внесенных в списки"	27000	392	279	411	160	246	643	244	111	485	304	214	127	746	403	241	215	689	654	375	335	589	642	300	548	391	147	506	338	166	477	318	328	190	277	582	490	722	242	457	232	183	332	385	300	551	214	599	358	3000	2859	3003					
2	"Число бюллетеней, полученных участковыми комиссиями"	25983	400	280	415	164	245	630	240	110	485	310	215	128	720	415	245	215	680	640	370	335	600	630	300	500	375	144	480	310	164	470	308	320	190	265	580	490	720	240	455	230	180	315	390	300	545	215	575	350	2700	2700	2700					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	12349	205	149	234	102	110	309	137	82	190	136	108	79	351	212	99	136	296	280	195	147	212	328	95	248	203	81	230	220	105	279	187	161	106	167	236	287	351	123	263	171	102	196	195	117	241	84	317	157	1124	1092	1114					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1179	0	0	34	22	44	5	0	7	24	31	47	28	30	11	46	20	85	11	0	40	91	18	49	33	34	21	14	0	0	17	6	47	8	13	25	16	39	13	5	0	0	0	24	49	42	28	16	14	19	39	14					
6	Число погашенных бюллетеней	12455	195	131	147	40	91	316	103	21	271	143	60	21	339	192	100	59	299	349	175	148	297	284	156	219	138	42	236	90	59	174	115	112	76	85	319	187	330	104	187	59	78	119	171	134	262	103	242	179	1557	1569	1572					
7	Число бюллетеней в переносных ящиках для голосования	1179	0	0	34	22	44	5	0	7	24	31	47	28	30	11	46	20	85	11	0	40	91	18	49	33	34	21	14	0	0	17	6	47	8	13	25	16	39	13	5	0	0	0	24	49	42	28	16	14	19	39	14					
8	Число бюллетеней в стационарных ящиках для голосования	12349	205	149	234	102	110	309	137	82	190	136	108	79	351	212	99	136	296	280	195	147	212	328	95	248	203	81	230	220	105	279	187	161	106	167	236	287	351	123	263	171	102	196	195	117	241	84	317	157	1124	1092	1114					
9	Число недействительных бюллетеней	349	5	1	6	13	1	18	13	8	11	1	3	2	2	11	4	9	11	5	0	4	5	7	5	13	6	3	5	5	3	23	4	5	6	0	12	19	10	1	0	3	0	6	3	5	9	4	11	7	24	8	9					
10	Число действительных бюллетеней	13179	200	148	262	111	153	296	124	81	203	166	152	105	379	212	141	147	370	286	195	183	298	339	139	268	231	99	239	215	102	273	189	203	108	180	249	284	380	135	268	168	102	190	216	161	274	108	322	164	1119	1123	1119					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	482	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	10	20	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	68	0	0	0	0	1	5	2	0	1	0	0	0	2	0	0	0	3	0	0	0	1	7	0	0	0	0	0	0	0	4	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	4	5	8	14	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	63	0	1	1	1	0	1	1	0	2	2	2	0	1	2	0	1	2	1	1	0	1	1	1	2	1	1	0	2	2	3	1	1	0	0	3	0	0	1	2	3	0	2	0	2	0	0	1	1	4	5	4					
14	Число погашенных открепительных удостоверений	414	9	9	9	9	8	4	7	9	8	9	9	9	7	9	9	9	6	9	9	9	8	2	9	9	9	9	9	9	9	5	9	9	9	9	9	8	8	9	9	9	9	9	9	9	9	9	5	4	2	6	11					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
