Выборы Президента Российской Федерации																																																																																																															
Дата голосования: 04.03.2012																																																																																																															
																																																																																																															
Наименование Избирательной комиссии:    Наро-Фоминская																																																																																																															
																																																																																																															
Сводная таблица итогов голосования																																																																																																															
																																																																																																															
	Число участковых избирательных комиссий	100																																																																																																													
	Число участковых избирательных комиссий, приступивших к передаче сведений	100																																																																																																													
																																																																																																															
		Сумма	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655	УИК №1656	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №1663	УИК №1664	УИК №1665	УИК №1666	УИК №1667	УИК №1668	УИК №1669	УИК №1670	УИК №1671	УИК №1672	УИК №1673	УИК №1674	УИК №1675	УИК №1676	УИК №1677	УИК №1678	УИК №1679	УИК №1680	УИК №1681	УИК №1682	УИК №1683	УИК №1684	УИК №1685	УИК №1686	УИК №1687	УИК №1688	УИК №1689	УИК №1690	УИК №1691	УИК №1692	УИК №1693	УИК №1694	УИК №1695	УИК №1696	УИК №1697	УИК №1698	УИК №1699	УИК №1700	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №3373	УИК №3374	УИК №3378	УИК №3379	УИК №3380									
1	Число избирателей, включенных в список избирателей	158278	2276	737	2814	2724	2796	2113	2145	2352	2399	2469	1005	1330	1168	869	312	2109	1320	2126	1282	868	2267	2943	1856	2152	2531	2454	1739	1265	596	260	564	1494	1531	1609	1345	2048	1947	2263	1247	1152	1874	542	2124	2097	252	178	345	1190	1022	667	1047	2883	1530	1564	1494	2365	953	2701	2539	1268	2014	1595	1776	1864	2470	2734	2592	2853	621	1737	613	671	2334	2429	1086	219	1183	540	812	641	1199	1563	1546	2180	454	2163	1822	1380	2796	1559	1155	1059	1638	684	1455	1491	2056	1012	1860	1310									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	153910	2200	700	2800	2600	2800	2100	2100	2350	2350	2500	1000	1300	1100	850	280	2100	1250	2100	1250	750	2300	2700	1750	1900	2500	2500	2000	1300	600	250	500	1500	1500	1500	1350	2000	1700	2200	1200	1100	1900	500	2000	2100	250	200	350	1100	950	650	1000	2900	1800	1500	1400	2300	900	2700	2500	1250	2000	1500	1700	1850	2400	2600	2500	2700	550	1500	550	700	2300	2000	1100	230	1200	550	800	650	1200	1450	1500	1800	450	2100	1700	1250	2600	1400	1100	1100	1600	600	1450	1600	2100	1200	1900	1350									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	90096	1127	410	1577	1653	1593	1169	1123	1288	1238	1278	499	679	658	354	124	1226	763	1088	677	508	1240	1974	1532	1140	1330	1304	1213	738	374	70	312	802	801	778	751	1065	1106	1207	605	565	956	245	1247	1139	121	85	219	692	564	323	564	1661	858	869	837	1280	473	1497	1347	672	1055	795	856	968	1401	1477	1495	1717	304	1019	391	343	1327	1247	623	151	670	314	482	347	649	888	871	1192	228	1284	1047	802	1535	888	632	598	888	358	756	934	1882	959	1844	1291									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	3952	43	6	52	38	44	77	38	54	75	65	37	36	12	14	36	21	22	45	44	19	20	4	3	233	35	32	3	10	1	163	27	20	17	54	15	9	16	30	16	21	20	47	78	64	42	25	12	8	7	7	20	13	25	15	10	16	53	15	21	10	23	46	39	39	41	47	37	23	24	17	13	42	27	192	29	54	154	91	39	40	92	49	27	81	44	34	33	41	28	9	51	101	11	72	56	26	84	46	16	19									
6	Число погашенных избирательных бюллетеней	59861	1030	284	1171	909	1163	854	939	1008	1037	1157	464	585	430	482	120	853	465	967	529	223	1040	722	215	527	1135	1164	784	552	225	17	161	678	682	668	583	926	578	963	579	514	924	208	675	897	87	90	119	400	379	320	416	1226	917	616	553	1004	374	1188	1132	568	922	659	805	843	958	1076	968	960	222	464	146	315	946	561	448	25	376	145	279	263	459	513	602	527	178	782	620	407	1037	503	417	401	701	170	638	640	134	195	40	40									
