Выборы Президента Российской Федерации																																		
Дата голосования: 18.03.2018																																		
																																		
Наименование Избирательной комиссии:    Лыткаринская городская																																		
																																		
Сводная таблица итогов голосования																																		
																																		
	Число участковых избирательных комиссий	23																																
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	23																																
																																		
		Сумма	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №1438	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №3822	УИК №3823	УИК №3824									
1	"Число избирателей, включенных в список избирателей"	41472	1456	2245	2060	2098	1957	1892	1356	1888	2157	2188	2319	1330	1938	1590	1380	1596	1932	1932	2115	1701	1632	1299	1411									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	41100	1500	2250	2100	2050	1900	1850	1350	1950	2100	2150	2300	1250	1950	1550	1400	1600	2000	2000	2000	1700	1550	1250	1350									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	27406	1027	1402	1210	1497	1260	1180	958	1082	1468	1560	1538	810	1592	1063	1084	943	1475	1131	1231	968	1199	796	932									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	619	31	25	38	13	17	26	15	15	20	22	18	21	43	21	16	26	27	38	62	96	7	13	9									
6	Число погашенных избирательных бюллетеней	13075	442	823	852	540	623	644	377	853	612	568	744	419	315	466	300	631	498	831	707	636	344	441	409									
7	Число избирательных бюллетеней в переносных ящиках для голосования	619	31	25	38	13	17	26	15	15	20	22	18	21	43	21	16	26	27	38	62	96	7	13	9									
8	Число бюллетеней в стационарных ящиках для голосования	27400	1027	1402	1210	1497	1260	1179	958	1082	1468	1559	1538	810	1592	1063	1084	943	1475	1131	1231	965	1199	795	932									
