Выборы Президента Российской Федерации																																										
Дата голосования: 18.03.2018																																										
																																										
Наименование Избирательной комиссии:    Ревдинская																																										
																																										
Сводная таблица итогов голосования																																										
																																										
	Число участковых избирательных комиссий	31																																								
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	31																																								
																																										
		Сумма	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №2720									
1	"Число избирателей, включенных в список избирателей"	48180	2262	1412	2304	947	885	1574	1790	2501	1725	1195	1041	2133	2204	2303	1319	1033	2279	2291	2607	2485	507	2379	1299	1837	571	1913	506	373	422	1910	173									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	47360	2250	1400	2350	900	850	1550	1750	2500	1650	1200	1000	2100	2200	2200	1300	1000	2300	2250	2600	2450	500	2350	1250	1800	550	1900	450	300	400	1900	160									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	29428	1497	677	1399	577	558	1065	1155	1592	1093	757	611	1319	1423	1524	829	674	1382	1465	1642	1484	237	1281	740	1098	310	1043	293	213	194	1190	106									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	882	16	19	40	12	20	23	38	35	23	18	20	20	37	27	24	20	51	32	37	23	55	60	14	21	10	40	31	26	8	32	50									
6	Число погашенных избирательных бюллетеней	17050	737	704	911	311	272	462	557	873	534	425	369	761	740	649	447	306	867	753	921	943	208	1009	496	681	230	817	126	61	198	678	4									
7	Число избирательных бюллетеней в переносных ящиках для голосования	882	16	19	40	12	20	23	38	35	23	18	20	20	37	27	24	20	51	32	37	23	55	60	14	21	10	40	31	26	8	32	50									
8	Число бюллетеней в стационарных ящиках для голосования	29423	1497	677	1399	577	558	1065	1155	1592	1093	757	611	1315	1423	1524	829	674	1382	1465	1642	1484	237	1281	739	1098	310	1043	293	213	194	1190	106									
9	Число недействительных избирательных бюллетеней	370	23	11	15	7	9	12	10	25	11	15	4	8	16	26	5	18	11	23	25	22	1	14	7	5	5	20	1	3	2	14	2									
10	Число действительных избирательных бюллетеней	29935	1490	685	1424	582	569	1076	1183	1602	1105	760	627	1327	1444	1525	848	676	1422	1474	1654	1485	291	1327	746	1114	315	1063	323	236	200	1208	154									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																										
13	Бабурин Сергей Николаевич	230	8	5	12	5	2	7	23	12	7	3	7	8	9	10	8	6	9	10	14	12	3	11	5	10	2	7	5	0	3	7	0									
		0.76%	0.53%	0.72%	0.83%	0.85%	0.35%	0.64%	1.93%	0.74%	0.63%	0.39%	1.11%	0.60%	0.62%	0.64%	0.94%	0.86%	0.63%	0.67%	0.83%	0.80%	1.03%	0.82%	0.66%	0.89%	0.63%	0.65%	1.54%	0.00%	1.49%	0.57%	0.00%									
14	Грудинин Павел Николаевич	3270	176	84	176	68	63	121	139	177	114	88	79	152	172	159	93	61	131	142	160	177	33	146	75	110	37	128	27	18	23	135	6									
		10.79%	11.63%	12.07%	12.23%	11.54%	10.90%	11.12%	11.65%	10.88%	10.22%	11.35%	12.52%	11.39%	11.78%	10.25%	10.90%	8.79%	9.14%	9.49%	9.53%	11.75%	11.30%	10.89%	9.96%	9.83%	11.56%	11.82%	8.33%	7.53%	11.39%	11.05%	3.85%									
15	Жириновский Владимир Вольфович	1974	97	61	102	39	40	62	59	94	69	49	40	101	71	103	66	45	96	76	107	93	23	84	66	83	24	63	26	18	21	84	12									
