Выборы Президента Российской Федерации																																				
																																				
Наименование Избирательной комиссии:    Ревдинская																																				
																																				
Итоги голосования 																																				
																																				
		Сумма	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753					
1	"Число избирателей, внесенных в список"	51547	1346	2073	2051	1257	857	1853	2750	2895	2323	1602	2661	2280	2762	2027	1850	2365	2116	2077	2575	2271	1835	1994	1609	616	1765	530	404	483	320					
2	Число полученных избирательных бюллетеней	46550	1225	1850	1850	1146	776	1688	2510	2636	2110	1440	2440	1800	2523	1850	1684	2140	1920	1900	2290	2140	1677	1822	1417	561	1592	477	344	442	300					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	27808	413	1003	1200	799	522	986	1615	1735	1371	841	1474	1384	1621	1202	1064	1297	1157	1116	1376	1077	868	794	888	235	934	245	187	165	239					
5	"Число избирательных бюллетеней, выданных вне помещения"	878	24	27	42	18	11	23	40	29	14	34	14	11	11	26	23	31	30	17	21	53	94	92	34	31	22	69	28	9	0					
6	Число погашенных избирательных бюллетеней	17864	788	820	608	329	243	679	855	872	725	565	952	405	891	622	597	812	733	767	893	1010	715	936	495	295	636	163	129	268	61					
7	Число избирательных бюллетеней в переносных ящиках	878	24	27	42	18	11	23	40	29	14	34	14	11	11	26	23	31	30	17	21	53	94	92	34	31	22	69	28	9	0					
8	Число бюллетеней в стационарных ящиках для голосования	27805	413	1003	1200	799	521	986	1615	1735	1371	841	1474	1384	1621	1202	1064	1297	1155	1116	1376	1077	868	794	888	235	934	245	187	165	239					
9	Число недействительных избирательных бюллетеней	409	1	24	23	6	4	10	24	25	14	9	18	10	27	14	15	28	14	9	23	7	12	9	23	0	30	16	5	5	4					
10	Число действительных избирательных бюллетеней	28274	436	1006	1219	811	528	999	1631	1739	1371	866	1470	1385	1605	1214	1072	1300	1171	1124	1374	1123	950	877	899	266	926	298	210	169	235					
11	Число полученных открепительных  удостоверений	848	22	34	34	22	14	31	46	48	39	26	45	34	46	34	31	39	35	35	42	40	31	32	26	10	30	9	5	8	0					
12	Число выданных открепительных удостоверений	132	4	7	6	5	3	3	6	13	6	11	6	8	9	3	6	7	3	2	9	4	2	3	0	0	1	5	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	141	6	6	8	7	7	3	6	4	5	4	5	3	3	9	8	0	8	3	3	2	3	2	4	5	6	7	14	0	0					
14	Число неиспользованных открепительных удостоверений	716	18	27	28	17	11	28	40	35	33	15	39	26	37	31	25	32	32	33	33	36	29	29	26	10	29	4	5	8	0					
