Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																		
Дата голосования: 04.12.2011																																		
																																		
Наименование Избирательной комиссии:    Муромская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943					
1	"Число избирателей, внесенных в список избирателей"	12715	170	302	311	279	173	998	343	699	240	392	777	431	220	636	937	418	187	207	1183	784	396	316	176	320	252	293	1275					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11700	150	350	360	250	150	800	350	650	200	370	750	400	200	650	850	400	160	200	1000	700	400	300	160	300	250	250	1100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5668	54	130	122	163	102	427	178	300	118	166	349	223	73	276	450	190	108	103	455	340	186	165	87	128	153	117	505					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2196	72	78	95	40	22	126	40	80	39	70	94	60	44	134	189	73	25	48	173	94	55	61	37	78	39	68	262					
6	Число погашенных избирательных бюллетеней	3836	24	142	143	47	26	247	132	270	43	134	307	117	83	240	211	137	27	49	372	266	159	74	36	94	58	65	333					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2196	72	78	95	40	22	126	40	80	39	70	94	60	44	134	189	73	25	48	173	94	55	61	37	78	39	68	262					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5668	54	130	122	163	102	427	178	300	118	166	349	223	73	276	450	190	108	103	455	340	186	165	87	128	153	117	505					
9	Число недействительных избирательных бюллетеней	121	0	4	2	1	1	13	4	4	1	1	7	1	3	8	10	0	5	0	11	16	5	1	1	4	2	3	13					
10	Число действительных избирательных бюллетеней	7743	126	204	215	202	123	540	214	376	156	235	436	282	114	402	629	263	128	151	617	418	236	225	123	202	190	182	754					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	400	3	56	56	9	6	20	10	6	3	7	27	4	2	17	20	5	4	6	17	7	20	20	15	13	13	2	32					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	400	3	56	56	9	6	20	10	6	3	7	27	4	2	17	20	5	4	6	17	7	20	20	15	13	13	2	32					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	86	4	1	2	4	7	3	3	4	5	1	2	0	1	1	5	2	6	10	2	3	2	1	6	5	1	3	2					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1267	4	23	30	43	8	89	48	75	30	41	86	50	12	70	105	38	13	22	123	72	23	29	15	41	28	24	125					
		16.11%	3.17%	11.06%	13.82%	21.18%	6.45%	16.09%	22.02%	19.74%	19.11%	17.37%	19.41%	17.67%	10.26%	17.07%	16.43%	14.45%	9.77%	14.57%	19.59%	16.59%	9.54%	12.83%	12.10%	19.90%	14.58%	12.97%	16.30%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	939	18	41	20	18	19	77	32	67	12	36	64	48	11	37	56	22	8	15	71	65	29	14	9	19	18	18	95					
		11.94%	14.29%	19.71%	9.22%	8.87%	15.32%	13.92%	14.68%	17.63%	7.64%	15.25%	14.45%	16.96%	9.40%	9.02%	8.76%	8.37%	6.02%	9.93%	11.31%	14.98%	12.03%	6.19%	7.26%	9.22%	9.38%	9.73%	12.39%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	69	1	1	0	1	1	7	2	4	0	0	5	3	2	3	6	1	0	0	6	11	4	0	0	3	0	4	4					
		0.88%	0.79%	0.48%	0.00%	0.49%	0.81%	1.27%	0.92%	1.05%	0.00%	0.00%	1.13%	1.06%	1.71%	0.73%	0.94%	0.38%	0.00%	0.00%	0.96%	2.53%	1.66%	0.00%	0.00%	1.46%	0.00%	2.16%	0.52%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1490	36	47	61	60	14	117	31	100	45	59	108	66	37	41	113	50	19	28	103	81	16	22	25	30	13	42	126					
		18.95%	28.57%	22.60%	28.11%	29.56%	11.29%	21.16%	14.22%	26.32%	28.66%	25.00%	24.38%	23.32%	31.62%	10.00%	17.68%	19.01%	14.29%	18.54%	16.40%	18.66%	6.64%	9.73%	20.16%	14.56%	6.77%	22.70%	16.43%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	115	4	2	3	2	0	8	4	3	2	1	9	2	2	4	9	0	1	2	13	5	1	2	2	2	4	3	25					
