Выборы Президента Российской Федерации																																														
Дата голосования: 04.03.2012																																														
																																														
Наименование Избирательной комиссии:    Прокопьевск, Зенковская																																														
																																														
Сводная таблица итогов голосования																																														
																																														
	Число участковых избирательных комиссий	35																																												
	Число участковых избирательных комиссий, приступивших к передаче сведений	35																																												
																																														
		Сумма	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919									
1	Число избирателей, включенных в список избирателей	52762	1852	1890	547	2645	2642	2066	2291	2551	1432	1698	2350	2002	2538	1020	1536	2440	2310	1734	1601	1583	1474	1386	606	2222	1223	768	532	2010	994	993	1323	110	132	41	220									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	51058	1800	1800	550	2570	2550	2000	2150	2470	1380	1470	2300	2000	2500	1000	1500	2400	2220	1670	1550	1500	1400	1350	600	2100	1200	750	585	1950	1000	940	1300	110	132	41	220									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	40263	1267	1557	286	2128	1637	1393	1812	1999	1232	1382	1750	1532	2116	746	1009	2018	1759	1163	1456	1438	1150	1182	393	1725	862	589	374	1509	722	541	1033	110	132	41	220									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	6506	389	93	173	211	412	363	89	384	120	63	178	182	169	149	355	319	126	312	82	62	250	133	118	238	330	71	121	300	198	314	202	0	0	0	0									
6	Число погашенных избирательных бюллетеней	4289	144	150	91	231	501	244	249	87	28	25	372	286	215	105	136	63	335	195	12	0	0	35	89	137	8	90	90	141	80	85	65	0	0	0	0									
7	Число избирательных бюллетеней в переносных ящиках для голосования	6506	389	93	173	211	412	363	89	384	120	63	178	182	169	149	355	319	126	312	82	62	250	133	118	238	330	71	121	300	198	314	202	0	0	0	0									
8	Число бюллетеней в стационарных ящиках для голосования	40263	1267	1557	286	2128	1637	1393	1812	1999	1232	1382	1750	1532	2116	746	1009	2018	1759	1163	1456	1438	1150	1182	393	1725	862	589	374	1509	722	541	1033	110	132	41	220									
9	Число недействительных избирательных бюллетеней	481	21	11	8	23	9	19	14	17	6	12	29	5	17	5	9	15	103	13	6	3	2	7	7	19	44	13	14	5	7	5	13	0	0	0	0									
10	Число действительных избирательных бюллетеней	46288	1635	1639	451	2316	2040	1737	1887	2366	1346	1433	1899	1709	2268	890	1355	2322	1782	1462	1532	1497	1398	1308	504	1944	1148	647	481	1804	913	850	1222	110	132	41	220									
11	Число полученных открепительных  удостоверений	1055	46	42	10	53	30	45	53	54	30	20	60	50	57	20	16	73	40	25	27	27	20	40	15	40	23	25	10	29	25	25	25	0	0	0	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	1037	46	42	10	53	30	45	53	54	27	20	60	50	57	20	16	73	40	25	27	27	13	40	15	40	23	25	9	29	25	18	25	0	0	0	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	880	14	19	4	20	13	14	31	17	8	132	9	14	17	19	33	27	18	16	8	17	14	21	46	35	11	7	10	20	25	60	8	17	33	35	88									
14	Число неиспользованных открепительных удостоверений	18	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	7	0	0	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	75	0	7	2	6	4	5	0	4	0	1	6	1	2	2	0	5	4	3	0	2	1	0	1	5	0	0	1	3	2	3	5	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																														
19	Жириновский Владимир Вольфович	2425	116	77	27	125	155	104	70	135	73	58	90	91	118	40	102	165	88	97	55	54	49	9	41	107	57	28	25	92	51	66	60	0	0	0	0									
		5.19%	7.00%	4.67%	5.88%	5.34%	7.56%	5.92%	3.68%	5.67%	5.40%	4.01%	4.67%	5.31%	5.16%	4.47%	7.48%	7.06%	4.67%	6.58%	3.58%	3.60%	3.50%	0.68%	8.02%	5.45%	4.78%	4.24%	5.05%	5.09%	5.54%	7.72%	4.86%	0.00%	0.00%	0.00%	0.00%									
20	Зюганов Геннадий Андреевич	2384	104	109	36	135	153	79	65	115	46	52	91	111	68	42	82	145	99	108	50	82	56	10	46	121	54	29	17	131	52	47	49	0	0	0	0									
		5.10%	6.28%	6.61%	7.84%	5.77%	7.47%	4.50%	3.42%	4.83%	3.40%	3.60%	4.72%	6.48%	2.98%	4.69%	6.01%	6.20%	5.25%	7.32%	3.25%	5.47%	4.00%	0.76%	9.00%	6.16%	4.53%	4.39%	3.43%	7.24%	5.65%	5.50%	3.97%	0.00%	0.00%	0.00%	0.00%									
21	Миронов Сергей Михайлович	762	42	30	8	42	42	29	12	47	23	16	24	40	37	9	26	41	23	12	44	29	24	9	8	22	20	14	10	15	22	20	22	0	0	0	0									
		1.63%	2.54%	1.82%	1.74%	1.80%	2.05%	1.65%	0.63%	1.97%	1.70%	1.11%	1.24%	2.33%	1.62%	1.01%	1.91%	1.75%	1.22%	0.81%	2.86%	1.93%	1.71%	0.68%	1.57%	1.12%	1.68%	2.12%	2.02%	0.83%	2.39%	2.34%	1.78%	0.00%	0.00%	0.00%	0.00%									
22	Прохоров Михаил Дмитриевич	1151	13	60	10	55	62	42	37	67	32	27	64	62	55	21	33	79	62	61	29	17	7	15	22	65	17	16	10	28	41	15	27	0	0	0	0									
		2.46%	0.79%	3.64%	2.18%	2.35%	3.03%	2.39%	1.95%	2.81%	2.37%	1.87%	3.32%	3.62%	2.41%	2.35%	2.42%	3.38%	3.29%	4.14%	1.89%	1.13%	0.50%	1.14%	4.31%	3.31%	1.43%	2.42%	2.02%	1.55%	4.46%	1.75%	2.19%	0.00%	0.00%	0.00%	0.00%									
23	Путин Владимир Владимирович	39566	1360	1363	370	1959	1628	1483	1703	2002	1172	1280	1630	1405	1990	778	1112	1892	1510	1184	1354	1315	1262	1265	387	1629	1000	560	419	1538	747	702	1064	110	132	41	220									
		84.60%	82.13%	82.61%	80.61%	83.75%	79.45%	84.45%	89.58%	84.01%	86.69%	88.58%	84.54%	81.97%	87.09%	86.93%	81.52%	80.96%	80.11%	80.27%	88.04%	87.67%	90.14%	96.20%	75.73%	82.99%	83.89%	84.85%	84.65%	85.02%	81.20%	82.11%	86.15%	100.00%	100.00%	100.00%	100.00%									
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
