Выборы Президента Российской Федерации																																															
Дата голосования: 02.03.2008																																															
																																															
Наименование Избирательной комиссии:    Малмыжская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
	Число участковых избирательных комиссий	40																																													
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	40																																													
																																															
		Сумма	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755					
1	"Число избирателей, включенных в списки избирателей"	22623	877	513	321	491	277	160	412	387	950	901	127	607	124	145	232	442	198	152	599	387	1126	693	343	283	1069	193	1025	352	609	670	524	438	1049	1063	849	923	883	958	1095	176					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	20260	800	470	280	450	270	160	360	350	800	780	130	560	130	140	230	400	200	150	550	360	1100	650	320	280	900	190	900	350	550	600	500	400	900	900	700	800	750	800	900	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	14968	691	385	253	299	228	142	102	241	566	561	89	343	107	108	214	301	172	101	466	309	926	402	275	214	619	162	597	197	491	440	423	336	525	592	481	623	673	553	585	176					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2992	36	70	21	102	30	16	247	109	51	77	21	112	16	27	12	94	26	46	57	51	83	138	43	23	189	17	192	124	59	108	41	64	173	65	102	80	60	117	93	0					
6	Число погашенных избирательных бюллетеней	2300	73	15	6	49	12	2	11	0	183	142	20	105	7	5	4	5	2	3	27	0	91	110	2	43	92	11	111	29	0	52	36	0	202	243	117	97	17	130	222	24					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2992	36	70	21	102	30	16	247	109	51	77	21	112	16	27	12	94	26	46	57	51	83	138	43	23	189	17	192	124	59	108	41	64	173	65	102	80	60	117	93	0					
