Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																													
Дата голосования: 04.12.2011																													
																													
Наименование Избирательной комиссии:    Горнозаводская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722					
1	"Число избирателей, внесенных в список избирателей"	22077	1523	1320	1355	1203	1621	1491	1496	220	276	1084	1467	781	370	1442	1293	1525	932	472	710	511	573	412					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	22050	1500	1300	1300	1220	1630	1500	1450	220	280	1100	1470	760	380	1470	1330	1530	900	460	720	520	600	410					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	118	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	14	0	0	0	0	58	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	10402	854	711	782	615	870	764	776	60	98	467	676	275	130	644	378	631	481	233	329	228	179	221					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1046	60	57	61	42	73	58	44	29	25	59	63	70	17	85	67	58	40	29	29	23	37	20					
6	Число погашенных избирательных бюллетеней	10484	586	532	457	563	687	678	630	131	157	574	731	415	233	695	885	827	379	198	362	269	326	169					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1164	60	57	61	42	73	58	44	29	25	59	63	70	17	131	67	72	40	29	29	23	95	20					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10399	854	710	782	615	870	762	776	60	98	467	676	275	130	644	378	631	481	233	329	228	179	221					
9	Число недействительных избирательных бюллетеней	284	19	31	19	17	34	14	18	1	2	6	22	7	4	13	4	31	15	4	4	3	9	7					
10	Число действительных избирательных бюллетеней	11279	895	736	824	640	909	806	802	88	121	520	717	338	143	762	441	672	506	258	354	248	265	234					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	380	20	20	20	20	20	20	20	10	10	20	20	10	10	25	27	23	20	10	15	20	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	247	10	9	12	8	20	13	11	0	4	12	14	7	10	24	27	23	8	1	12	13	7	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	136	12	7	11	6	11	3	13	2	1	3	9	5	0	6	6	13	12	2	2	10	2	0					
14	Число погашенных неиспользованных открепительных удостоверений	133	10	11	8	12	0	7	9	10	6	8	6	3	0	1	0	0	12	9	3	7	3	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	18	1	3	1	3	0	1	3	0	0	0	1	1	0	0	0	2	0	0	1	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2021	167	125	186	102	168	124	145	17	13	134	146	79	19	117	71	105	109	31	64	51	34	14					
		17.48%	18.27%	16.30%	22.06%	15.53%	17.82%	15.12%	17.68%	19.10%	10.57%	25.48%	19.76%	22.90%	12.93%	15.10%	15.96%	14.94%	20.92%	11.83%	17.88%	20.32%	12.41%	5.81%					
