Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																				
Дата голосования: 07.12.2003 0:00:00																				
																				
Наименование Избирательной комиссии:    Юстинская 																				
																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																				
																				
		Сумма	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225					
1	"Число избирателей, внесенных в списки"	7471	1209	1083	687	982	604	565	392	393	100	381	489	481	105					
2	"Число бюллетеней, полученных участковыми комиссиями"	7579	1232	1061	680	991	599	564	392	407	102	442	500	499	110					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	4303	659	589	424	579	307	344	256	233	54	262	259	264	73					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	753	43	35	16	18	43	115	102	53	19	119	59	106	25					
6	Число погашенных бюллетеней	2523	530	437	240	394	249	105	34	121	29	61	182	129	12					
7	Число бюллетеней в переносных ящиках для голосования	753	43	35	16	18	43	115	102	53	19	119	59	106	25					
8	Число бюллетеней в стационарных ящиках для голосования	4300	657	589	424	579	307	344	255	233	54	262	259	264	73					
9	Число недействительных бюллетеней	212	37	48	12	16	10	1	4	9	1	7	44	23	0					
10	Число действительных бюллетеней	4841	663	576	428	581	340	458	353	277	72	374	274	347	98					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	150	15	15	15	15	15	10	10	10	5	10	15	10	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	114	13	11	8	12	8	6	7	10	2	10	15	10	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	42	2	4	1	3	2	4	1	0	1	6	13	5	0					
14	Число погашенных открепительных удостоверений	36	2	4	7	3	7	4	3	0	3	0	0	0	3					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																				
18	"1. ""ЕДИНЕНИЕ"""	81	9	10	8	10	2	12	1	7	1	6	8	4	3					
		1.60%	1.28%	1.60%	1.81%	1.67%	0.57%	2.61%	0.28%	2.44%	1.36%	1.57%	2.51%	1.08%	3.06%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	180	33	29	24	31	13	14	5	5	2	7	8	4	5					
		3.56%	4.71%	4.64%	5.45%	5.19%	3.71%	3.05%	1.40%	1.74%	2.73%	1.83%	2.51%	1.08%	5.10%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	101	19	19	18	17	5	3	2	2	2	1	7	6	0					
		1.99%	2.71%	3.04%	4.09%	2.84%	1.42%	0.65%	0.56%	0.69%	2.73%	0.26%	2.20%	1.62%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	35	7	3	5	7	1	0	1	1	0	0	5	5	0					
		0.69%	1.0%	0.48%	1.13%	1.17%	0.28%	0.0%	0.28%	0.34%	0.0%	0.0%	1.57%	1.35%	0.0%					
22	"5. ""За Русь Святую"""	7	3	1	0	2	0	0	0	0	0	0	1	0	0					
		0.13%	0.42%	0.16%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	24	3	2	1	4	3	1	2	1	0	1	3	2	1					
