Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																												
Дата голосования: 02.12.2007																																																												
																																																												
Наименование Избирательной комиссии:    Зубово-Полянская																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
		Сумма	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250					
1	"Число избирателей, внесенных в списки избирателей"	33573	1455	1858	1336	1234	946	254	294	480	661	396	459	293	289	131	155	549	447	576	458	290	188	416	911	449	336	488	798	466	724	314	532	494	119	812	1478	171	937	460	498	116	749	93	433	1009	1174	1566	1009	919	962	890	398	471	632					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	33716	1458	1873	1341	1337	952	254	293	489	662	394	464	293	277	128	154	544	444	576	448	291	188	419	925	451	339	488	800	466	724	314	531	494	119	812	1498	170	941	462	486	120	745	92	432	1018	1186	1553	1000	933	954	882	398	476	628					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	30923	1352	1682	1125	1122	859	233	275	480	630	344	392	293	244	116	140	490	368	508	429	290	188	299	888	428	336	423	761	397	673	298	506	408	119	657	1360	139	925	460	391	68	730	92	364	955	1105	1471	963	900	914	869	384	465	615					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2287	93	139	198	102	77	21	17	0	25	48	55	0	33	12	14	53	76	65	15	0	0	116	18	17	0	65	32	66	44	16	25	85	0	140	49	31	9	0	95	43	0	0	65	45	68	82	36	11	40	13	14	6	13					
6	Число погашенных избирательных бюллетеней	506	13	52	18	113	16	0	1	9	7	2	17	0	0	0	0	1	0	3	4	1	0	4	19	6	3	0	7	3	7	0	0	1	0	15	89	0	7	2	0	9	15	0	3	18	13	0	1	22	0	0	0	5	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2287	93	139	198	102	77	21	17	0	25	48	55	0	33	12	14	53	76	65	15	0	0	116	18	17	0	65	32	66	44	16	25	85	0	140	49	31	9	0	95	43	0	0	65	45	68	82	36	11	40	13	14	6	13					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	30917	1352	1682	1125	1122	859	233	275	480	630	344	392	293	243	116	140	490	368	508	429	290	188	299	888	428	336	423	761	397	673	298	506	408	119	657	1360	139	925	460	391	68	730	92	364	955	1100	1471	963	900	914	869	384	465	615					
9	Число недействительных избирательных бюллетеней	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	33197	1445	1821	1323	1224	936	254	292	480	655	392	447	293	276	128	154	541	444	573	444	290	188	415	906	445	336	486	793	463	717	314	531	493	119	797	1409	170	934	460	486	111	729	92	429	1000	1166	1553	999	911	954	882	398	471	628					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	700	24	21	20	20	20	10	10	10	10	10	10	10	10	10	10	15	10	10	10	10	10	10	15	15	10	10	10	10	15	10	15	15	10	20	10	10	10	10	10	10	15	10	10	20	20	20	20	20	20	20	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	286	24	21	20	8	9	0	2	2	2	1	0	0	3	0	0	7	0	1	3	3	1	2	6	3	4	2	9	6	1	0	3	1	0	5	10	1	10	3	1	7	6	0	4	5	5	9	17	17	13	7	10	10	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	93	4	4	0	4	3	0	3	0	0	0	1	0	0	0	0	3	0	0	0	0	1	0	2	2	0	3	1	4	0	0	0	1	1	4	4	4	3	0	3	0	4	1	1	3	2	3	4	6	3	3	3	0	5					
14	Число погашенных неиспользованных открепительных удостоверений	414	0	0	0	12	11	10	8	8	8	9	10	10	7	10	10	8	10	9	7	7	9	8	9	12	6	8	1	4	14	10	12	14	10	15	0	9	0	7	9	3	9	10	6	15	15	11	3	3	7	13	0	0	8					
