Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																						
Дата голосования: 18.09.2016																																																						
																																																						
Наименование Избирательной комиссии:    Николаевская																																																						
																																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																																						
																																																						
		Сумма	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №843	УИК №850	УИК №851									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	26262	787	531	1143	732	349	1075	1004	1162	499	1047	1032	49	591	1010	930	544	450	472	1213	733	813	414	888	554	140	178	204	233	272	869	509	392	433	497	550	1462	546	362	1145	401	15	16	16									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	25137	750	450	1100	700	350	1000	1000	1100	500	900	1000	50	600	1000	900	500	400	450	1100	700	800	400	850	550	200	180	200	220	260	800	540	390	440	430	470	1450	500	320	1150	390	15	16	16									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	568	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	13	0	67	45	12	15	115	83	0	27	47	0	24	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	7914	148	202	335	201	103	273	357	390	210	163	387	49	175	386	305	175	125	221	373	233	269	107	147	107	4	128	70	60	107	265	218	106	92	130	134	375	168	114	332	134	8	16	12									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	823	21	6	18	2	17	41	14	9	14	11	27	0	19	21	5	17	4	6	14	20	9	5	22	32	136	5	11	10	6	36	16	33	23	28	14	10	14	3	58	66	0	0	0									
6	Число погашенных избирательных бюллетеней	15832	581	242	747	497	230	686	629	701	276	611	586	1	406	593	590	308	271	223	713	447	522	288	681	411	60	42	119	137	147	432	261	239	310	157	239	1065	291	156	760	166	7	0	4									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1391	21	6	18	2	17	41	14	9	14	126	27	0	19	21	5	17	4	6	14	20	9	5	22	32	136	10	11	23	6	103	61	45	38	143	97	10	41	50	58	90	0	0	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	7904	148	202	335	201	103	273	357	390	210	163	387	49	175	386	305	175	125	221	373	233	269	107	147	107	4	118	70	60	107	265	218	106	92	130	134	375	168	114	332	134	8	16	12									
9	Число недействительных избирательных бюллетеней	237	4	5	9	6	2	9	8	7	5	6	5	2	4	11	8	6	0	2	12	7	13	2	4	5	4	3	2	1	2	7	13	1	0	3	9	13	6	6	13	12	0	0	0									
10	Число действительных избирательных бюллетеней	9058	165	203	344	197	118	305	363	392	219	283	409	47	190	396	302	186	129	225	375	246	265	110	165	134	136	125	79	82	111	361	266	150	130	270	222	372	203	158	377	212	8	16	12									
