Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																			
Дата голосования: 07.12.2003 0:00:00																																																			
																																																			
Наименование Избирательной комиссии:    Муслюмовская																																																			
																																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																			
																																																			
		Сумма	УИК №2027	УИК №2028	УИК №2029	УИК №2030	УИК №2031	УИК №2032	УИК №2033	УИК №2034	УИК №2035	УИК №2036	УИК №2037	УИК №2038	УИК №2039	УИК №2040	УИК №2041	УИК №2042	УИК №2043	УИК №2044	УИК №2045	УИК №2046	УИК №2047	УИК №2048	УИК №2049	УИК №2050	УИК №2051	УИК №2052	УИК №2053	УИК №2054	УИК №2055	УИК №2056	УИК №2057	УИК №2058	УИК №2059	УИК №2060	УИК №2061	УИК №2062	УИК №2063	УИК №2064	УИК №2065	УИК №2066	УИК №2067	УИК №2068	УИК №2069	УИК №2070					
1	"Число избирателей, внесенных в списки"	16162	877	290	954	883	905	1136	278	229	487	298	98	75	395	157	515	148	408	243	442	434	90	121	274	313	210	192	218	326	230	100	96	246	228	310	545	143	681	300	369	544	307	420	282	365					
2	"Число бюллетеней, полученных участковыми комиссиями"	16184	857	286	940	885	893	1108	278	232	491	300	98	75	400	159	515	150	410	244	444	434	90	123	275	318	211	196	221	328	230	102	96	250	231	312	558	144	685	300	372	546	309	427	296	365					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	15351	767	279	910	874	838	1074	270	218	456	288	98	75	377	153	515	148	401	243	370	420	90	121	219	313	201	178	207	324	224	100	95	223	228	310	433	143	680	293	369	516	299	397	255	359					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	666	74	7	30	9	33	18	8	11	31	10	0	0	15	4	0	0	7	0	72	14	0	0	55	0	7	14	11	2	6	0	1	23	0	0	112	0	0	7	0	28	8	16	27	6					
6	Число погашенных бюллетеней	167	16	0	0	2	22	16	0	3	4	2	0	0	8	2	0	2	2	1	2	0	0	2	1	5	3	4	3	2	0	2	0	4	3	2	13	1	5	0	3	2	2	14	14	0					
7	Число бюллетеней в переносных ящиках для голосования	666	74	7	30	9	33	18	8	11	31	10	0	0	15	4	0	0	7	0	72	14	0	0	55	0	7	14	11	2	6	0	1	23	0	0	112	0	0	7	0	28	8	16	27	6					
8	Число бюллетеней в стационарных ящиках для голосования	15351	767	279	910	874	838	1074	270	218	456	288	98	75	377	153	515	148	401	243	370	420	90	121	219	313	201	178	207	324	224	100	95	223	228	310	433	143	680	293	369	516	299	397	255	359					
9	Число недействительных бюллетеней	149	8	2	4	6	9	0	9	1	0	11	2	0	0	0	9	0	17	3	21	5	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	21	0	11	0	6	0	0	0					
10	Число действительных бюллетеней	15868	833	284	936	877	862	1092	269	228	487	287	96	75	392	157	506	148	391	240	421	429	90	121	274	313	208	192	218	325	230	100	95	245	227	310	545	143	659	300	358	544	301	413	282	365					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	329	23	5	18	18	17	20	5	5	9	5	2	2	8	4	11	3	4	5	9	9	2	2	6	8	5	4	5	8	5	2	2	5	5	6	12	3	13	6	8	11	6	9	6	8					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	88	17	0	7	10	8	15	0	0	2	2	0	0	4	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	5	0	5	0	0	2	2	1	4	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	58	3	1	11	3	2	3	0	0	0	1	0	1	1	0	0	0	0	0	1	1	1	0	4	0	1	0	0	0	2	0	3	1	0	0	0	0	3	2	0	12	1	0	0	0					
