Выборы Президента Российской Федерации																																																												
Дата голосования: 02.03.2008																																																												
																																																												
"Наименование Избирательной комиссии:    Ростов-на-Дону, Пролетарская"																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
	Число участковых избирательных комиссий	53																																																										
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	53																																																										
																																																												
		Сумма	УИК №1438	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478	УИК №1479	УИК №1480	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1485	УИК №1486	УИК №1487	УИК №1488	УИК №1489	УИК №2617					
1	"Число избирателей, включенных в списки избирателей"	94244	1347	1310	1507	1802	2087	159	2318	2027	1672	1330	1336	1192	2366	2291	2192	1908	1070	989	1342	1839	466	2084	2125	2197	1590	1789	2381	1232	2424	1811	1830	1475	1789	1618	2538	1463	2295	1900	1987	1661	1911	2296	2214	2339	1877	2156	2592	2491	887	1609	2224	2428	481					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	91013	1300	1250	1450	1750	2000	159	2150	1950	1600	1250	1300	1150	2300	2200	2150	1850	1000	950	1250	1800	470	2050	2050	2200	1550	1650	2300	1200	2350	1750	1800	1400	1700	1550	2450	1350	2250	1800	2000	1600	1850	2200	2150	2250	1800	2100	2550	2400	850	1550	2150	2350	534					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	62486	977	811	1183	1291	1395	131	1261	1638	1448	812	662	644	1555	1749	1362	1481	620	677	921	1327	289	1659	951	1234	1283	1338	1387	732	1773	1191	1456	678	1342	762	1792	1016	1474	1256	1334	537	1509	1166	1652	1763	1133	1429	1580	1372	536	1265	1597	1668	387					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	6008	187	89	69	100	222	28	69	69	67	47	40	138	245	233	85	126	104	36	56	79	177	113	191	207	74	141	144	56	230	27	69	126	47	118	225	232	256	14	191	239	48	41	168	96	37	56	52	25	39	108	158	120	94					
6	Число погашенных избирательных бюллетеней	22519	136	350	198	359	383	0	820	243	85	391	598	368	500	218	703	243	276	237	273	394	4	278	908	759	193	171	769	412	347	532	275	596	311	670	433	102	520	530	475	824	293	993	330	391	630	615	918	1003	275	177	395	562	53					
