Выборы Президента Российской Федерации																																																											
																																																											
"Наименование Избирательной комиссии:    Ростов-на-Дону, Пролетарская"																																																											
																																																											
Итоги голосования 																																																											
																																																											
		Сумма	УИК №1438	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478	УИК №1479	УИК №1480	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1485	УИК №1486	УИК №1487	УИК №1488	УИК №1489					
1	"Число избирателей, внесенных в список"	94286	1373	1242	1629	1855	2251	607	2056	2100	1724	1258	1506	1260	2415	2162	2268	1807	1121	1218	1485	1893	491	2057	2116	2160	1536	1788	2208	1232	2049	1510	1917	1390	1779	1609	2445	1423	2304	1653	1987	1588	2241	2379	2308	2553	1904	2226	2281	2361	935	1644	2408	2574					
2	Число полученных избирательных бюллетеней	92807	1339	1186	1575	1898	2276	623	2014	2009	1666	1225	1421	1274	2287	2254	2146	1764	1098	1176	1333	1901	505	2107	2083	2211	1538	1757	2289	1232	2098	1515	1911	1381	1764	1592	2426	1358	2299	1600	2029	1568	2107	2350	2318	2482	1862	2205	2254	2391	931	1607	2048	2524					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	59515	735	632	1102	1096	1158	591	1163	970	1125	885	1201	794	1546	1315	1441	971	848	708	829	1341	297	1265	953	1248	780	1114	1515	773	1412	961	1374	817	1104	786	1623	892	1297	1169	1221	568	1867	1715	1594	1437	1225	1387	1406	1821	714	1178	1723	1828					
5	"Число избирательных бюллетеней, выданных вне помещения"	5704	93	70	55	101	136	16	41	106	73	111	78	101	255	116	104	86	50	57	87	91	192	150	182	328	79	201	130	52	134	32	101	127	115	116	194	256	201	15	258	238	92	56	63	106	28	40	54	26	114	76	52	69					
6	Число погашенных избирательных бюллетеней	27588	511	484	418	701	982	16	810	933	468	229	142	379	486	823	601	707	200	411	417	469	16	692	948	635	679	442	644	407	552	522	436	437	545	690	609	210	801	416	550	762	148	579	661	939	609	778	794	544	103	353	273	627					
7	Число избирательных бюллетеней в переносных ящиках	5700	93	70	55	101	136	16	41	106	73	111	78	101	255	116	104	86	50	57	87	91	192	150	182	328	79	201	130	52	134	32	97	127	115	116	194	256	201	15	258	238	92	56	63	106	28	40	54	26	114	76	52	69					
8	Число бюллетеней в стационарных ящиках для голосования	59455	735	632	1102	1096	1158	591	1163	967	1125	885	1201	794	1545	1315	1441	971	848	693	819	1340	297	1265	953	1248	777	1114	1514	773	1412	959	1374	817	1104	784	1623	892	1297	1169	1221	568	1867	1715	1594	1437	1214	1387	1406	1821	714	1178	1713	1827					
9	Число недействительных избирательных бюллетеней	307	5	1	0	27	9	7	10	7	0	5	2	2	10	13	3	6	2	8	7	0	1	17	4	7	8	8	6	3	0	3	6	5	2	4	10	3	9	3	0	11	2	9	0	4	4	8	5	7	6	11	7	10					
10	Число действительных избирательных бюллетеней	64848	823	701	1157	1170	1285	600	1194	1066	1198	991	1277	893	1790	1418	1542	1051	896	742	899	1431	488	1398	1131	1569	848	1307	1638	822	1546	988	1465	939	1217	896	1807	1145	1489	1181	1479	795	1957	1762	1657	1539	1238	1419	1455	1840	822	1243	1758	1886					
11	Число полученных открепительных  удостоверений	3139	50	50	70	69	90	0	50	60	50	50	50	50	70	50	70	50	50	50	50	50	8	70	50	70	50	50	90	70	70	65	50	50	70	50	50	50	50	65	92	50	70	70	80	50	60	70	50	130	50	80	80	100					
12	Число выданных открепительных удостоверений	2180	21	17	28	49	37	0	28	47	41	29	29	42	48	41	61	39	7	26	30	35	7	58	20	61	20	34	79	43	44	52	40	40	55	29	42	19	43	54	92	24	50	56	80	43	60	61	41	90	17	70	43	58					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	2113	36	26	56	10	33	178	26	26	37	14	53	8	33	37	43	48	4	215	181	23	29	14	29	8	16	28	14	30	28	20	13	20	48	22	18	23	16	15	2	13	53	26	23	41	33	17	14	20	1	22	340	30					
14	Число неиспользованных открепительных удостоверений	959	29	33	42	20	53	0	22	13	9	21	21	8	22	9	9	11	43	24	20	15	1	12	30	9	30	16	11	27	26	13	10	10	15	21	8	31	7	11	0	26	20	14	0	7	0	9	9	40	33	10	37	42					
15	"Число открепительных удостоверений, выданных в ТИК"	13	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																											
18	. Глазьев Сергей Юрьевич	2534	70	34	61	67	29	17	44	73	48	51	28	28	61	35	58	44	15	31	37	37	6	53	75	57	29	39	45	22	32	31	40	33	52	55	69	54	55	47	59	43	27	77	35	91	75	94	79	55	28	44	81	84					
		3.89%	8.45%	4.84%	5.27%	5.60%	2.24%	2.80%	3.65%	6.80%	4.01%	5.12%	2.19%	3.13%	3.39%	2.45%	3.75%	4.16%	1.67%	4.13%	4.08%	2.59%	1.23%	3.75%	6.61%	3.62%	3.39%	2.97%	2.74%	2.67%	2.07%	3.13%	2.72%	3.50%	4.27%	6.11%	3.80%	4.70%	3.67%	3.97%	3.99%	5.33%	1.38%	4.35%	2.11%	5.90%	6.04%	6.59%	5.41%	2.98%	3.38%	3.51%	4.59%	4.43%					
19	. Малышкин Олег Александрович	864	11	22	10	16	18	7	25	17	16	10	10	10	17	26	22	24	10	7	10	14	1	24	21	15	7	16	12	6	16	18	17	10	16	14	12	13	22	16	20	12	24	34	35	24	11	20	23	25	13	24	22	19					
		1.33%	1.33%	3.13%	0.86%	1.34%	1.39%	1.15%	2.08%	1.58%	1.34%	1.00%	0.78%	1.12%	0.94%	1.82%	1.42%	2.27%	1.11%	0.93%	1.10%	0.98%	0.20%	1.70%	1.85%	0.95%	0.82%	1.22%	0.73%	0.73%	1.03%	1.82%	1.16%	1.06%	1.31%	1.56%	0.66%	1.13%	1.47%	1.35%	1.35%	1.49%	1.23%	1.92%	2.11%	1.56%	0.89%	1.40%	1.58%	1.35%	1.57%	1.91%	1.25%	1.00%					
20	. Миронов Сергей Михайлович	477	3	2	3	6	7	4	13	12	9	6	4	6	5	16	18	12	7	9	14	3	1	11	8	7	9	8	7	9	9	8	6	20	11	11	7	3	15	7	12	11	13	12	11	16	7	10	12	11	2	8	13	23					
		0.73%	0.36%	0.28%	0.26%	0.50%	0.54%	0.66%	1.08%	1.12%	0.75%	0.60%	0.31%	0.67%	0.28%	1.12%	1.17%	1.14%	0.78%	1.20%	1.55%	0.21%	0.20%	0.78%	0.70%	0.44%	1.05%	0.61%	0.43%	1.09%	0.58%	0.81%	0.41%	2.12%	0.90%	1.22%	0.39%	0.26%	1.00%	0.59%	0.81%	1.36%	0.66%	0.68%	0.66%	1.04%	0.56%	0.70%	0.82%	0.60%	0.24%	0.64%	0.74%	1.21%					
21	. Путин Владимир Владимирович	48652	559	494	896	853	1011	470	893	686	883	745	1026	676	1362	1044	1136	740	757	536	627	1176	459	1018	749	1304	604	1060	1290	606	1285	727	1178	687	880	640	1440	889	1085	922	1173	555	1610	1237	1316	1072	817	943	935	1418	679	925	1215	1364					
		74.67%	67.51%	70.37%	77.44%	71.26%	78.13%	77.43%	74.17%	63.93%	73.71%	74.80%	80.22%	75.53%	75.67%	72.96%	73.53%	70.01%	84.30%	71.47%	69.21%	82.18%	93.87%	71.94%	65.99%	82.74%	70.56%	80.61%	78.47%	73.45%	83.12%	73.36%	80.08%	72.78%	72.19%	71.11%	79.25%	77.44%	72.43%	77.87%	79.31%	68.86%	82.18%	69.85%	79.42%	69.48%	65.78%	66.08%	64.04%	76.77%	82.00%	73.76%	68.84%	71.94%					
22	. Хакамада Ирина Муцуовна	3240	60	51	84	88	93	31	77	84	69	62	58	59	93	77	116	73	26	51	69	49	4	57	54	49	41	73	72	48	66	44	64	56	63	35	52	19	67	59	37	32	48	109	57	71	92	67	100	97	13	53	75	96					
