Выборы Президента Российской Федерации																																
																																
Наименование Избирательной комиссии:    Куйбышевская городская																																
																																
Итоги голосования 																																
																																
		Сумма	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400					
1	"Число избирателей, внесенных в список"	36174	1340	1695	547	2376	1248	1377	1376	1415	1333	1449	1533	1348	1469	1558	1488	1392	1499	1647	1432	1467	1523	1365	1585	1358	1354					
2	Число полученных избирательных бюллетеней	35500	1330	1470	500	2280	1250	1380	1350	1420	1300	1450	1500	1340	1430	1570	1450	1370	1550	1500	1400	1450	1520	1350	1600	1370	1370					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	18962	608	671	323	1332	668	664	593	641	678	708	864	853	900	765	884	770	983	776	726	850	827	836	612	741	689					
5	"Число избирательных бюллетеней, выданных вне помещения"	1874	94	304	16	60	67	79	125	116	49	52	55	47	50	35	51	33	64	190	45	55	25	46	91	62	63					
6	Число погашенных избирательных бюллетеней	14664	628	495	161	888	515	637	632	663	573	690	581	440	480	770	515	567	503	534	629	545	668	468	897	567	618					
7	Число избирательных бюллетеней в переносных ящиках	1874	94	304	16	60	67	79	125	116	49	52	55	47	50	35	51	33	64	190	45	55	25	46	91	62	63					
8	Число бюллетеней в стационарных ящиках для голосования	18956	608	671	323	1332	668	664	593	640	678	708	864	853	900	765	884	768	983	776	726	847	827	836	612	741	689					
9	Число недействительных избирательных бюллетеней	216	4	0	0	11	6	6	5	10	26	20	7	3	12	9	7	10	13	10	4	11	7	9	5	13	8					
10	Число действительных избирательных бюллетеней	20614	698	975	339	1381	729	737	713	746	701	740	912	897	938	791	928	791	1034	956	767	891	845	873	698	790	744					
11	Число полученных открепительных  удостоверений	497	20	20	20	27	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	10	20	20	20	20	20					
12	Число выданных открепительных удостоверений	162	7	7	6	9	6	7	7	6	1	2	6	12	6	3	7	7	12	7	10	4	8	8	3	4	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	134	3	29	2	1	5	3	6	2	4	1	3	8	5	1	6	11	6	6	4	1	2	12	1	3	9					
14	Число неиспользованных открепительных удостоверений	335	13	13	14	18	14	13	13	14	19	18	14	8	14	17	13	13	8	13	10	6	12	12	17	16	13					
15	"Число открепительных удостоверений, выданных в ТИК"	3	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																
18	. Глазьев Сергей Юрьевич	680	30	16	9	33	21	23	20	11	16	14	45	50	39	22	40	26	52	33	30	34	20	27	19	32	18					
		3.26%	4.27%	1.64%	2.65%	2.37%	2.86%	3.10%	2.79%	1.46%	2.20%	1.84%	4.90%	5.56%	4.11%	2.75%	4.28%	3.25%	4.97%	3.42%	3.89%	3.77%	2.35%	3.06%	2.70%	3.99%	2.39%					
19	. Малышкин Олег Александрович	488	26	39	7	26	19	19	23	23	20	22	27	14	21	15	20	10	33	19	20	8	21	11	17	18	10					
		2.34%	3.70%	4.00%	2.06%	1.87%	2.59%	2.56%	3.20%	3.04%	2.75%	2.89%	2.94%	1.56%	2.21%	1.88%	2.14%	1.25%	3.15%	1.97%	2.59%	0.89%	2.46%	1.25%	2.42%	2.24%	1.33%					
20	. Миронов Сергей Михайлович	119	2	15	0	5	1	2	6	2	4	3	2	9	6	2	7	5	9	7	10	4	3	2	4	4	5					
		0.57%	0.28%	1.54%	0.00%	0.36%	0.14%	0.27%	0.84%	0.26%	0.55%	0.39%	0.22%	1.00%	0.63%	0.25%	0.75%	0.62%	0.86%	0.72%	1.30%	0.44%	0.35%	0.23%	0.57%	0.50%	0.66%					
21	. Путин Владимир Владимирович	11109	382	631	174	810	434	393	384	427	372	370	499	440	478	426	485	437	473	518	371	457	427	483	413	417	408					
		53.33%	54.42%	64.72%	51.33%	58.19%	59.05%	52.89%	53.48%	56.48%	51.17%	48.68%	54.30%	48.89%	50.32%	53.25%	51.87%	54.56%	45.18%	53.62%	48.12%	50.67%	50.12%	54.76%	58.75%	51.93%	54.26%					
22	. Хакамада Ирина Муцуовна	650	16	21	7	56	25	23	26	26	14	15	19	25	40	30	29	40	28	31	31	32	30	25	14	20	27					
		3.12%	2.28%	2.15%	2.06%	4.02%	3.40%	3.10%	3.62%	3.44%	1.93%	1.97%	2.07%	2.78%	4.21%	3.75%	3.10%	4.99%	2.67%	3.21%	4.02%	3.55%	3.52%	2.83%	1.99%	2.49%	3.59%					
23	. Харитонов Николай Михайлович	6673	206	214	133	397	206	239	233	223	215	261	294	321	316	275	305	237	371	304	272	319	309	288	211	273	251					
		32.04%	29.34%	21.95%	39.23%	28.52%	28.03%	32.17%	32.45%	29.50%	29.57%	34.34%	31.99%	35.67%	33.26%	34.38%	32.62%	29.59%	35.43%	31.47%	35.28%	35.37%	36.27%	32.65%	30.01%	34.00%	33.38%					
																																
24	Против всех	895	36	39	9	54	23	38	21	34	60	55	26	38	38	21	42	36	68	44	33	37	35	37	20	26	25					
		4.30%	5.13%	4.00%	2.65%	3.88%	3.13%	5.11%	2.92%	4.50%	8.25%	7.24%	2.83%	4.22%	4.00%	2.62%	4.49%	4.49%	6.49%	4.55%	4.28%	4.10%	4.11%	4.20%	2.84%	3.24%	3.32%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
