Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																
Дата голосования: 07.12.2003 0:00:00																																																
																																																
Наименование Избирательной комиссии:    Яльчикская																																																
																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																
																																																
		Сумма	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772					
1	"Число избирателей, внесенных в списки"	18319	458	1602	406	314	233	675	311	1506	171	573	600	589	285	195	412	213	386	487	696	391	638	432	419	484	463	792	240	257	154	267	405	214	646	544	308	187	266	283	222	177	418					
2	"Число бюллетеней, полученных участковыми комиссиями"	16810	380	1450	390	295	205	600	290	1375	160	530	540	550	260	180	380	195	405	460	630	360	590	380	395	465	420	680	230	250	140	230	360	200	585	505	295	175	255	270	205	160	385					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	12307	316	1002	310	222	197	485	228	873	72	375	438	386	201	135	307	143	317	321	329	232	435	264	249	296	323	625	191	208	111	177	301	134	421	367	208	129	207	164	163	151	294					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	842	5	23	17	18	4	21	24	43	45	18	20	42	22	15	26	14	20	73	58	33	25	26	19	29	3	18	21	24	10	5	27	10	25	2	0	0	20	8	9	5	15					
6	Число погашенных бюллетеней	3661	59	425	63	55	4	94	38	459	43	137	82	122	37	30	47	38	68	66	243	95	130	90	127	140	94	37	18	18	19	48	32	56	139	136	87	46	28	98	33	4	76					
7	Число бюллетеней в переносных ящиках для голосования	842	5	23	17	18	4	21	24	43	45	18	20	42	22	15	26	14	20	73	58	33	25	26	19	29	3	18	21	24	10	5	27	10	25	2	0	0	20	8	9	5	15					
8	Число бюллетеней в стационарных ящиках для голосования	12307	316	1002	310	222	197	485	228	873	72	375	438	386	201	135	307	143	317	321	329	232	435	264	249	296	323	625	191	208	111	177	301	134	421	367	208	129	207	164	163	151	294					
9	Число недействительных бюллетеней	502	15	28	18	13	1	21	8	38	5	7	6	23	3	1	1	5	17	15	32	2	17	49	11	8	26	7	7	5	6	14	15	0	25	1	18	9	5	15	2	2	1					
10	Число действительных бюллетеней	12647	306	997	309	227	200	485	244	878	112	386	452	405	220	149	332	152	320	379	355	263	443	241	257	317	300	636	205	227	115	168	313	144	421	368	190	120	222	157	170	154	308					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	499	12	45	12	9	6	17	8	40	5	16	16	16	7	5	11	5	11	13	18	11	17	11	12	14	12	21	7	7	5	7	11	6	17	15	8	5	7	8	6	9	11					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	78	0	34	4	1	0	6	0	3	1	3	0	2	0	0	1	0	2	0	1	0	3	2	0	2	0	0	2	1	0	0	2	0	3	0	0	0	2	1	0	1	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	49	2	8	1	0	0	5	1	1	0	1	0	0	2	1	1	0	0	0	1	1	1	2	0	1	1	0	2	2	1	3	1	0	3	1	2	1	0	0	1	2	0					
14	Число погашенных открепительных удостоверений	421	12	11	8	8	6	11	8	37	4	13	16	14	7	5	10	5	9	13	17	11	14	9	12	12	12	21	5	6	5	7	9	6	14	15	8	5	5	7	6	8	10					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																
18	"1. ""ЕДИНЕНИЕ"""	262	13	27	8	4	2	7	10	31	0	10	8	13	1	1	6	4	1	6	9	3	5	6	3	4	8	4	5	4	2	8	9	0	9	6	3	5	4	5	2	3	3					
		1.99%	4.04%	2.63%	2.44%	1.66%	0.99%	1.38%	3.96%	3.38%	0.0%	2.54%	1.74%	3.03%	0.44%	0.66%	1.80%	2.54%	0.29%	1.52%	2.32%	1.13%	1.08%	2.06%	1.11%	1.23%	2.45%	0.62%	2.35%	1.72%	1.65%	4.39%	2.74%	0.0%	2.01%	1.62%	1.44%	3.87%	1.76%	2.90%	1.16%	1.92%	0.97%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	109	10	12	4	2	0	2	1	14	1	2	3	0	0	0	1	2	0	3	1	1	3	0	0	2	6	5	0	0	2	4	3	1	7	7	4	1	0	1	4	0	0					
		0.82%	3.11%	1.17%	1.22%	0.83%	0.0%	0.39%	0.39%	1.52%	0.85%	0.50%	0.65%	0.0%	0.0%	0.0%	0.30%	1.27%	0.0%	0.76%	0.25%	0.37%	0.65%	0.0%	0.0%	0.61%	1.84%	0.77%	0.0%	0.0%	1.65%	2.19%	0.91%	0.69%	1.56%	1.89%	1.92%	0.77%	0.0%	0.58%	2.32%	0.0%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	149	1	15	1	5	2	3	1	12	2	6	5	6	2	1	1	5	1	1	4	11	6	1	5	10	5	0	5	1	3	0	4	2	6	5	2	2	1	4	1	0	1					
		1.13%	0.31%	1.46%	0.30%	2.08%	0.99%	0.59%	0.39%	1.31%	1.70%	1.52%	1.09%	1.40%	0.89%	0.66%	0.30%	3.18%	0.29%	0.25%	1.03%	4.15%	1.30%	0.34%	1.86%	3.07%	1.53%	0.0%	2.35%	0.43%	2.47%	0.0%	1.21%	1.38%	1.34%	1.35%	0.96%	1.55%	0.44%	2.32%	0.58%	0.0%	0.32%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	90	5	7	2	1	1	5	5	7	0	3	3	4	1	0	2	2	0	0	3	0	2	1	1	2	4	2	7	0	1	1	6	0	3	0	0	2	1	0	2	2	2					
		0.68%	1.55%	0.68%	0.61%	0.41%	0.49%	0.98%	1.98%	0.76%	0.0%	0.76%	0.65%	0.93%	0.44%	0.0%	0.60%	1.27%	0.0%	0.0%	0.77%	0.0%	0.43%	0.34%	0.37%	0.61%	1.22%	0.31%	3.30%	0.0%	0.82%	0.54%	1.82%	0.0%	0.67%	0.0%	0.0%	1.55%	0.44%	0.0%	1.16%	1.28%	0.64%					
22	"5. ""За Русь Святую"""	53	0	5	2	1	1	3	5	0	0	0	1	1	1	0	0	2	0	4	2	0	1	3	0	1	3	0	1	2	1	0	2	0	6	0	2	0	0	0	0	0	3					
		0.40%	0.0%	0.48%	0.61%	0.41%	0.49%	0.59%	1.98%	0.0%	0.0%	0.0%	0.21%	0.23%	0.44%	0.0%	0.0%	1.27%	0.0%	1.01%	0.51%	0.0%	0.21%	1.03%	0.0%	0.30%	0.92%	0.0%	0.47%	0.86%	0.82%	0.0%	0.60%	0.0%	1.34%	0.0%	0.96%	0.0%	0.0%	0.0%	0.0%	0.0%	0.97%					
23	"6. ""Объединенная Российская партия ""Русь"""	39	3	2	3	1	0	0	2	2	0	1	1	1	0	0	1	1	1	0	0	1	3	0	0	3	2	1	2	0	0	0	3	0	2	0	1	0	0	0	0	1	1					
		0.29%	0.93%	0.19%	0.91%	0.41%	0.0%	0.0%	0.79%	0.21%	0.0%	0.25%	0.21%	0.23%	0.0%	0.0%	0.30%	0.63%	0.29%	0.0%	0.0%	0.37%	0.65%	0.0%	0.0%	0.92%	0.61%	0.15%	0.94%	0.0%	0.0%	0.0%	0.91%	0.0%	0.44%	0.0%	0.48%	0.0%	0.0%	0.0%	0.0%	0.64%	0.32%					
24	"7. ""Новый курс - Автомобильная Россия"""	48	1	5	1	0	0	9	1	3	0	1	0	7	0	0	1	0	0	0	0	2	2	0	0	3	2	1	1	1	1	1	2	0	3	0	0	0	0	0	0	0	0					
		0.36%	0.31%	0.48%	0.30%	0.0%	0.0%	1.77%	0.39%	0.32%	0.0%	0.25%	0.0%	1.63%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.75%	0.43%	0.0%	0.0%	0.92%	0.61%	0.15%	0.47%	0.43%	0.82%	0.54%	0.60%	0.0%	0.67%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	40	1	4	1	1	2	3	0	1	0	1	1	2	1	0	0	0	0	4	0	0	1	0	0	0	3	1	2	0	0	1	2	0	4	0	2	0	2	0	0	0	0					
		0.30%	0.31%	0.39%	0.30%	0.41%	0.99%	0.59%	0.0%	0.10%	0.0%	0.25%	0.21%	0.46%	0.44%	0.0%	0.0%	0.0%	0.0%	1.01%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.92%	0.15%	0.94%	0.0%	0.0%	0.54%	0.60%	0.0%	0.89%	0.0%	0.96%	0.0%	0.88%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	7	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0					
		0.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.54%	0.0%	0.0%	0.44%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	840	12	43	14	7	4	14	3	73	5	43	25	30	10	7	15	18	11	19	22	17	36	4	25	47	43	52	5	19	2	2	20	4	47	55	8	6	17	10	10	3	33					
		6.38%	3.73%	4.19%	4.28%	2.91%	1.99%	2.76%	1.19%	7.96%	4.27%	10.94%	5.45%	7.00%	4.48%	4.66%	4.50%	11.46%	3.26%	4.82%	5.68%	6.41%	7.82%	1.37%	9.32%	14.46%	13.19%	8.08%	2.35%	8.18%	1.65%	1.09%	6.09%	2.77%	10.53%	14.90%	3.84%	4.65%	7.48%	5.81%	5.81%	1.92%	10.67%					
28	"11. ""Истинные патриоты России"""	7	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.05%	0.0%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.50%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.21%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	343	17	48	11	14	23	10	7	25	1	10	6	12	2	2	1	5	4	10	11	1	7	1	4	1	7	19	6	1	6	4	13	3	7	1	0	1	3	2	10	7	20					
		2.60%	5.29%	4.68%	3.36%	5.83%	11.44%	1.97%	2.77%	2.72%	0.85%	2.54%	1.31%	2.80%	0.89%	1.33%	0.30%	3.18%	1.18%	2.53%	2.84%	0.37%	1.52%	0.34%	1.49%	0.30%	2.14%	2.95%	2.83%	0.43%	4.95%	2.19%	3.96%	2.08%	1.56%	0.27%	0.0%	0.77%	1.32%	1.16%	5.81%	4.48%	6.47%					
30	"13. ""Демократическая партия России"""	21	1	1	0	1	0	2	1	1	0	1	1	0	1	0	0	1	1	2	0	0	2	0	1	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0					
		0.15%	0.31%	0.09%	0.0%	0.41%	0.0%	0.39%	0.39%	0.10%	0.0%	0.25%	0.21%	0.0%	0.44%	0.0%	0.0%	0.63%	0.29%	0.50%	0.0%	0.0%	0.43%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.54%	0.30%	0.0%	0.0%	0.54%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	20	0	0	0	2	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	2	2	1	2	0	0	0	0	0	0	2	1					
		0.15%	0.0%	0.0%	0.0%	0.83%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.44%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.21%	0.0%	0.37%	0.0%	0.30%	0.15%	0.0%	0.0%	0.0%	1.09%	0.60%	0.69%	0.44%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.28%	0.32%					
32	"15. ""Партия СЛОН"""	9	0	0	0	1	0	1	0	0	0	0	0	2	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.06%	0.0%	0.0%	0.0%	0.41%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.46%	0.0%	0.66%	0.0%	0.0%	0.0%	0.0%	0.25%	0.37%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	285	8	43	10	2	3	6	0	16	1	10	7	6	1	2	4	2	9	5	7	7	14	2	7	7	10	22	9	7	1	6	5	0	5	7	5	3	5	2	7	7	5					
		2.16%	2.49%	4.19%	3.05%	0.83%	1.49%	1.18%	0.0%	1.74%	0.85%	2.54%	1.52%	1.40%	0.44%	1.33%	1.20%	1.27%	2.67%	1.26%	1.80%	2.64%	3.04%	0.68%	2.61%	2.15%	3.06%	3.42%	4.24%	3.01%	0.82%	3.29%	1.52%	0.0%	1.12%	1.89%	2.40%	2.32%	2.20%	1.16%	4.06%	4.48%	1.61%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	69	0	1	1	7	0	5	0	5	0	0	1	2	2	0	0	2	2	4	3	1	3	0	2	4	1	1	1	2	2	0	1	1	2	2	1	2	0	0	3	0	5					
		0.52%	0.0%	0.09%	0.30%	2.91%	0.0%	0.98%	0.0%	0.54%	0.0%	0.0%	0.21%	0.46%	0.89%	0.0%	0.0%	1.27%	0.59%	1.01%	0.77%	0.37%	0.65%	0.0%	0.74%	1.23%	0.30%	0.15%	0.47%	0.86%	1.65%	0.0%	0.30%	0.69%	0.44%	0.54%	0.48%	1.55%	0.0%	0.0%	1.74%	0.0%	1.61%					
35	"18. ""ЛДПР"""	724	15	53	28	18	21	33	14	66	7	44	33	23	14	10	10	10	14	20	15	8	20	6	9	10	22	31	10	10	6	4	18	5	24	33	1	11	5	4	5	4	30					
