Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																											
Дата голосования: 07.12.2003 0:00:00																																																											
																																																											
Наименование Избирательной комиссии:    Медвежьегорская																																																											
																																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																											
																																																											
		Сумма	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343					
1	"Число избирателей, внесенных в списки"	29935	2459	1495	1192	1110	633	1116	2709	1715	734	522	2067	2154	312	257	185	100	19	2019	579	99	69	302	156	41	315	633	71	143	298	193	124	34	164	74	782	178	106	322	275	783	173	149	917	81	124	196	76	30	980	110	493	67					
2	"Число бюллетеней, полученных участковыми комиссиями"	28805	2500	1500	1200	1100	600	1100	2500	1600	700	500	1800	1900	300	220	170	100	20	1900	550	100	65	300	150	40	310	610	75	145	300	190	120	35	160	70	790	180	110	310	275	790	170	150	900	85	130	195	75	35	970	120	490	100					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	14786	1134	742	701	582	291	598	1291	601	257	177	970	933	134	70	88	41	15	1110	348	52	54	126	80	26	185	312	42	71	211	102	53	22	81	52	438	110	39	180	177	409	79	66	493	52	64	106	43	21	552	77	289	39					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	795	49	17	16	4	8	11	15	46	17	0	36	10	16	5	1	0	0	58	13	5	0	15	2	0	24	18	3	3	0	9	0	0	20	0	42	9	24	37	11	48	23	42	41	0	10	25	4	0	33	3	18	4					
6	Число погашенных бюллетеней	13224	1317	741	483	514	301	491	1194	953	426	323	794	957	150	145	81	59	5	732	189	43	11	159	68	14	101	280	30	71	89	79	67	13	59	18	310	61	47	93	87	333	68	42	366	33	56	64	28	14	385	40	183	57					
7	Число бюллетеней в переносных ящиках для голосования	795	49	17	16	4	8	11	15	46	17	0	36	10	16	5	1	0	0	58	13	5	0	15	2	0	24	18	3	3	0	9	0	0	20	0	42	9	24	37	11	48	23	42	41	0	10	25	4	0	33	3	18	4					
8	Число бюллетеней в стационарных ящиках для голосования	14771	1134	742	701	583	291	598	1279	601	257	177	970	933	133	70	88	41	15	1110	348	52	54	126	80	26	185	312	42	71	211	101	53	22	81	52	438	110	39	180	177	409	79	66	491	52	64	106	43	21	552	77	289	39					
9	Число недействительных бюллетеней	239	9	4	13	5	4	7	9	6	7	51	4	7	2	2	1	1	1	9	6	2	0	3	2	0	1	2	3	3	0	2	1	0	8	2	5	1	0	0	4	13	6	0	8	2	1	1	0	0	16	0	5	0					
10	Число действительных бюллетеней	15327	1174	755	704	582	295	602	1285	641	267	126	1002	936	147	73	88	40	14	1159	355	55	54	138	80	26	208	328	42	71	211	108	52	22	93	50	475	118	63	217	184	444	96	108	524	50	73	130	47	21	569	80	302	43					
