Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																														
Дата голосования: 07.12.2003 0:00:00																																														
																																														
Наименование Избирательной комиссии:    Мокшанская																																														
																																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																														
																																														
		Сумма	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477					
1	"Число избирателей, внесенных в списки"	23658	338	673	502	481	321	94	167	93	1996	319	518	163	397	557	266	435	1511	351	406	113	238	95	424	174	700	970	666	244	83	432	270	213	1457	1091	1069	1492	1229	1623	1487					
2	"Число бюллетеней, полученных участковыми комиссиями"	21565	306	603	453	440	291	88	214	96	1820	304	494	160	372	549	238	412	1340	321	374	113	207	98	356	160	621	856	620	216	97	389	249	195	1298	969	954	1328	1112	1482	1370					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	13009	153	386	285	291	209	64	145	77	1038	139	295	87	205	263	136	320	718	195	292	70	189	53	290	130	427	460	449	186	72	224	224	137	711	541	570	817	710	812	639					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1953	97	26	41	43	18	13	22	11	185	98	75	45	94	100	45	34	97	8	17	20	0	34	50	0	86	168	57	29	11	74	0	18	54	26	29	28	28	57	115					
6	Число погашенных бюллетеней	6602	56	191	127	106	64	11	47	8	597	67	124	28	73	186	57	58	525	118	65	23	18	11	16	30	108	228	114	1	14	91	25	40	533	402	355	483	374	612	616					
7	Число бюллетеней в переносных ящиках для голосования	1953	97	26	41	43	18	13	22	11	185	98	75	45	94	100	45	34	97	8	17	20	0	34	50	0	86	168	57	29	11	74	0	18	54	26	29	28	28	57	115					
8	Число бюллетеней в стационарных ящиках для голосования	13008	153	386	285	291	209	64	145	77	1038	139	295	87	205	263	136	320	718	195	292	70	189	53	290	130	427	460	449	186	72	224	224	137	711	541	570	817	710	811	639					
9	Число недействительных бюллетеней	265	4	3	0	18	2	0	13	4	9	12	8	6	5	9	6	0	34	0	0	0	11	2	7	1	6	5	10	1	0	12	0	6	13	10	6	10	13	10	9					
10	Число действительных бюллетеней	14696	246	409	326	316	225	77	154	84	1214	225	362	126	294	354	175	354	781	203	309	90	178	85	333	129	507	623	496	214	83	286	224	149	752	557	593	835	725	858	745					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	295	4	8	6	6	4	1	3	1	25	4	6	2	5	8	3	6	19	4	5	2	3	2	4	2	9	12	9	3	1	5	3	3	18	13	13	18	15	21	19					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	76	0	5	0	0	1	0	1	0	6	1	0	0	4	0	2	0	10	0	0	0	0	0	2	0	1	0	2	2	0	2	0	0	2	1	2	11	5	4	12					
