Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																												
Дата голосования: 02.12.2007																												
																												
Наименование Избирательной комиссии:    Ольховская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331	УИК №1332					
1	"Число избирателей, внесенных в списки избирателей"	14243	1458	1349	1429	158	924	118	540	939	496	482	133	475	716	662	588	560	901	431	821	801	262					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	13650	1400	1300	1300	150	900	120	500	900	520	500	130	450	700	650	600	550	850	400	750	750	230					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8027	852	757	769	102	582	87	319	467	280	331	97	262	344	325	377	363	443	265	422	419	164					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	838	40	47	71	14	30	5	16	65	48	43	6	40	40	19	42	58	55	35	70	77	17					
6	Число погашенных избирательных бюллетеней	4785	508	496	460	34	288	28	165	368	192	126	27	148	316	306	181	129	352	100	258	254	49					
7	Число избирательных бюллетеней в переносных ящиках для голосования	838	40	47	71	14	30	5	16	65	48	43	6	40	40	19	42	58	55	35	70	77	17					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8027	852	757	769	102	582	87	319	467	280	331	97	262	344	325	377	363	443	265	422	419	164					
9	Число недействительных избирательных бюллетеней	85	9	4	7	1	10	1	0	10	4	8	2	2	3	4	1	3	5	1	2	6	2					
10	Число действительных избирательных бюллетеней	8780	883	800	833	115	602	91	335	522	324	366	101	300	381	340	418	418	493	299	490	490	179					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	288	20	20	20	5	15	5	10	20	10	20	13	15	15	15	10	15	15	10	15	15	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	137	8	9	7	0	6	0	9	17	7	19	12	5	3	5	5	7	7	2	1	3	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	66	4	4	19	2	2	2	1	4	2	8	0	6	3	1	1	0	0	0	3	1	3					
14	Число погашенных неиспользованных открепительных удостоверений	151	12	11	13	5	9	5	1	3	3	1	1	10	12	10	5	8	8	8	14	12	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
18	1.Политическая партия «Аграрная партия России»	986	99	71	79	10	147	12	37	100	15	67	7	28	22	24	49	47	64	20	44	25	19					
		11.12%	11.10%	8.83%	9.40%	8.62%	24.02%	13.04%	11.04%	18.80%	4.57%	17.91%	6.80%	9.27%	5.73%	6.98%	11.69%	11.16%	12.85%	6.67%	8.94%	5.04%	10.50%					
19	2.Всероссийская политическая партия «Гражданская Сила»	29	6	3	5	2	1	0	1	2	0	0	2	0	0	1	1	0	2	0	0	1	2					
		0.33%	0.67%	0.37%	0.60%	1.72%	0.16%	0.00%	0.30%	0.38%	0.00%	0.00%	1.94%	0.00%	0.00%	0.29%	0.24%	0.00%	0.40%	0.00%	0.00%	0.20%	1.10%					
20	3.Политическая партия «Демократическая партия России»	12	0	1	0	1	2	0	1	1	1	2	0	0	0	0	0	0	1	0	0	2	0					
