Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																												
Дата голосования: 04.12.2011																												
																												
Наименование Избирательной комиссии:    Ольховская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №3101	УИК №3102	УИК №3103	УИК №3104	УИК №3105	УИК №3106	УИК №3107	УИК №3108	УИК №3109	УИК №3110	УИК №3111	УИК №3112	УИК №3113	УИК №3114	УИК №3115	УИК №3116	УИК №3117	УИК №3118	УИК №3119	УИК №3120	УИК №3121					
1	"Число избирателей, внесенных в список избирателей"	14094	1521	1441	1361	163	974	120	503	919	513	480	130	466	688	645	612	561	831	419	777	733	237					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13700	1500	1400	1300	140	950	120	500	900	500	450	120	450	700	650	600	550	800	400	750	700	220					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6781	774	672	631	77	491	73	269	392	240	248	76	234	328	294	337	294	341	204	368	324	114					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	955	53	50	45	27	42	5	42	79	65	45	11	44	36	54	37	44	81	52	79	52	12					
6	Число погашенных избирательных бюллетеней	5964	673	678	624	36	417	42	189	429	195	157	33	172	336	302	226	212	378	144	303	324	94					
7	Число избирательных бюллетеней в переносных ящиках для голосования	955	53	50	45	27	42	5	42	79	65	45	11	44	36	54	37	44	81	52	79	52	12					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6781	774	672	631	77	491	73	269	392	240	248	76	234	328	294	337	294	341	204	368	324	114					
9	Число недействительных избирательных бюллетеней	138	21	12	10	3	9	2	2	5	11	8	1	3	7	3	6	5	5	8	5	9	3					
10	Число действительных избирательных бюллетеней	7598	806	710	666	101	524	76	309	466	294	285	86	275	357	345	368	333	417	248	442	367	123					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	200	15	14	20	0	10	8	10	10	10	10	3	6	10	9	6	10	10	10	16	8	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	187	15	12	19	0	9	7	10	10	9	9	3	4	10	7	6	10	10	10	16	6	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	80	11	7	8	1	8	2	2	5	2	2	0	1	3	3	6	4	3	2	3	6	1					
