Выборы Президента Российской Федерации																																											
																																											
Наименование Избирательной комиссии:    Вышневолоцкая городская																																											
																																											
Итоги голосования 																																											
																																											
		Сумма	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231					
1	"Число избирателей, внесенных в список"	46044	1536	1829	2342	1697	1013	2425	816	1228	1739	2366	2160	1719	1436	1067	462	706	602	759	928	968	1581	572	1698	1681	853	1399	1004	1107	2229	1661	1381	2432	486	108	19	35					
2	Число полученных избирательных бюллетеней	42549	1400	1700	2150	1550	950	2200	750	1100	1600	2200	2100	1600	1300	1000	450	650	550	700	850	900	1450	550	1550	1550	800	1300	900	1050	2050	1500	1300	2200	490	105	19	35					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	21293	564	842	1017	729	433	1201	416	556	747	1191	1047	830	582	545	213	329	256	321	345	489	661	243	937	700	400	558	463	516	994	888	708	1040	432	53	19	28					
5	"Число избирательных бюллетеней, выданных вне помещения"	1286	68	51	55	66	61	20	9	66	56	51	37	33	44	4	19	5	30	23	28	4	73	28	28	41	39	84	34	34	59	14	36	22	23	34	0	7					
6	Число погашенных избирательных бюллетеней	19970	768	807	1078	755	456	979	325	478	797	958	1016	737	674	451	218	316	264	356	477	407	716	279	585	809	361	658	403	500	997	598	556	1138	35	18	0	0					
7	Число избирательных бюллетеней в переносных ящиках	1286	68	51	55	66	61	20	9	66	56	51	37	33	44	4	19	5	30	23	28	4	73	28	28	41	39	84	34	34	59	14	36	22	23	34	0	7					
8	Число бюллетеней в стационарных ящиках для голосования	21286	564	840	1017	729	433	1200	416	556	747	1191	1045	830	582	545	213	329	255	321	345	489	660	243	937	700	400	558	463	516	994	888	708	1040	432	53	19	28					
9	Число недействительных избирательных бюллетеней	141	1	8	7	9	1	4	2	1	2	6	7	4	3	2	2	4	1	4	1	4	5	4	5	6	4	4	2	3	11	3	8	7	5	1	0	0					
10	Число действительных избирательных бюллетеней	22431	631	883	1065	786	493	1216	423	621	801	1236	1075	859	623	547	230	330	284	340	372	489	728	267	960	735	435	638	495	547	1042	899	736	1055	450	86	19	35					
11	Число полученных открепительных  удостоверений	900	15	35	25	25	30	60	30	25	70	35	45	30	20	15	10	15	15	10	15	15	15	10	45	30	10	35	15	20	50	40	45	35	10	0	0	0					
12	Число выданных открепительных удостоверений	410	8	20	14	7	8	39	12	5	13	31	28	17	14	14	5	10	3	4	6	9	11	3	16	6	5	10	7	10	23	17	11	21	3	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	342	8	5	2	4	10	15	4	2	9	19	18	3	3	4	2	2	20	9	8	6	3	1	5	2	1	5	12	3	2	6	8	4	1	87	14	35					
14	Число неиспользованных открепительных удостоверений	490	7	15	11	18	22	21	18	20	57	4	17	13	6	1	5	5	12	6	9	6	4	7	29	24	5	25	8	10	27	23	34	14	7	0	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	46	1	2	3	2	3	2	2	0	2	0	3	1	2	3	0	1	0	0	1	0	2	1	2	2	0	2	1	1	4	0	1	2	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
