Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																		
Дата голосования: 07.12.2003 0:00:00																																		
																																		
Наименование Избирательной комиссии:    Краснотуранская																																		
																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																		
																																		
		Сумма	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1485	УИК №1486	УИК №1487	УИК №1488	УИК №1489	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496	УИК №1497	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507					
1	"Число избирателей, внесенных в списки"	12737	110	71	262	930	621	261	147	164	101	96	795	1634	1178	1972	986	40	242	380	484	128	271	119	584	89	680	236	156					
2	"Число бюллетеней, полученных участковыми комиссиями"	12789	108	73	245	936	617	249	145	161	110	154	804	1628	1174	1963	958	42	239	377	496	126	280	183	579	91	659	239	153					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6451	70	52	103	555	374	143	95	119	60	87	337	616	462	898	436	25	138	200	330	70	154	112	377	69	327	144	98					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	495	7	2	13	37	25	18	1	0	5	9	18	52	39	67	33	5	28	13	30	0	21	7	31	4	16	4	10					
6	Число погашенных бюллетеней	5843	31	19	129	344	218	88	49	42	45	58	449	960	673	998	489	12	73	164	136	56	105	64	171	18	316	91	45					
7	Число бюллетеней в переносных ящиках для голосования	495	7	2	13	37	25	18	1	0	5	9	18	52	39	67	33	5	28	13	30	0	21	7	31	4	16	4	10					
8	Число бюллетеней в стационарных ящиках для голосования	6450	70	52	103	555	374	142	95	119	60	87	337	616	462	898	436	25	138	200	330	70	154	112	377	69	327	144	98					
9	Число недействительных бюллетеней	71	0	0	2	5	8	1	1	1	0	0	8	3	4	10	3	0	0	5	8	0	0	3	2	2	2	3	0					
10	Число действительных бюллетеней	6874	77	54	114	587	391	159	95	118	65	96	347	665	497	955	466	30	166	208	352	70	175	116	406	71	341	145	108					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	150	3	2	4	10	7	3	3	3	3	4	10	15	15	15	10	1	3	4	4	3	3	3	6	2	7	4	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	35	0	0	0	1	2	0	0	0	0	0	1	4	3	6	5	1	0	1	3	1	0	2	0	0	1	4	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	18	0	0	0	0	2	0	1	0	0	0	1	3	2	4	1	0	0	0	2	0	0	0	0	0	1	1	0					
14	Число погашенных открепительных удостоверений	115	3	2	4	9	5	3	3	3	3	4	9	11	12	9	5	0	3	3	1	2	3	1	6	2	6	0	3					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
18	"1. ""ЕДИНЕНИЕ"""	80	2	1	2	3	3	1	2	1	2	0	7	6	0	8	3	1	2	6	8	1	1	0	4	1	11	3	1					
		1.15%	2.59%	1.85%	1.72%	0.50%	0.75%	0.62%	2.08%	0.84%	3.07%	0.0%	1.97%	0.89%	0.0%	0.82%	0.63%	3.33%	1.20%	2.81%	2.22%	1.42%	0.57%	0.0%	0.98%	1.36%	3.20%	2.02%	0.92%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	99	0	0	1	11	3	0	2	1	0	0	4	11	4	35	8	0	1	1	1	0	0	2	10	0	3	1	0					
