Выборы Президента Российской Федерации																																																
																																																
Наименование Избирательной комиссии:    Яльчикская																																																
																																																
Итоги голосования 																																																
																																																
		Сумма	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114					
1	"Число избирателей, внесенных в список"	18141	459	1547	448	310	228	659	316	1526	165	593	595	582	291	188	400	204	405	467	645	367	626	429	406	486	468	799	231	264	167	254	399	212	657	546	288	175	249	269	222	180	419					
2	Число полученных избирательных бюллетеней	17280	415	1460	440	285	215	650	300	1430	155	580	570	555	275	175	390	200	370	465	640	340	590	395	380	465	445	760	225	245	160	245	375	200	620	525	270	170	250	260	215	170	405					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	13260	335	1062	330	233	200	500	249	852	85	453	427	435	209	132	338	160	343	343	429	267	476	317	304	318	355	632	193	209	122	187	304	149	424	420	219	138	214	200	184	162	351					
5	"Число избирательных бюллетеней, выданных вне помещения"	1325	13	52	36	29	7	39	25	110	56	30	58	53	30	20	24	21	26	80	79	42	36	30	34	30	39	29	11	29	11	15	33	18	32	25	13	10	28	24	17	8	23					
6	Число погашенных избирательных бюллетеней	2695	67	346	74	23	8	111	26	468	14	97	85	67	36	23	28	19	1	42	132	31	78	48	42	117	51	99	21	7	27	43	38	33	164	80	38	22	8	36	14	0	31					
7	Число избирательных бюллетеней в переносных ящиках	1325	13	52	36	29	7	39	25	110	56	30	58	53	30	20	24	21	26	80	79	42	36	30	34	30	39	29	11	29	11	15	33	18	32	25	13	10	28	24	17	8	23					
8	Число бюллетеней в стационарных ящиках для голосования	13260	335	1062	330	233	200	500	249	852	85	453	427	435	209	132	338	160	343	343	429	267	476	317	304	318	355	632	193	209	122	187	304	149	424	420	219	138	214	200	184	162	351					
9	Число недействительных избирательных бюллетеней	377	12	15	3	5	4	11	1	15	1	16	21	9	0	4	4	11	0	9	89	4	7	37	2	1	15	30	0	5	0	3	10	2	5	4	9	3	3	1	1	2	3					
10	Число действительных избирательных бюллетеней	14208	336	1099	363	257	203	528	273	947	140	467	464	479	239	148	358	170	369	414	419	305	505	310	336	347	379	631	204	233	133	199	327	165	451	441	223	145	239	223	200	168	371					
11	Число полученных открепительных  удостоверений	575	13	65	12	9	6	17	8	40	5	21	16	16	7	5	11	5	11	13	38	11	17	11	12	14	12	21	17	7	5	7	11	6	17	15	18	5	17	8	6	9	11					
12	Число выданных открепительных удостоверений	350	6	55	12	1	0	14	3	10	3	21	5	13	0	1	11	5	2	6	38	7	17	4	10	1	5	1	17	0	1	2	9	1	5	15	18	4	14	8	0	4	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	85	4	12	1	0	0	5	0	2	0	2	0	1	1	3	2	0	1	1	0	2	4	2	2	1	5	2	5	2	1	2	5	1	2	2	3	1	1	3	0	1	3					
14	Число неиспользованных открепительных удостоверений	225	7	10	0	8	6	3	5	30	2	0	11	3	7	4	0	0	9	7	0	4	0	7	2	13	7	20	0	7	4	5	2	5	12	0	0	1	3	0	6	5	10					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
