Выборы Президента Российской Федерации																																																				
Дата голосования: 04.03.2012																																																				
																																																				
Наименование Избирательной комиссии:    Полтавская																																																				
																																																				
Сводная таблица итогов голосования																																																				
																																																				
	Число участковых избирательных комиссий	41																																																		
	Число участковых избирательных комиссий, приступивших к передаче сведений	41																																																		
																																																				
		Сумма	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434									
1	Число избирателей, включенных в список избирателей	17117	941	162	107	193	254	677	224	110	215	109	501	106	290	203	153	52	174	1021	129	124	225	672	57	169	180	91	864	278	1003	79	230	150	131	1769	1719	2456	813	232	28	123	103									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	17568	994	180	112	200	267	702	230	112	220	108	498	109	286	209	163	51	183	1047	129	128	222	685	60	168	191	96	881	286	1057	87	249	159	140	1787	1716	2465	850	261	29	134	117									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	11331	600	109	73	131	161	479	150	81	149	85	345	84	201	147	107	42	131	684	83	98	159	463	41	120	126	55	560	176	642	69	150	112	77	1112	1123	1495	533	167	24	96	91									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1080	54	15	15	12	15	47	17	4	10	5	16	0	10	13	14	0	19	88	14	10	29	70	2	4	25	10	29	16	68	4	27	10	21	61	116	136	62	6	0	6	0									
6	Число погашенных избирательных бюллетеней	5157	340	56	24	57	91	176	63	27	61	18	137	25	75	49	42	9	33	275	32	20	34	152	17	44	40	31	292	94	347	14	72	37	42	614	477	834	255	88	5	32	26									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1080	54	15	15	12	15	47	17	4	10	5	16	0	10	13	14	0	19	88	14	10	29	70	2	4	25	10	29	16	68	4	27	10	21	61	116	136	62	6	0	6	0									
8	Число бюллетеней в стационарных ящиках для голосования	11331	600	109	73	131	161	479	150	81	149	85	345	84	201	147	107	42	131	684	83	98	159	463	41	120	126	55	560	176	642	69	150	112	77	1112	1123	1495	533	167	24	96	91									
9	Число недействительных избирательных бюллетеней	107	9	0	2	1	2	2	1	1	2	1	3	0	1	4	2	0	0	3	2	1	0	3	1	0	0	0	5	3	8	3	0	1	3	11	13	13	3	0	0	2	1									
10	Число действительных избирательных бюллетеней	12304	645	124	86	142	174	524	166	84	157	89	358	84	210	156	119	42	150	769	95	107	188	530	42	124	151	65	584	189	702	70	177	121	95	1162	1226	1618	592	173	24	100	90									
11	Число полученных открепительных  удостоверений	577	50	15	9	12	15	26	5	5	3	3	10	3	2	11	15	1	13	13	3	3	5	23	2	4	10	5	25	7	60	7	25	6	10	26	32	33	30	25	2	10	13									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	577	50	15	9	12	15	26	5	5	3	3	10	3	2	11	15	1	13	13	3	3	5	23	2	4	10	5	25	7	60	7	25	6	10	26	32	33	30	25	2	10	13									
13	Число избирателей, проголосовавших по открепительным удостоверениям	119	2	3	2	0	5	1	2	1	0	1	8	2	2	4	5	1	2	4	3	1	2	4	0	1	0	2	4	2	6	0	5	2	1	6	12	17	2	1	1	1	1									
14	Число неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	23	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	4	8	0	1	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																				
19	Жириновский Владимир Вольфович	1091	55	8	3	11	12	40	15	11	3	4	26	20	22	18	12	7	13	57	8	11	8	43	8	9	19	5	28	19	71	12	10	11	14	112	117	133	77	16	2	18	3									
		8.79%	8.41%	6.45%	3.41%	7.69%	6.82%	7.60%	8.98%	12.94%	1.89%	4.44%	7.20%	23.81%	10.43%	11.25%	9.92%	16.67%	8.67%	7.38%	8.25%	10.19%	4.26%	8.07%	18.60%	7.26%	12.58%	7.69%	4.75%	9.90%	10.00%	16.44%	5.65%	9.02%	14.29%	9.55%	9.44%	8.15%	12.94%	9.25%	8.33%	17.65%	3.30%									
