Выборы Президента Российской Федерации																																													
																																													
Наименование Избирательной комиссии:    Октябрьская																																													
																																													
Итоги голосования 																																													
																																													
		Сумма	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915					
1	"Число избирателей, внесенных в список"	16413	2054	1099	1390	400	1219	83	190	679	152	665	181	212	335	501	374	128	448	262	236	356	713	196	222	168	265	64	121	856	445	264	489	80	459	225	77	622	120	63					
2	Число полученных избирательных бюллетеней	16534	2020	1070	1377	385	1226	112	198	676	154	664	180	214	344	519	361	135	457	277	233	359	720	201	224	162	274	66	125	857	461	277	513	85	470	227	82	636	127	66					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	11207	1246	608	825	244	735	72	130	465	121	442	160	138	247	394	244	75	348	210	208	230	467	161	192	140	230	49	106	631	289	239	341	73	354	168	52	433	87	53					
5	"Число избирательных бюллетеней, выданных вне помещения"	1019	53	87	65	3	43	0	11	37	16	53	0	9	10	25	54	31	28	12	11	61	83	0	0	0	11	9	10	52	64	0	41	0	53	15	14	50	8	0					
6	Число погашенных избирательных бюллетеней	4308	721	375	487	138	448	40	57	174	17	169	20	67	87	100	63	29	81	55	14	68	170	40	32	22	33	8	9	174	108	38	131	12	63	44	16	153	32	13					
7	Число избирательных бюллетеней в переносных ящиках	1019	53	87	65	3	43	0	11	37	16	53	0	9	10	25	54	31	28	12	11	61	83	0	0	0	11	9	10	52	64	0	41	0	53	15	14	50	8	0					
8	Число бюллетеней в стационарных ящиках для голосования	11205	1246	608	825	244	735	72	130	465	121	441	160	138	247	394	244	75	348	209	208	230	467	161	192	140	230	49	106	631	289	239	341	73	354	168	52	433	87	53					
9	Число недействительных избирательных бюллетеней	136	13	9	18	2	6	0	2	6	1	3	1	3	1	1	5	0	2	3	2	5	7	1	6	3	4	0	1	0	0	4	8	0	5	3	0	11	0	0					
10	Число действительных избирательных бюллетеней	12088	1286	686	872	245	772	72	139	496	136	491	159	144	256	418	293	106	374	218	217	286	543	160	186	137	237	58	115	683	353	235	374	73	402	180	66	472	95	53					
11	Число полученных открепительных  удостоверений	500	30	30	30	10	20	10	10	20	10	10	10	10	10	20	10	10	15	10	5	10	20	10	10	10	10	10	10	20	10	10	10	10	10	10	10	20	10	10					
12	Число выданных открепительных удостоверений	206	19	14	13	5	12	0	6	8	0	3	0	2	2	14	4	0	14	4	0	9	13	1	1	0	8	0	0	14	9	6	10	0	2	2	1	9	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	96	19	14	1	3	4	1	1	2	0	8	1	0	0	4	6	0	5	3	4	2	2	1	0	0	0	1	1	1	3	0	1	0	2	4	0	2	0	0					
14	Число неиспользованных открепительных удостоверений	294	11	16	17	5	8	10	4	12	10	7	10	8	8	6	6	10	1	6	5	1	7	9	9	10	2	10	10	6	1	4	0	10	8	8	9	11	9	10					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																													
18	. Глазьев Сергей Юрьевич	504	81	38	31	13	59	0	2	12	3	23	2	0	7	20	2	6	8	6	5	2	25	2	4	2	4	1	3	78	4	5	6	7	21	2	0	16	1	3					
		4.12%	6.24%	5.47%	3.48%	5.26%	7.58%	0.00%	1.42%	2.39%	2.19%	4.66%	1.25%	0.00%	2.72%	4.77%	0.67%	5.66%	2.13%	2.71%	2.28%	0.69%	4.55%	1.24%	2.08%	1.43%	1.66%	1.72%	2.59%	11.42%	1.13%	2.09%	1.57%	9.59%	5.16%	1.09%	0.00%	3.31%	1.05%	5.66%					
19	. Малышкин Олег Александрович	433	35	27	36	9	36	9	3	11	1	13	2	7	23	8	7	9	16	7	5	7	16	3	3	5	6	1	1	29	8	3	11	6	17	7	1	34	11	0					
		3.54%	2.69%	3.88%	4.04%	3.64%	4.63%	12.50%	2.13%	2.19%	0.73%	2.63%	1.25%	4.76%	8.95%	1.91%	2.35%	8.49%	4.26%	3.17%	2.28%	2.41%	2.91%	1.86%	1.56%	3.57%	2.49%	1.72%	0.86%	4.25%	2.27%	1.26%	2.88%	8.22%	4.18%	3.83%	1.52%	7.04%	11.58%	0.00%					
20	. Миронов Сергей Михайлович	102	14	5	6	1	8	0	0	1	4	5	0	1	3	1	1	4	3	1	2	2	9	0	0	2	1	0	0	5	1	1	4	1	7	2	0	4	3	0					
		0.83%	1.08%	0.72%	0.67%	0.40%	1.03%	0.00%	0.00%	0.20%	2.92%	1.01%	0.00%	0.68%	1.17%	0.24%	0.34%	3.77%	0.80%	0.45%	0.91%	0.69%	1.64%	0.00%	0.00%	1.43%	0.41%	0.00%	0.00%	0.73%	0.28%	0.42%	1.05%	1.37%	1.72%	1.09%	0.00%	0.83%	3.16%	0.00%					
21	. Путин Владимир Владимирович	6238	730	360	480	141	371	27	102	226	63	252	106	58	137	134	112	58	201	105	120	202	297	82	126	61	104	16	43	340	187	133	197	32	213	90	21	258	18	35					
		51.03%	56.20%	51.80%	53.93%	57.09%	47.69%	37.50%	72.34%	45.02%	45.99%	51.01%	66.25%	39.46%	53.31%	31.98%	37.58%	54.72%	53.46%	47.51%	54.79%	69.42%	54.00%	50.93%	65.62%	43.57%	43.15%	27.59%	37.07%	49.78%	52.97%	55.65%	51.57%	43.84%	52.33%	49.18%	31.82%	53.42%	18.95%	66.04%					
22	. Хакамада Ирина Муцуовна	219	35	13	15	11	17	3	2	12	1	9	4	2	4	20	1	2	6	2	5	3	4	5	0	7	5	1	4	4	2	1	4	2	5	0	2	3	3	0					
		1.79%	2.69%	1.87%	1.69%	4.45%	2.19%	4.17%	1.42%	2.39%	0.73%	1.82%	2.50%	1.36%	1.56%	4.77%	0.34%	1.89%	1.60%	0.90%	2.28%	1.03%	0.73%	3.11%	0.00%	5.00%	2.07%	1.72%	3.45%	0.59%	0.57%	0.42%	1.05%	2.74%	1.23%	0.00%	3.03%	0.62%	3.16%	0.00%					
23	. Харитонов Николай Михайлович	4205	324	230	269	57	242	31	27	218	60	169	44	74	77	228	167	24	128	94	74	60	175	66	47	59	107	39	63	198	143	83	144	24	130	73	41	143	58	15					
		34.40%	24.94%	33.09%	30.22%	23.08%	31.11%	43.06%	19.15%	43.43%	43.80%	34.21%	27.50%	50.34%	29.96%	54.42%	56.04%	22.64%	34.04%	42.53%	33.79%	20.62%	31.82%	40.99%	24.48%	42.14%	44.40%	67.24%	54.31%	28.99%	40.51%	34.73%	37.70%	32.88%	31.94%	39.89%	62.12%	29.61%	61.05%	28.30%					
																																													
24	Против всех	387	67	13	35	13	39	2	3	16	4	20	1	2	5	7	3	3	12	3	6	10	17	2	6	1	10	0	1	29	8	9	8	1	9	6	1	14	1	0					
		3.17%	5.16%	1.87%	3.93%	5.26%	5.01%	2.78%	2.13%	3.19%	2.92%	4.05%	0.62%	1.36%	1.95%	1.67%	1.01%	2.83%	3.19%	1.36%	2.74%	3.44%	3.09%	1.24%	3.12%	0.71%	4.15%	0.00%	0.86%	4.25%	2.27%	3.77%	2.09%	1.37%	2.21%	3.28%	1.52%	2.90%	1.05%	0.00%					
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
