Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																						
Дата голосования: 07.12.2003 0:00:00																						
																						
Наименование Избирательной комиссии:    Мошенская																						
																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																						
																						
		Сумма	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223					
1	"Число избирателей, внесенных в списки"	6935	221	190	371	268	121	253	905	615	242	303	2198	596	250	267	135					
2	"Число бюллетеней, полученных участковыми комиссиями"	6973	218	194	367	276	125	240	923	612	252	306	2198	601	252	269	140					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	4281	61	122	195	140	78	122	612	372	150	173	1442	365	165	200	84					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1306	110	32	110	102	38	91	186	145	63	57	124	129	47	41	31					
6	Число погашенных бюллетеней	1386	47	40	62	34	9	27	125	95	39	76	632	107	40	28	25					
7	Число бюллетеней в переносных ящиках для голосования	1306	110	32	110	102	38	91	186	145	63	57	124	129	47	41	31					
8	Число бюллетеней в стационарных ящиках для голосования	4274	61	122	195	140	78	122	612	372	150	173	1435	365	165	200	84					
9	Число недействительных бюллетеней	49	0	0	0	3	0	3	2	0	2	2	36	0	0	1	0					
10	Число действительных бюллетеней	5531	171	154	305	239	116	210	796	517	211	228	1523	494	212	240	115					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	111	5	3	5	5	3	5	10	5	5	5	44	3	5	5	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	75	0	0	0	5	2	2	9	0	0	3	43	3	0	5	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	51	1	1	2	2	1	3	2	3	5	2	22	0	1	5	1					
14	Число погашенных открепительных удостоверений	36	5	3	5	0	1	3	1	5	5	2	1	0	5	0	0					
15	Число открепительных удостоверений выданных ТИК	9	0	0	1	0	0	0	3	0	0	1	3	1	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
18	"1. ""ЕДИНЕНИЕ"""	59	3	2	2	1	2	1	5	4	5	1	19	6	4	3	1					
		1.05%	1.75%	1.29%	0.65%	0.41%	1.72%	0.46%	0.62%	0.77%	2.34%	0.43%	1.21%	1.21%	1.88%	1.24%	0.86%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	34	0	0	1	2	0	1	4	2	4	0	17	1	1	0	1					
		0.60%	0.0%	0.0%	0.32%	0.82%	0.0%	0.46%	0.50%	0.38%	1.87%	0.0%	1.09%	0.20%	0.47%	0.0%	0.86%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	118	5	4	7	2	1	8	20	8	5	7	26	10	4	8	3					
		2.11%	2.92%	2.59%	2.29%	0.82%	0.86%	3.75%	2.50%	1.54%	2.34%	3.04%	1.66%	2.02%	1.88%	3.31%	2.60%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	78	1	0	5	1	2	1	9	5	1	4	28	6	2	13	0					
		1.39%	0.58%	0.0%	1.63%	0.41%	1.72%	0.46%	1.12%	0.96%	0.46%	1.73%	1.79%	1.21%	0.94%	5.39%	0.0%					
22	"5. ""За Русь Святую"""	23	3	0	1	0	1	0	0	1	0	5	10	2	0	0	0					
		0.41%	1.75%	0.0%	0.32%	0.0%	0.86%	0.0%	0.0%	0.19%	0.0%	2.17%	0.64%	0.40%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	12	0	0	0	0	0	0	2	1	1	1	6	1	0	0	0					
		0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.19%	0.46%	0.43%	0.38%	0.20%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	17	0	0	1	0	0	0	3	0	2	0	6	2	2	1	0					
		0.30%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.37%	0.0%	0.93%	0.0%	0.38%	0.40%	0.94%	0.41%	0.0%					
25	"8. ""Народно-республиканская партия России"""	9	0	0	0	1	0	2	0	0	0	2	3	1	0	0	0					
		0.16%	0.0%	0.0%	0.0%	0.41%	0.0%	0.93%	0.0%	0.0%	0.0%	0.86%	0.19%	0.20%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	16	0	0	0	4	1	0	2	0	0	1	5	1	0	2	0					
		0.28%	0.0%	0.0%	0.0%	1.65%	0.86%	0.0%	0.25%	0.0%	0.0%	0.43%	0.32%	0.20%	0.0%	0.82%	0.0%					
27	"10. ""Аграрная партия России"""	564	7	16	59	32	31	11	38	20	8	18	87	128	54	15	40					
		10.10%	4.09%	10.38%	19.34%	13.22%	26.72%	5.16%	4.76%	3.86%	3.75%	7.82%	5.58%	25.91%	25.47%	6.22%	34.78%					
28	"11. ""Истинные патриоты России"""	11	1	0	0	0	0	0	0	0	1	1	7	1	0	0	0					
		0.19%	0.58%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.46%	0.43%	0.44%	0.20%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	34	0	0	1	0	0	5	5	5	2	2	11	1	0	1	1					
		0.60%	0.0%	0.0%	0.32%	0.0%	0.0%	2.34%	0.62%	0.96%	0.93%	0.86%	0.70%	0.20%	0.0%	0.41%	0.86%					
30	"13. ""Демократическая партия России"""	22	0	0	0	1	2	1	1	0	0	2	9	3	2	0	1					
		0.39%	0.0%	0.0%	0.0%	0.41%	1.72%	0.46%	0.12%	0.0%	0.0%	0.86%	0.57%	0.60%	0.94%	0.0%	0.86%					
