Выборы Президента Российской Федерации																								
																								
Наименование Избирательной комиссии:    Агульская																								
																								
Итоги голосования 																								
																								
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17					
1	"Число избирателей, внесенных в список"	5476	142	114	166	385	258	327	228	262	183	705	1180	397	243	359	297	45	185					
2	Число полученных избирательных бюллетеней	5550	145	115	170	390	260	330	230	265	185	715	1190	405	250	365	300	45	190					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	5153	134	107	156	362	243	308	215	247	172	648	1102	382	233	345	279	41	179					
5	"Число избирательных бюллетеней, выданных вне помещения"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
6	Число погашенных избирательных бюллетеней	397	11	8	14	28	17	22	15	18	13	67	88	23	17	20	21	4	11					
7	Число избирательных бюллетеней в переносных ящиках	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	5153	134	107	156	362	243	308	215	247	172	648	1102	382	233	345	279	41	179					
9	Число недействительных избирательных бюллетеней	20	1	0	0	3	1	2	0	1	2	3	4	1	0	0	1	0	1					
10	Число действительных избирательных бюллетеней	5133	133	107	156	359	242	306	215	246	170	645	1098	381	233	345	278	41	178					
11	Число полученных открепительных  удостоверений	200	10	10	10	20	10	10	10	10	10	20	20	10	10	10	10	10	10					
12	Число выданных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число неиспользованных открепительных удостоверений	200	10	10	10	20	10	10	10	10	10	20	20	10	10	10	10	10	10					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																								
18	. Глазьев Сергей Юрьевич	5	1	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0					
		0.10%	0.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%					
19	. Малышкин Олег Александрович	13	0	0	3	0	0	4	0	0	0	0	6	0	0	0	0	0	0					
		0.25%	0.00%	0.00%	1.92%	0.00%	0.00%	1.30%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	. Миронов Сергей Михайлович	12	0	0	4	0	0	0	0	0	0	3	3	0	0	0	2	0	0					
		0.23%	0.00%	0.00%	2.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.27%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%					
21	. Путин Владимир Владимирович	4741	114	94	126	317	223	287	203	238	162	577	975	377	231	338	272	35	172					
		92.00%	85.07%	87.85%	80.77%	87.57%	91.77%	93.18%	94.42%	96.36%	94.19%	89.04%	88.48%	98.69%	99.14%	97.97%	97.49%	85.37%	96.09%					
22	. Хакамада Ирина Муцуовна	16	0	1	0	4	0	0	3	0	0	0	1	0	0	5	0	2	0					
		0.31%	0.00%	0.93%	0.00%	1.10%	0.00%	0.00%	1.40%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	1.45%	0.00%	4.88%	0.00%					
23	. Харитонов Николай Михайлович	340	18	12	23	37	19	14	9	7	8	64	109	4	1	2	3	4	6					
		6.60%	13.43%	11.21%	14.74%	10.22%	7.82%	4.55%	4.19%	2.83%	4.65%	9.88%	9.89%	1.05%	0.43%	0.58%	1.08%	9.76%	3.35%					
																								
24	Против всех	6	0	0	0	1	0	1	0	0	0	1	2	0	1	0	0	0	0					
		0.12%	0.00%	0.00%	0.00%	0.28%	0.00%	0.32%	0.00%	0.00%	0.00%	0.15%	0.18%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
