Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																							
Дата голосования: 02.12.2007																							
																							
Наименование Избирательной комиссии:    Злынковская																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442					
1	"Число избирателей, внесенных в списки избирателей"	9929	310	1106	950	1505	1570	1220	278	408	335	460	250	166	331	338	417	285					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	9820	310	1000	940	1500	1590	1200	280	400	330	470	250	170	330	340	420	290					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5173	153	642	467	709	800	529	168	219	184	307	131	104	129	180	245	206					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	774	44	50	125	32	40	76	41	60	28	31	39	14	69	56	57	12					
6	Число погашенных избирательных бюллетеней	3873	113	308	348	759	750	595	71	121	118	132	80	52	132	104	118	72					
7	Число избирательных бюллетеней в переносных ящиках для голосования	774	44	50	125	32	40	76	41	60	28	31	39	14	69	56	57	12					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5172	153	642	467	709	799	529	168	219	184	307	131	104	129	180	245	206					
9	Число недействительных избирательных бюллетеней	75	0	8	4	16	11	11	3	6	4	4	2	0	0	1	1	4					
10	Число действительных избирательных бюллетеней	5871	197	684	588	725	828	594	206	273	208	334	168	118	198	235	301	214					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	137	5	15	15	15	15	15	5	5	5	5	5	5	5	5	7	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	68	5	4	6	9	8	6	1	2	5	0	0	5	3	0	6	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	31	0	3	5	5	5	1	2	2	0	2	0	0	2	2	0	2					
14	Число погашенных неиспользованных открепительных удостоверений	69	0	11	9	6	7	9	4	3	0	5	5	0	2	5	1	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	0	2	2	0	0	0	0	1	0	0	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
18	1.Политическая партия «Аграрная партия России»	88	2	1	5	8	13	9	3	10	2	7	2	0	6	3	15	2					
		1.48%	1.02%	0.14%	0.84%	1.08%	1.55%	1.49%	1.44%	3.58%	0.94%	2.07%	1.18%	0.00%	3.03%	1.27%	4.97%	0.92%					
19	2.Всероссийская политическая партия «Гражданская Сила»	23	0	3	5	4	4	3	0	0	0	0	0	0	0	0	1	3					
		0.39%	0.00%	0.43%	0.84%	0.54%	0.48%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	1.38%					
20	3.Политическая партия «Демократическая партия России»	5	0	0	1	0	0	1	0	0	0	0	0	0	0	1	2	0					
