Выборы Президента Российской Федерации																					
																					
Наименование Избирательной комиссии:    Ардонская																					
																					
Итоги голосования 																					
																					
		Сумма	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50					
1	"Число избирателей, внесенных в список"	18756	1919	2941	2480	1963	2106	143	1077	1977	923	895	930	747	362	293					
2	Число полученных избирательных бюллетеней	17270	1800	2700	2300	1800	1950	130	980	1800	840	820	860	680	330	280					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	16036	1578	2503	2300	1653	1774	125	933	1714	742	758	859	635	248	214					
5	"Число избирательных бюллетеней, выданных вне помещения"	269	35	15	0	32	28	0	7	6	56	17	0	7	58	8					
6	Число погашенных избирательных бюллетеней	965	187	182	0	115	148	5	40	80	42	45	1	38	24	58					
7	Число избирательных бюллетеней в переносных ящиках	269	35	15	0	32	28	0	7	6	56	17	0	7	58	8					
8	Число бюллетеней в стационарных ящиках для голосования	16031	1578	2503	2300	1648	1774	125	933	1714	742	758	859	635	248	214					
9	Число недействительных избирательных бюллетеней	67	8	6	12	0	3	0	17	0	5	0	0	8	4	4					
10	Число действительных избирательных бюллетеней	16233	1605	2512	2288	1680	1799	125	923	1720	793	775	859	634	302	218					
11	Число полученных открепительных  удостоверений	500	45	60	60	45	50	10	25	45	20	20	20	80	10	10					
12	Число выданных открепительных удостоверений	103	5	6	6	5	2	0	3	4	1	3	4	62	1	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	10	0	0	0	2	3	1	0	0	3	1	0	0	0	0					
14	Число неиспользованных открепительных удостоверений	397	40	54	54	40	48	10	22	41	19	17	16	18	9	9					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																					
18	. Глазьев Сергей Юрьевич	39	6	4	0	0	10	0	0	1	9	4	0	4	1	0					
		0.24%	0.37%	0.16%	0.00%	0.00%	0.55%	0.00%	0.00%	0.06%	1.13%	0.52%	0.00%	0.62%	0.33%	0.00%					
19	. Малышкин Олег Александрович	18	3	2	0	0	4	0	0	0	0	3	5	0	0	1					
		0.11%	0.19%	0.08%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.39%	0.58%	0.00%	0.00%	0.45%					
20	. Миронов Сергей Михайлович	54	1	3	0	0	5	0	0	2	0	1	40	0	2	0					
		0.33%	0.06%	0.12%	0.00%	0.00%	0.28%	0.00%	0.00%	0.12%	0.00%	0.13%	4.66%	0.00%	0.65%	0.00%					
21	. Путин Владимир Владимирович	15287	1470	2435	2220	1557	1643	112	875	1634	739	723	810	582	284	203					
		93.79%	91.13%	96.70%	96.52%	92.68%	91.18%	89.60%	93.09%	95.00%	92.61%	93.29%	94.30%	90.65%	92.81%	91.44%					
22	. Хакамада Ирина Муцуовна	31	7	5	0	0	12	0	0	3	2	0	0	0	1	1					
		0.19%	0.43%	0.20%	0.00%	0.00%	0.67%	0.00%	0.00%	0.17%	0.25%	0.00%	0.00%	0.00%	0.33%	0.45%					
23	. Харитонов Николай Михайлович	782	115	56	68	123	119	13	48	80	39	43	4	48	14	12					
		4.80%	7.13%	2.22%	2.96%	7.32%	6.60%	10.40%	5.11%	4.65%	4.89%	5.55%	0.47%	7.48%	4.58%	5.41%					
																					
24	Против всех	22	3	7	0	0	6	0	0	0	4	1	0	0	0	1					
		0.13%	0.19%	0.28%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.50%	0.13%	0.00%	0.00%	0.00%	0.45%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
