Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																					
Дата голосования: 02.12.2007																																					
																																					
Наименование Избирательной комиссии:    Черниговская																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142					
1	"Число избирателей, внесенных в списки избирателей"	29166	1831	1725	1961	1771	1867	1634	99	1367	449	110	418	399	747	1686	237	418	574	199	195	783	2103	2172	544	1239	1597	1570	575	240	397	259					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	28070	1750	1700	1950	1750	1850	1650	90	1350	400	100	400	400	750	1700	200	400	550	200	180	750	2050	2100	500	1200	1500	1250	550	200	350	250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	16646	1266	857	1047	932	1112	838	65	794	268	71	292	226	389	875	175	259	365	133	103	405	1155	1327	284	623	700	1226	266	148	305	140					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1403	8	124	76	101	90	63	9	139	19	2	10	14	25	167	6	54	37	9	8	10	36	39	32	44	161	12	69	13	0	26					
6	Число погашенных избирательных бюллетеней	10021	476	719	827	717	648	749	16	417	113	27	98	160	336	658	19	87	148	58	69	335	859	734	184	533	639	12	215	39	45	84					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1403	8	124	76	101	90	63	9	139	19	2	10	14	25	167	6	54	37	9	8	10	36	39	32	44	161	12	69	13	0	26					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16643	1265	857	1047	932	1112	838	65	794	268	71	292	226	389	875	175	259	365	133	103	405	1155	1325	284	623	700	1226	266	148	305	140					
9	Число недействительных избирательных бюллетеней	231	45	9	13	12	10	6	0	15	3	0	2	6	3	25	4	3	4	2	1	6	13	12	2	10	1	12	3	2	5	2					
10	Число действительных избирательных бюллетеней	17815	1228	972	1110	1021	1192	895	74	918	284	73	300	234	411	1017	177	310	398	140	110	409	1178	1352	314	657	860	1226	332	159	300	164					
