Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																							
Дата голосования: 02.12.2007																							
																							
Наименование Избирательной комиссии:    Советская																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411					
1	"Число избирателей, внесенных в списки избирателей"	22254	1346	1558	1950	1986	2257	1880	2564	2207	971	832	1107	365	458	931	875	967					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	22023	1322	1510	1925	1970	2220	1812	2535	2190	960	854	1090	360	445	950	900	980					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13406	786	923	1189	1245	1368	1176	1587	1171	575	524	639	255	275	518	500	675					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	884	51	32	40	43	49	87	82	112	41	37	62	49	37	47	57	58					
6	Число погашенных избирательных бюллетеней	7733	485	555	696	682	803	549	866	907	344	293	389	56	133	385	343	247					
7	Число избирательных бюллетеней в переносных ящиках для голосования	884	51	32	40	43	49	87	82	112	41	37	62	49	37	47	57	58					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13387	786	915	1182	1245	1368	1176	1587	1171	574	524	639	255	275	518	500	672					
9	Число недействительных избирательных бюллетеней	402	22	39	61	24	14	26	41	35	37	10	23	13	6	10	16	25					
10	Число действительных избирательных бюллетеней	13869	815	908	1161	1264	1403	1237	1628	1248	578	551	678	291	306	555	541	705					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	439	27	29	39	48	45	53	27	32	15	21	15	6	9	32	26	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	439	27	29	39	48	45	53	27	32	15	21	15	6	9	32	26	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	67	3	4	3	11	11	13	3	9	6	0	1	0	0	1	2	0					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	31	0	1	3	11	1	8	1	1	0	0	2	0	0	2	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
18	1.Политическая партия «Аграрная партия России»	293	17	18	4	25	23	26	37	9	12	18	22	4	9	21	19	29					
		2.05%	2.03%	1.90%	0.33%	1.94%	1.62%	2.06%	2.22%	0.70%	1.95%	3.21%	3.14%	1.32%	2.88%	3.72%	3.41%	3.97%					
19	2.Всероссийская политическая партия «Гражданская Сила»	40	2	2	7	7	2	10	2	2	0	0	3	0	0	1	1	1					
		0.28%	0.24%	0.21%	0.57%	0.54%	0.14%	0.79%	0.12%	0.16%	0.00%	0.00%	0.43%	0.00%	0.00%	0.18%	0.18%	0.14%					
20	3.Политическая партия «Демократическая партия России»	21	1	0	0	4	3	3	0	1	2	1	0	2	0	2	0	2					
		0.15%	0.12%	0.00%	0.00%	0.31%	0.21%	0.24%	0.00%	0.08%	0.33%	0.18%	0.00%	0.66%	0.00%	0.35%	0.00%	0.27%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1574	106	85	135	141	125	181	173	229	85	54	70	15	8	42	34	91					
		11.03%	12.66%	8.98%	11.05%	10.95%	8.82%	14.33%	10.37%	17.85%	13.82%	9.63%	9.99%	4.93%	2.56%	7.43%	6.10%	12.47%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	28	3	1	3	1	3	4	1	3	1	1	0	1	0	2	0	4					
		0.20%	0.36%	0.11%	0.25%	0.08%	0.21%	0.32%	0.06%	0.23%	0.16%	0.18%	0.00%	0.33%	0.00%	0.35%	0.00%	0.55%					
23	6.Политическая партия «Партия социальной справедливости»	30	0	3	4	1	3	5	8	1	0	0	2	1	0	1	0	1					
		0.21%	0.00%	0.32%	0.33%	0.08%	0.21%	0.40%	0.48%	0.08%	0.00%	0.00%	0.29%	0.33%	0.00%	0.18%	0.00%	0.14%					
24	7.Политическая партия «Либерально-демократическая партия России»	1037	72	73	85	122	123	112	99	112	26	36	34	26	16	45	29	27					
		7.27%	8.60%	7.71%	6.96%	9.47%	8.68%	8.87%	5.93%	8.73%	4.23%	6.42%	4.85%	8.55%	5.13%	7.96%	5.21%	3.70%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1499	64	103	189	186	194	205	125	71	57	30	44	30	30	44	34	93					
		10.50%	7.65%	10.88%	15.47%	14.44%	13.69%	16.23%	7.49%	5.53%	9.27%	5.35%	6.28%	9.87%	9.62%	7.79%	6.10%	12.74%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	89	2	7	7	12	7	10	11	4	5	7	7	0	1	1	3	5					
		0.62%	0.24%	0.74%	0.57%	0.93%	0.49%	0.79%	0.66%	0.31%	0.81%	1.25%	0.99%	0.00%	0.32%	0.18%	0.54%	0.68%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	9198	544	614	716	763	906	671	1168	813	389	403	494	212	240	394	421	450					
		64.45%	64.99%	64.84%	58.59%	59.24%	63.94%	53.13%	69.98%	63.37%	63.25%	71.84%	70.47%	69.74%	76.92%	69.73%	75.58%	61.64%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	60	4	2	11	2	14	10	4	3	1	1	2	0	2	2	0	2					
		0.42%	0.48%	0.21%	0.90%	0.16%	0.99%	0.79%	0.24%	0.23%	0.16%	0.18%	0.29%	0.00%	0.64%	0.35%	0.00%	0.27%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
