Выборы Президента Российской Федерации																																
Дата голосования: 18.03.2018																																
																																
Наименование Избирательной комиссии:    Красногвардейская																																
																																
Сводная таблица итогов голосования																																
																																
	Число участковых избирательных комиссий	21																														
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	21																														
																																
		Сумма	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73									
1	"Число избирателей, включенных в список избирателей"	21655	1386	1751	1027	1913	1852	2132	887	963	2008	634	801	638	308	388	691	867	307	1245	486	290	1081									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	21025	1320	1700	1010	1800	1850	2050	900	910	1950	620	780	600	280	360	695	850	300	1210	470	290	1080									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	17689	945	1555	915	1594	1480	1720	865	801	1154	586	701	540	273	327	658	727	272	800	425	281	1070									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1249	60	43	83	130	114	203	17	50	194	13	19	32	7	31	33	70	10	86	40	9	5									
6	Число погашенных избирательных бюллетеней	2087	315	102	12	76	256	127	18	59	602	21	60	28	0	2	4	53	18	324	5	0	5									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1249	60	43	83	130	114	203	17	50	194	13	19	32	7	31	33	70	10	86	40	9	5									
8	Число бюллетеней в стационарных ящиках для голосования	17689	945	1555	915	1594	1480	1720	865	801	1154	586	701	540	273	327	658	727	272	800	425	281	1070									
9	Число недействительных избирательных бюллетеней	164	8	0	13	29	24	27	0	12	3	7	7	5	8	0	0	3	1	16	0	1	0									
10	Число действительных избирательных бюллетеней	18774	997	1598	985	1695	1570	1896	882	839	1345	592	713	567	272	358	691	794	281	870	465	289	1075									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																
13	Бабурин Сергей Николаевич	89	5	1	1	7	9	17	0	11	17	1	1	1	0	0	3	4	0	3	0	0	8									
		0.47%	0.50%	0.06%	0.10%	0.41%	0.56%	0.88%	0.00%	1.29%	1.26%	0.17%	0.14%	0.17%	0.00%	0.00%	0.43%	0.50%	0.00%	0.34%	0.00%	0.00%	0.74%									
14	Грудинин Павел Николаевич	1683	153	77	132	196	209	219	18	40	50	48	99	39	12	29	21	63	41	91	86	17	43									
		8.89%	15.22%	4.82%	13.23%	11.37%	13.11%	11.39%	2.04%	4.70%	3.71%	8.01%	13.75%	6.82%	4.29%	8.10%	3.04%	7.90%	14.54%	10.27%	18.49%	5.86%	4.00%									
15	Жириновский Владимир Вольфович	664	36	27	16	55	83	75	5	42	69	15	19	31	19	12	9	51	23	54	5	15	3									
		3.51%	3.58%	1.69%	1.60%	3.19%	5.21%	3.90%	0.57%	4.94%	5.12%	2.50%	2.64%	5.42%	6.79%	3.35%	1.30%	6.40%	8.16%	6.09%	1.08%	5.17%	0.28%									
16	Путин Владимир Владимирович	16078	784	1486	825	1400	1241	1553	849	729	1185	518	588	485	241	313	652	670	216	713	372	254	1004									
		84.90%	78.01%	92.99%	82.67%	81.21%	77.85%	80.76%	96.26%	85.66%	87.91%	86.48%	81.67%	84.79%	86.07%	87.43%	94.36%	84.07%	76.60%	80.47%	80.00%	87.59%	93.40%									
17	Собчак Ксения Анатольевна	93	8	3	2	12	11	11	2	9	5	1	0	5	0	4	0	5	1	1	2	1	10									
		0.49%	0.80%	0.19%	0.20%	0.70%	0.69%	0.57%	0.23%	1.06%	0.37%	0.17%	0.00%	0.87%	0.00%	1.12%	0.00%	0.63%	0.35%	0.11%	0.43%	0.34%	0.93%									
18	Сурайкин Максим Александрович	80	7	1	4	11	6	11	6	4	8	7	4	4	0	0	1	0	0	3	0	1	2									
		0.42%	0.70%	0.06%	0.40%	0.64%	0.38%	0.57%	0.68%	0.47%	0.59%	1.17%	0.56%	0.70%	0.00%	0.00%	0.14%	0.00%	0.00%	0.34%	0.00%	0.34%	0.19%									
19	Титов Борис Юрьевич	43	3	1	3	7	4	7	1	3	4	1	2	0	0	0	2	1	0	3	0	1	0									
		0.23%	0.30%	0.06%	0.30%	0.41%	0.25%	0.36%	0.11%	0.35%	0.30%	0.17%	0.28%	0.00%	0.00%	0.00%	0.29%	0.13%	0.00%	0.34%	0.00%	0.34%	0.00%									
20	Явлинский Григорий Алексеевич	44	1	2	2	7	7	3	1	1	7	1	0	2	0	0	3	0	0	2	0	0	5									
		0.23%	0.10%	0.13%	0.20%	0.41%	0.44%	0.16%	0.11%	0.12%	0.52%	0.17%	0.00%	0.35%	0.00%	0.00%	0.43%	0.00%	0.00%	0.23%	0.00%	0.00%	0.47%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
