Выборы Президента Российской Федерации																																																																																				
Дата голосования: 02.03.2008																																																																																				
																																																																																				
Наименование Избирательной комиссии:    Приморская N12																																																																																				
																																																																																				
Сводная таблица результатов выборов																																																																																				
																																																																																				
	Число участковых избирательных комиссий	77																																																																																		
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	77																																																																																		
																																																																																				
		Сумма	УИК №1400	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №1438	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476					
1	"Число избирателей, включенных в списки избирателей"	181648	1140	1225	2280	2972	2556	2028	2059	2102	2009	2036	2727	2382	2752	2781	2746	3376	2689	2340	2399	1189	2987	2461	2546	2381	2586	2187	2271	2437	2664	2814	2444	2491	2125	2321	2087	2021	1609	2174	2033	2267	2348	2493	2611	2268	2277	2578	2959	2223	1964	2219	2737	2325	2471	2407	2944	2598	2344	2449	2497	2082	2719	2805	2092	2391	1214	1240	2892	2354	2694	2406	2416	2318	2249	2491	2430	2620	2829					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	164000	1000	1000	2000	2500	2000	2000	2000	2000	2000	2000	2500	2000	2500	2500	2500	2500	2500	2000	2000	1000	2500	2500	2500	2000	2500	2000	2000	2500	2500	2500	2000	2500	2000	2000	2000	2000	1500	2000	2000	2000	2000	2500	2500	2000	2000	2500	2500	2000	2000	2000	2500	2000	2000	2000	2500	2000	2000	2500	2500	2000	2500	2500	2000	2000	1000	1000	2000	2000	2500	2000	2500	2000	2000	2500	2500	2500	2500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	107801	682	776	1731	1550	1437	1089	1382	1483	1677	1072	1417	1529	1490	1397	1347	1928	1348	1739	1376	941	1633	1478	1540	1566	1885	1402	1391	1853	1569	1516	1637	1691	1764	1376	1350	898	831	1124	1273	1222	1242	1321	1869	1551	1726	1263	1567	1335	965	1115	1374	1421	1696	1237	1808	1521	1300	1391	1507	1239	1642	1706	1251	1467	904	618	1197	1182	1760	1244	1272	1287	1477	1521	1269	1612	1554					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2628	40	21	166	12	21	29	17	25	95	15	15	46	17	17	19	112	14	99	7	16	27	25	14	21	18	50	50	14	91	10	11	18	56	39	101	40	42	32	46	50	61	33	43	30	78	46	21	105	38	29	17	11	17	18	84	31	22	14	14	41	29	21	19	27	12	9	23	21	30	13	9	12	19	14	6	17	36					
6	Число погашенных избирательных бюллетеней	53571	278	203	103	938	542	882	601	492	228	913	1068	425	993	1086	1134	460	1138	162	617	43	840	997	946	413	597	548	559	633	840	974	352	791	180	585	549	1062	627	844	681	728	697	1146	588	419	196	1191	912	560	997	856	1109	568	287	745	608	448	678	1095	979	720	829	773	730	506	84	373	780	797	710	743	1219	701	504	965	1225	871	910					
