Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																				
Дата голосования: 04.12.2011																																				
																																				
Наименование Избирательной комиссии:    Темниковская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604					
1	"Число избирателей, внесенных в список избирателей"	13957	1014	1590	957	852	1558	393	405	165	175	142	611	468	785	260	321	335	205	371	145	714	311	220	210	98	313	354	125	314	546					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14349	1086	1614	1060	803	1658	392	408	165	177	142	615	469	792	260	321	361	205	371	145	739	311	221	215	114	318	352	133	312	590					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	12003	843	1434	700	745	1373	380	346	101	164	113	593	403	658	240	264	226	163	288	126	655	302	204	155	98	311	323	125	181	489					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1582	140	65	240	36	77	10	53	63	11	29	11	56	113	20	53	108	42	82	19	56	9	15	55	0	2	29	0	131	57					
6	Число погашенных избирательных бюллетеней	764	103	115	120	22	208	2	9	1	2	0	11	10	21	0	4	27	0	1	0	28	0	2	5	16	5	0	8	0	44					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1582	140	65	240	36	77	10	53	63	11	29	11	56	113	20	53	108	42	82	19	56	9	15	55	0	2	29	0	131	57					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12003	843	1434	700	745	1373	380	346	101	164	113	593	403	658	240	264	226	163	288	126	655	302	204	155	98	311	323	125	181	489					
9	Число недействительных избирательных бюллетеней	17	2	0	0	7	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	13568	981	1499	940	774	1450	390	399	164	175	142	604	457	769	260	317	334	205	370	145	707	311	219	210	98	313	352	125	312	546					
