Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																						
Дата голосования: 02.12.2007																																						
																																						
Наименование Избирательной комиссии:    Темниковская																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644					
1	"Число избирателей, внесенных в списки избирателей"	14830	1011	1581	920	610	1724	417	438	191	177	149	607	322	202	742	95	307	394	473	227	432	173	855	361	224	213	126	333	403	154	354	615					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	14618	1015	1487	932	603	1562	422	442	191	177	151	605	322	205	750	95	307	394	473	223	439	173	866	363	224	214	128	337	393	154	355	616					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	12608	770	1424	786	564	1489	368	393	111	155	117	587	255	202	663	95	300	324	282	157	310	150	730	347	222	161	126	253	348	154	227	538					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1844	211	60	114	32	73	46	45	79	22	32	15	67	0	67	0	7	70	187	65	122	23	113	13	2	52	0	78	45	0	127	77					
6	Число погашенных избирательных бюллетеней	166	34	3	32	7	0	8	4	1	0	2	3	0	3	20	0	0	0	4	1	7	0	23	3	0	1	2	6	0	0	1	1					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1844	211	60	114	32	73	46	45	79	22	32	15	67	0	67	0	7	70	187	65	122	23	113	13	2	52	0	78	45	0	127	77					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12608	770	1424	786	564	1489	368	393	111	155	117	587	255	202	663	95	300	324	282	157	310	150	730	347	222	161	126	253	348	154	227	538					
9	Число недействительных избирательных бюллетеней	78	45	16	3	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	14374	936	1468	897	584	1562	414	438	190	177	149	602	322	202	729	95	307	394	469	222	432	173	843	359	224	213	126	331	393	154	354	615					
