Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																				
Дата голосования: 02.12.2007																																				
																																				
Наименование Избирательной комиссии:    Лешуконская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515					
1	"Число избирателей, внесенных в списки избирателей"	7869	65	147	146	544	44	103	84	493	199	42	191	419	90	36	70	104	64	35	197	55	80	1192	1548	1200	53	75	209	216	168					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	7480	70	155	145	550	50	105	95	485	200	45	200	405	95	45	60	105	70	35	190	55	80	1100	1300	1100	55	75	210	225	175					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	4242	27	79	65	310	31	52	44	268	104	29	135	260	66	26	50	70	37	26	104	38	53	621	762	619	12	47	119	107	81					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	392	10	11	22	25	7	11	0	32	9	0	6	19	8	0	4	4	13	2	17	1	4	32	32	56	17	3	1	30	16					
6	Число погашенных избирательных бюллетеней	2846	33	65	58	215	12	42	51	185	87	16	59	126	21	19	6	31	20	7	69	16	23	447	506	425	26	25	90	88	78					
7	Число избирательных бюллетеней в переносных ящиках для голосования	392	10	11	22	25	7	11	0	32	9	0	6	19	8	0	4	4	13	2	17	1	4	32	32	56	17	3	1	30	16					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4242	27	79	65	310	31	52	44	268	104	29	135	260	66	26	50	70	37	26	104	38	53	621	762	619	12	47	119	107	81					
9	Число недействительных избирательных бюллетеней	15	0	0	0	1	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	2	2	2	4	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	4619	37	90	87	334	38	63	44	299	111	29	140	279	74	26	54	74	50	28	121	39	55	651	792	671	29	50	120	137	97					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	155	0	2	2	10	2	2	2	10	3	2	3	10	2	2	2	2	2	2	10	2	3	20	20	20	2	2	3	10	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	23	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	9	4	2	0	0	2	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	2	0	0	0	1	0					
14	Число погашенных неиспользованных открепительных удостоверений	132	0	2	1	10	2	2	1	9	3	2	3	9	2	2	2	2	2	2	10	2	3	11	16	18	2	2	1	8	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
18	1.Политическая партия «Аграрная партия России»	191	3	7	1	17	0	3	3	23	6	2	6	8	2	1	2	2	2	0	13	1	9	18	25	28	1	1	1	2	4					
		4.12%	8.11%	7.78%	1.15%	5.07%	0.00%	4.76%	6.82%	7.67%	5.31%	6.90%	4.26%	2.87%	2.70%	3.85%	3.70%	2.70%	4.00%	0.00%	10.74%	2.56%	15.79%	2.76%	3.15%	4.15%	3.45%	2.00%	0.83%	1.46%	4.12%					
19	2.Всероссийская политическая партия «Гражданская Сила»	19	0	0	0	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	3	6	0	0	0	0	0					
		0.41%	0.00%	0.00%	0.00%	0.90%	0.00%	0.00%	2.27%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.77%	0.38%	0.89%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0					
